tableA_id,tableA_Beer_Name,tableA_Brew_Factory_Name,tableA_Style,tableA_ABV,tableB_id,tableB_Beer_Name,tableB_Brew_Factory_Name,tableB_Style,tableB_ABV,label
3506,Red-Blooded American,American Brewing Company,American Amber / Red Ale,7.00 %,2316,Moylans Old Blarney Barleywine &#40; Bourbon Barrel &#41;,Moylans Brewery & Restaurant,Barley Wine,10 %,0
1698,12 Daze Caramel Spiced Amber,SanTan Brewing Co. .,American Amber / Red Ale,6.50 %,2795,Altamont Beer Works Rich Mahogany,Altamont Beer Works,Amber Ale,6 %,0
621,Allgood Amber Ale,Bull & Bush Brewery,American Amber / Red Ale,6.00 %,2781,Four Corners Red_s Roja,Four Corners Brewing Company,Amber Ale,6.20 %,0
542,Winter Mischief,Lagerheads Smokehouse & Brewing Co. .,American Amber / Red Ale,8.00 %,1017,Blue Monkey Monkey Wrench,Blue Monkey,Golden Ale/Blond Ale,4.60 %,0
2961,Capitol Copper Ale,American River Brewing Company,American Amber / Red Ale,6.50 %,1405,Black Sky Daywalker,Black Sky Brewery,Imperial IPA,7.50 %,0
1563,Grendel 's Ale,Boston Beer Company ( Samuel Adams ),American Amber / Red Ale,-,458,Szot Amber Ale,Szot Microbrewery,Amber Ale,5 %,0
4198,Antares Barleywine,Antares,American Barleywine,10.00 %,890,Bonneville Brewery Antelope Amber Ale,Bonneville Brewery Company,Amber Ale,4 %,0
1180,Big Horn,Sequoia Brewing Company,American Amber / Red Ale,7.20 %,2357,Cismontane Deciduous IPA,Cismontane Brewing,American Pale Ale,4.50 %,0
2077,Mary Jane Amber Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,-,1173,Bear Republic Rebellion IPA &#40; 05256 &#41;,Bear Republic Brewing Company,India Pale Ale &#40; IPA &#41;,6 %,0
2491,5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,5.00 %,1230,The Civil Life Stevie_s 5 Star Amber Ale,The Civil Life Brewing Company,Amber Ale,5 %,1
3696,Right Said Red,Riverbend Brewing Company,American Amber / Red Ale,9.86 %,1852,Dieu du Ciel Clef des Champs,Dieu du Ciel,Traditional Ale,5 %,0
4103,Tickle Fight,Solemn Oath Brewery,American Barleywine,11.00 %,2712,HopTown Paint the Town Red,HopTown Brewing Company,Amber Ale,5.50 %,0
355,Premium Red Ale,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,American Amber / Red Ale,6.00 %,775,Four Saints Potter_s Clay Amber Ale,Four Saints Brewing Company,Amber Ale,5.70 %,0
3145,Tap Amber,The Tap Brewery,American Amber / Red Ale,5.00 %,2046,Lance-Pierre la Rouste,Lance-Pierre,Premium Bitter/ESB,6 %,0
3624,Harbinger Redux 2.0 ( Ghost 223 ),Adroit Theory Brewing Company,American Amber / Red Ale,8.50 %,1736,5 Seasons Westside Red-Headed Stepchild,5 Seasons Westside,Saison,-,0
4186,Green Card Barleywine,CucapÃ ¡ Brewing Company,American Barleywine,10.00 %,1331,Berryessa Common Sense,Berryessa Brewing Company,California Common,4.80 %,0
2461,Libertine,Lift Bridge Brewery,American Amber / Red Ale,8.50 %,1358,Burnard_s Oaky Dokey,Burnard_s Cider,Cider,5.20 %,0
3901,Sutton Hoo,Townshend Brewery,American Amber / Red Ale,4.70 %,2826,Galaxy Galactic Silk Ale,Galaxy Brewing Company,Amber Ale,6.10 %,0
3211,Pikkupomo,Ruosniemen Panimo,American Amber / Red Ale,6.00 %,2741,Angry Minnow Nut Red Ale,Angry Minnow,Amber Ale,4.50 %,0
768,Storm Cloudy Ale,Mildura Theatre Brewery Pty Ltd,American Amber / Red Ale,4.50 %,1918,Coronado Shrunken Head Red,Coronado Brewing Company,Session IPA,4.50 %,0
4202,Old Blowhole Barleywine,Kona Brewing Co. .,American Barleywine,12.50 %,2636,Piney River McKinney Eddy Amber Ale,Piney River Brewing Company,Amber Ale,-,0
2147,Cranberry Cheer Amber,Pitchfork Brewing,American Amber / Red Ale,6.00 %,2346,Leinenkugels Big Eddy Ryewine Ale,Leinenkugel Brewing Company &#40; Tenth & Blake Beer Co. &#41;,Barley Wine,10 %,0
891,Thunder Canyon Deep Canyon Amber Ale,Thunder Canyon Brewery,American Amber / Red Ale,4.80 %,66,Old Rail Rusted Rail Ale,Old Rail Brewing Company,Amber Ale,5.40 %,0
348,Copperline Amber Ale,Carolina Brewery,American Amber / Red Ale,5.40 %,2311,Mikkeller Big Worse Barley Wine,De Proefbrouwerij,Barley Wine,12 %,0
1875,50 Shades Of Red,Twisted Rail Brewing Company,American Amber / Red Ale,5.50 %,2210,603 Winni Ale,603 Brewery,Amber Ale,6.50 %,0
3193,Son Pampa,SON Brewing Co. .,American Amber / Red Ale,5.00 %,1533,23rd Street California Common,23rd Street Brewery,California Common,5.40 %,0
677,Going ( Coco ) Nuts,Four Sons Brewing,American Amber / Red Ale,5.20 %,1921,Chapman_s Red RYEding Hood,Chapman_s Brewing Company,Specialty Grain,10 %,0
3258,Alliance American Amber,Citizen Beer,American Amber / Red Ale,5.50 %,2411,Big Time Old Wooly Barleywine,Big Time Brewery,Barley Wine,9 %,0
2075,Suburbia Amber Ale,Lone Tree Brewing Company,American Amber / Red Ale,5.50 %,83,City Star Red Necktar,City Star Brewing,Amber Ale,6 %,0
1256,Small Victories,Revelry Brewing Co,American Amber / Red Ale,7.70 %,912,Rhinelander Bad Hare Red Ale,Minhas Craft Brewery,Amber Ale,5.50 %,0
1977,The Hunter,Cask & Larder,American Amber / Red Ale,-,2921,5 Seasons Westside High Fiveinator Doppelbock,5 Seasons Westside,Doppelbock,-,0
3560,Amberly Eyes,Sir Winston 's Pub / G.G. Brewers,American Amber / Red Ale,6.00 %,1093,DuClaw Misfit Red,DuClaw Brewing Company,Amber Ale,5.10 %,0
4131,Trainwreck Organic Barleywine Style Ale,Butte Creek Brewing Company,American Barleywine,10.60 %,2377,1516 Grand Reserve Triple Barrique,1516 Brewing Company,Belgian Strong Ale,-,0
4187,Roza Reserve,Snipes Mountain Microbrewery & Restaurant,American Barleywine,9.20 %,1947,Boxing Cat / Great Leap Yunnan Amber,Boxing Cat Brewery,Amber Ale,5.20 %,0
4333,Elixir De Belphegor,Broadway Pub,American Barleywine,-,645,Desert Edge Anniversary Amber,Desert Edge Brewery,Amber Ale,4 %,0
1984,E.R.A. ( Emeralds Red Ale ),Ninkasi Brewing Company,American Amber / Red Ale,5.70 %,0,Great Lakes Nosferatu,Great Lakes Brewing &#40; Ohio &#41;,American Strong Ale,8 %,0
3940,Harvest Amber,Levante Brewing Company,American Amber / Red Ale,5.50 %,1363,El Toro Poppy Jasper Amber Ale,El Toro Brewing Co. .,Amber Ale,5.30 %,0
2687,Maltz & Waltz,De Garve,American Amber / Red Ale,5.00 %,2395,Denali Single Engine Red,Denali Brewing Company,Amber Ale,5.60 %,0
1207,All American Red Ale,Centennial Beer Co. .,American Amber / Red Ale,5.00 %,2979,2 Brothers Grizz,2 Brothers Brewery,Amber Ale,5.70 %,0
2267,Stone Liberty Station / Bridge Road Brewers Red Stone Road,Stone Brewing Co. .,American Amber / Red Ale,4.80 %,1376,Heinzelmannchen Big Amber Gnome Ale,Heinzelmannchen Brewery,Amber Ale,8 %,0
3762,Oak Aged Last Call,Blue Blood Brewery,American Amber / Red Ale,8.00 %,1941,Picaroons Parcel of Rogues,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,4.60 %,0
2724,Aiken American Red Pale Ale,Aiken Brewing Company,American Amber / Red Ale,-,2120,Bendorf Neudorf Red Ale,Bendorf,Irish Ale,6 %,0
3627,Redemption,Deverell 's Brewing Company,American Amber / Red Ale,4.50 %,245,Alpine Dog Black Rye Session Pale Ale,Alpine Dog Brewery,Specialty Grain,4.50 %,0
398,Red Racer Copper Ale,Central City Brewers + Distillers,American Amber / Red Ale,5.00 %,2455,Sockeye Old Devils Tooth Barleywine,Sockeye Brewing,Barley Wine,10.30 %,0
376,BottleTree Red,BottleTree Beer Co. .,American Amber / Red Ale,7.50 %,2755,Weeping Radish Ruddy Raddish,Weeping Radish Farm Brewery,Irish Ale,4.90 %,0
1164,Journeymen,Al 's of Hampden / Pizza Boy Brewing,American Amber / Red Ale,6.80 %,2634,Battenkill Harvest Moon Amber Ale,Battenkill Brewing Company,Amber Ale,-,0
1517,You Only Live Once,Yukon Brewing Company,American Amber / Red Ale,7.50 %,1490,Frankenmuth Christmas Town Ale,Frankenmuth Brewery,Brown Ale,6 %,0
3514,Matilde Red Ale,Muxa Brewing Company,American Amber / Red Ale,5.00 %,1962,Crannog Wobbly Toddler Red Milk Ale,Crannog Ales,English Strong Ale,7.50 %,0
63,Drop Top Amber,Widmer Brothers Brewing Company,American Amber / Red Ale,5.00 %,1949,Jaw Glide,Jaw Brew,Golden Ale/Blond Ale,4.60 %,0
3016,Stadin Red Ale,Stadin Panimo,American Amber / Red Ale,5.60 %,2024,Les Brasseurs du Grand Paris Ligne 3,Parisis,Amber Ale,5 %,0
1216,Mountain Hawk Red Ale,Wolf Creek Brewing,American Amber / Red Ale,8.70 %,942,WeldWerks Red,WeldWerks Brewing Co. .,Irish Ale,5.80 %,0
726,Photon Imperial Crimson,Firefly Hollow Brewing Co. .,American Amber / Red Ale,8.90 %,2912,Dad & Dude_s Rockpile Pale Ale,Dad and Dude_s Breweria,American Pale Ale,4.60 %,0
3701,Fender Bender,Rusty Truck Brewing Company / Roadhouse 101,American Amber / Red Ale,6.20 %,2603,Banner American Ale,Brewmaster_s Tavern &#40; Opa-Opa Brewing &#41;,Amber Ale,3.40 %,0
1423,Red Truck Ale,Big Ridge Brewing Co. .,American Amber / Red Ale,-,2554,Roscoe Trout Town American Amber Ale,Adirondack Pub and Brewery,Amber Ale,5.60 %,0
1122,Maple Ale,Lefty 's Brewing Company,American Amber / Red Ale,5.00 %,262,Squam Asquam Amber Ale,Squam Brewing,Amber Ale,5 %,0
1375,Clifford The Big Red Ale,Books & Brews,American Amber / Red Ale,6.80 %,2660,Atwater Rost,Atwater Block Brewery,Amber Lager/Vienna,5 %,0
546,Broad Brook Ale,Broad Brook Brewing Company,American Amber / Red Ale,6.10 %,1418,Refuge Rampart Red,Refuge Brewery,Amber Ale,6.20 %,0
2690,Mighty Mullet,Plymouth Brewing Company,American Amber / Red Ale,6.70 %,459,Frog Island Amber Ale,Frog Island Brewing,Amber Ale,6 %,0
3322,Coyote Spirit,Feather Falls Casino Brewing Company,American Amber / Red Ale,-,1155,Franciscan Well Rebel Red Ale,Franciscan Well &#40; MolsonCoors &#41;,Irish Ale,4.30 %,0
1558,City Amber,Town in City Brewing Co. .,American Amber / Red Ale,5.50 %,2699,El Segundo Station No. 1,El Segundo Brewing Company,Amber Ale,6.70 %,0
325,Ruddy Rye,The Brew Kettle Taproom & Smokehouse / Production Works,American Amber / Red Ale,5.50 %,905,BrainDead Red,BrainDead Brewing,Amber Ale,6 %,0
2088,Arroyo Amber Ale,Three Rivers Eatery And Brewhouse,American Amber / Red Ale,5.00 %,1341,Primal Ethel Red Ale,Primal Brewery,Irish Ale,5.20 %,0
891,Thunder Canyon Deep Canyon Amber Ale,Thunder Canyon Brewery,American Amber / Red Ale,4.80 %,222,Kootenay True Ale,Columbia Brewery &#40; Labatt-InBev &#41;,Amber Ale,5 %,0
4044,Old Boardhead Barleywine Ale,Full Sail Brewery & Tasting Room & Pub,American Barleywine,9.00 %,283,Amager Hr . Frederiksen &#40; Colorado Whiskey Edition &#41;,Amager Bryghus,Imperial Stout,11 %,0
1590,Semper Fi,Firehouse Brewing Co. .,American Amber / Red Ale,6.00 %,1540,O_Fallon O_Bar Amber Ale,O_Fallon Brewery,Amber Ale,5.50 %,0
2376,Hophead Red,Karben4 Brewing,American Amber / Red Ale,-,2996,Blue & Gray Christmas Cranberry Ale,Blue & Gray Brewing Co. .,Fruit Beer,6.50 %,0
236,Windvane,Bad Weather Brewing Company,American Amber / Red Ale,6.00 %,2434,Cathedral Square Repent Rye,Crown Valley Brewing & Distilling,Barley Wine,9 %,0
3056,Confidence,Moor Beer Company,American Amber / Red Ale,4.60 %,2392,Oskar Blues Old Double Bagger &#40; ODB &#41;,Oskar Blues Brewery,Barley Wine,13.20 %,0
2178,Liberator Amber,Columbia Valley Brewing,American Amber / Red Ale,5.80 %,1915,Naked City McGuffin Amber Ale,Naked City Brewing,Amber Ale,4.80 %,0
2234,Cardinale Ale,Bluegrass Brewing Co. - East St. Matthew 's,American Amber / Red Ale,-,1988,Argyle Alter Your Brew Altbier,Argyle Brewing Company,Altbier,4.60 %,0
3818,Alpine Mountain Amber Ale,Beer By Design,American Amber / Red Ale,5.90 %,2401,Saint Arnold Bishops Barrel # 10,Saint Arnold Brewing Company,Barley Wine,12.70 %,0
189,Elector Imperial Red Ale,New Albanian Brewing Company - Pizzeria and Public House,American Amber / Red Ale,7.00 %,2362,Solemn Oath Heavyweight Ticklefight Champion of the World,Solemn Oath Brewery,Barley Wine,12 %,0
818,Misty Valley Reclaimed Rye,Creature Comforts,American Amber / Red Ale,5.50 %,1097,Stadtguet Amber,Stadtguet,Amber Ale,4.80 %,0
1953,Michelob Amber Bock,Stella Artois,American Amber / Red Ale,5.00 %,1909,Ghost River Riverbank Red,Ghost River Brewing &#40; Roma Pomodori &#41;,Irish Ale,5 %,0
797,Southern Hospitalitea,The Unknown Brewing Co. .,American Amber / Red Ale,5.20 %,1334,Alligator Snowbird Porter,Alligator Brewing Company &#40; aka : Tall Paul Brew House &#41;,Porter,-,0
1546,Nugget Nectar W/columbus,TrÃ ¶ egs Brewing Company,American Amber / Red Ale,7.50 %,2672,Destihl Barrel Aged Deadhead Double Red Ale,Destihl Brewery,American Strong Ale,-,0
3927,Rubber City Red,R. Shea Brewing,American Amber / Red Ale,4.50 %,438,West Sixth Amber,West Sixth Brewing Company,Amber Ale,5.50 %,0
1031,Stowe Mountain Lodge Hourglass Ale,Rock Art Brewery,American Amber / Red Ale,6.00 %,2058,Cervezart Malvados Rubia,Cerveza Artesana de la Mancha,Amber Ale,5.40 %,0
1565,Safety Round # 2,Left Hand Brewing Company,American Amber / Red Ale,6.50 %,2100,Sarungano Gudo,Sarungano Brewing,Amber Ale,5.50 %,0
481,Rudolph 's Red,Rivertowne Pourhouse,American Amber / Red Ale,8.10 %,495,Bethlehem Brew Works West End Red,Fegley_s Brew Works,Amber Ale,5.70 %,0
1846,Big Head Red,SBC Restaurant & Brewery - Southport,American Amber / Red Ale,6.50 %,2162,Backlash Ricochet,Paper City Brewery,India Pale Ale &#40; IPA &#41;,7 %,0
2214,Heart & Sole,ShuBrew,American Amber / Red Ale,-,1907,Les Brasseurs du Hameau Rhumantony,Les Brasseurs du Hameau,Spice/Herb/Vegetable,7 %,0
2764,Willimantic Riverfest Red,Willimantic Brewing Co. .,American Amber / Red Ale,5.20 %,1423,Willimantic Riverfest Red Ale,Willimantic Brewing Company,Amber Ale,5.20 %,1
1931,Poor Richard 's Ale,Dry Dock Brewing Co. .,American Amber / Red Ale,6.50 %,424,Peak Organic King Crimson,Shipyard Brewing Company,American Strong Ale,9 %,0
2473,Avenue Amber,Gillette Brewing Company,American Amber / Red Ale,4.50 %,2519,Absolution Angel_s Demise,Absolution Brewing Company,India Pale Ale &#40; IPA &#41;,7.20 %,0
1856,Retread Red IPA,Whitewall Brewing Company,American Amber / Red Ale,6.40 %,631,Blue Heron Amber_s Folly Amber Ale,Blue Heron Brewing Company,Amber Ale,-,0
1759,Leap Beer,Rivertowne Pourhouse,American Amber / Red Ale,6.70 %,454,Thomas Creek Appalachian Amber Ale,Thomas Creek Brewery,Amber Ale,5.50 %,0
2537,Driftwood,Island Hoppin ' Brewery,American Amber / Red Ale,-,1403,Legends of the Bay Ghosts of Hope Island,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,0
2124,Prime Ale,Fusion Brewing,American Amber / Red Ale,4.90 %,2322,DuClaw Hell on Wood,DuClaw Brewing Company,Barley Wine,10.60 %,0
3081,Red Setter Retriever,English Setter Brewing Company,American Amber / Red Ale,6.40 %,2815,Abita Red Fish Ale,Abita Brewing Company,Amber Ale,-,0
2794,RathSkeleton The Red,Twisted Vine Brewery,American Amber / Red Ale,5.80 %,2376,Kuhnhenn American Barley Wine,Kuhnhenn Brewing,Barley Wine,11.50 %,0
2850,Milly 's Coal Miners Common,Milly 's Tavern / Stark Brewing Company,American Amber / Red Ale,4.70 %,2865,Auburn Alehouse Hop Donkey,Auburn Alehouse &#40; CA &#41;,American Strong Ale,9 %,0
1294,Charmer,Wayward Brewing,American Amber / Red Ale,5.00 %,2028,BlackLab El Importador,BlackLab Brewhouse,Specialty Grain,5.50 %,0
2498,North 40 Amber,Himmelberger Brewing Co. .,American Amber / Red Ale,4.20 %,1090,Below Grade Super Duty Double Red Ale,Below Grade Brewing LLC,American Strong Ale,7.70 %,0
1302,Tommy Gun Red,Hideout Brewing Company,American Amber / Red Ale,5.50 %,2097,Wet Head Wetlands Bitter Sweet Red &#40; BSR &#41;,Wet Head Brewery,American Strong Ale,6.30 %,0
1768,Claim Jumper Red,SLO Brewing Company,American Amber / Red Ale,-,2275,Maldita Old Continent American Amber Ale,Faustino Microcervejeira,Amber Ale,6 %,0
2054,Buffalo Bayou 1836 ( Cedar ),Buffalo Bayou Brewing Co,American Amber / Red Ale,5.90 %,1428,Kettle House Bourbon Barrel Road Rash Imperial Red Ale,Kettle House Brewing Company,American Strong Ale,13 %,0
483,Red Wing Red Ale,Rohrbach Brewing Company ( Brewpub ),American Amber / Red Ale,4.60 %,1560,Old Bakery The Observer,Old Bakery Beer Company,Amber Ale,5.30 %,0
767,Tuscarora Red,Barley and Hops Grill & Microbrewery,American Amber / Red Ale,5.20 %,2205,Cellar Dweller Ryno_s Amber,Cellar Dweller Craft Beers &#40; Valley Vineyards Winery &#41;,Amber Ale,6.50 %,0
1042,Legends Of The Bay Giant 's Tomb,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,55,Legends of the Bay Giant_s Tomb,Hockley Valley Brewing & Malting Company,Amber Ale,5 %,1
2474,Noisy Minor Admiral Ackbar Anti-Imperial Red Ale,Fortitude Brewing Company,American Amber / Red Ale,8.50 %,56,Half Acre Ginger Twin India Red Ale,Half Acre Beer Company,India Pale Ale &#40; IPA &#41;,7 %,0
1859,Mare Nostrum Prestige,Brasserie Mare Nostrum,American Amber / Red Ale,6.00 %,2648,A1A Ale Works Red Brick Ale,A1A Ale Works,Amber Ale,5.42 %,0
2082,C N Red Imperial Red Ale,Redwood Lodge,American Amber / Red Ale,8.10 %,1498,Barrelhead Indie Amber,J.W. Sweetman,Amber Ale,4.80 %,0
3671,First Chair,Resolution Brewing Company,American Amber / Red Ale,5.70 %,2,10 Barrel Backdraft IPA,10 Barrel Brewing &#40; AB InBev &#41;,India Pale Ale &#40; IPA &#41;,6.50 %,0
2665,Amber - Oak Chips & Vanilla Beans,Alligator Brewing Company,American Amber / Red Ale,-,2426,Fort George Hogfather,Fort George Brewery,Imperial Porter,8.20 %,0
1169,Bill & Ted 's Excellent Amber,Lynnwood Grill & Brewing Concern,American Amber / Red Ale,5.00 %,2531,Amicas Infinite Search,Amicas Pizza & Microbrew,Imperial Stout,12 %,0
324,Almost Heaven Amber Ale,Mountain State Brewing Co. .,American Amber / Red Ale,5.20 %,2273,Alvinne Red King,Picobrouwerij Alvinne,Sour/Wild Ale,6 %,0
3374,Fresh Hopped Amber Ale,Loveland Aleworks,American Amber / Red Ale,6.20 %,2726,Southbound Fade to Red,Southbound Brewing Company,American Strong Ale,7.30 %,0
3248,The `` Ginger '' A Red Ale,Elk Street Brewery & Tap Room,American Amber / Red Ale,6.80 %,2687,Empyrean Winter Axis Festiv_Ale,Empyrean Brewing Company,Amber Ale,6 %,0
2131,AmbrÃ © e-BiÃ ¨ re De Saint Louis,BiÃ ¨ res De Saint-Louis,American Amber / Red Ale,5.80 %,153,North Star Horizons Amber Ale,North Star Craft Brewery,Amber Ale,5.50 %,0
3985,Verde Canyon Railroad Copper Rail Ale,Oak Creek Brewing Co. .,American Amber / Red Ale,5.50 %,1994,21st Amendment North Star Red Ale,21st Amendment Brewery,Amber Ale,6.50 %,0
1173,Ranch Dog Red,Tahoe Mountain Brewing Co. .,American Amber / Red Ale,7.00 %,1289,1758 Lager _ mbar,Cerveza 1758,Amber Lager/Vienna,5 %,0
1558,City Amber,Town in City Brewing Co. .,American Amber / Red Ale,5.50 %,1146,3Cross Kannibaal,3Cross Brewing Company,Amber Ale,7.50 %,0
1355,Lamp Lighter Amber,Barley Mow Brewing Company,American Amber / Red Ale,6.30 %,1901,5 Seasons Westside Free Form Jazz Odysee Belgian Amber on Oak & Armagnac,5 Seasons Westside,Belgian Strong Ale,-,0
2251,Sour Mash Amber,Pasteur Street Brewing Company,American Amber / Red Ale,4.80 %,1711,Lucky Labrador Rose City Red Ale,Lucky Labrador Brewing Company,Amber Ale,4.90 %,0
2328,TKO Amber Ale,St. Brigid _ ™ s Brewery,American Amber / Red Ale,6.00 %,2651,Round Barn Indecision Ale,Round Barn Brewery & Winery,Amber Ale,5.30 %,0
3559,Del Puerto Barba Roja,Cervecera Del Puerto,American Amber / Red Ale,4.50 %,1259,Monks CafÃ © Orange Ale 2007,Sigtuna Brygghus,Abbey Dubbel,6.80 %,0
2402,Cookie Ale,Downpour Brewing,American Amber / Red Ale,8.50 %,1083,RÃ ¥ danÃ $ s Hillbilly Red Ale,RÃ ¥ danÃ $ s Bryggeri,Amber Ale,5 %,0
441,Kick Back Ale,Beach Haus Brewery,American Amber / Red Ale,5.50 %,1891,Bear Republic New Oak Red Rocket Ale,Bear Republic Brewing Company,Amber Ale,7.30 %,0
48,Believer,Ninkasi Brewing Company,American Amber / Red Ale,6.90 %,1381,Blind Tiger Stranger Danger IPA,Blind Tiger,India Pale Ale &#40; IPA &#41;,6.90 %,0
3508,T.B.C - Stumbling Bee Honey Amber,Titanic Brewing Company,American Amber / Red Ale,5.50 %,2155,De Molen Rye IPA Simcoe,Brouwerij de Molen,India Pale Ale &#40; IPA &#41;,6.60 %,0
930,Table 42 Red,Hollister Brewing Co. .,American Amber / Red Ale,5.40 %,1365,Fat Head_s Busy Bee Honey Blonde Ale,Fat Head_s Brewery & Saloon,Golden Ale/Blond Ale,5.40 %,0
461,Wisco Disco,Stillmank Beer Company,American Amber / Red Ale,5.10 %,2641,Saint Arnold Amber Ale,Saint Arnold Brewing Company,Amber Ale,5.50 %,0
1020,La Colborne,Microbrasserie Le Naufrageur,American Amber / Red Ale,5.00 %,2623,Squatters Emigration Amber Ale,Squatters Craft Beers,Amber Ale,4 %,0
3518,Etna,Birravino,American Amber / Red Ale,5.00 %,820,Marks & Spencer Lowland Glen Amber,Harviestoun,Amber Ale,4.50 %,0
1164,Journeymen,Al 's of Hampden / Pizza Boy Brewing,American Amber / Red Ale,6.80 %,2532,Aardwolf Whisperer in Darkness,Aardwolf,Barley Wine,10.40 %,0
3000,Barrel Aged Extra Red,Ritual Brewing Co. .,American Amber / Red Ale,6.50 %,95,Uncle Billys Hill Country Organic Amber,Uncle Billys Brew & Que Smokehouse & Brewery,Amber Ale,5.10 %,0
1566,Strawberry Swing,Bissell Brothers Brewing Co. .,American Amber / Red Ale,6.00 %,699,Birdland Kewlerskald,Birdland Brewing Company,Amber Ale,6 %,0
1884,Reagan 's Imperial Red,Barrio Brewing Company,American Amber / Red Ale,8.50 %,2640,Brighton Bier Red Rye,Kemptown,Amber Ale,4.50 %,0
442,Squatters Organic Amber Ale,Utah Brewers Cooperative,American Amber / Red Ale,4.00 %,439,Bagby Hop Crop Red Ale,Bagby Beer Company,Amber Ale,5.90 %,0
