tableA_id,tableA_title,tableA_starring,tableA_writer,tableA_editor,tableB_id,tableB_title,tableB_actor name,tableB_director name,tableB_year,tableB_genre,label
27186,Presque rien,Nils Ohlund,St?phane Bouquet,,13564,Presque rien (2000),"Durand, Marie-Claire","Lifshitz, S?bastien",2000,Drama,1
3691,Mystery Mountain,Syd Saylor,William Reaves Eason,,8877,White Squall (1996),"Getty, Balthazar","Scott, Ridley",1996,Drama,0
27145,,Olga Tschechowa,Johannes Brandt,,12888,"Choral von Leuthen, Der (1933)","Dahmen, Josef","Froelich, Carl",1933,Drama,1
14874,Candles on Bay Street,Alicia Silverstone,Jonathan Estrin,,19334,Candles On Bay Street (2006) (TV),,"Erman, John",2006,Drama,1
11364,The Cat from Outer Space,Ronnie Schell,Ted Key,,17401,Collars and Cuffs (1923),"Jones, Mark (III)","Jeske, George",1923,Short,0
1991,,Karishma Kapoor,Krishna Vamsi,,11412,Guns at Batasi (1964),"Hawkins, Jack","Guillermin, John",1964,Drama,0
22126,,Nadezhda Mikhalkova,Rustam Mammad Ibrahim oglu Ibrahimbeyov,,13127,Utomlyonnye solntsem (1994),"Dapkunaite, Ingeborga","Mikhalkov, Nikita",1994,Drama,1
22402,,Noam Pitlik,Don Mankiewicz,,14668,"Bait, The (1973) (TV)","Mills, Donna","Horn, Leonard (I)",1973,Drama,1
10029,,Jay Leno,Frank Darius Namei,,10567,Collision Course (1989),"Leake, Damien","Teague, Lewis",1989,Comedy,1
730,Soul Man,Leslie William Nielsen,Carol Black,,17464,Soul Man (1986),"Wise, Jonathan (I)","Miner, Steve",1986,Comedy,1
17048,,Ali,A. Karunakaran,,10216,In Oranje (2004),"Keijzer, Bas","L?rsen, Joram",2004,Drama,0
5633,,Robert Taylor,S.K. Lauren,,13096,When Ladies Meet (1941),"Whitman, Gayne","Leonard, Robert Z.",1941,Comedy,1
13882,Ironheart,Britton K. Lee,Larry Riggins,,9196,Ironheart (1992),"Hearn, Shaun Eric","Clouse, Robert",1992,Drama,1
17431,Small Change,Chantal Mercier,Franu00E7ois Roland Truffaut,,13853,"Argent de poche, L' (1976)","Pell?, Christine","Truffaut, Fran?ois",1976,Comedy,1
15593,,Robert Dean Stockwell,Andy Rose,,21824,McHale's Navy (1997),"Vasquez, Diego","Spicer, Bryan",1997,Comedy,1
1674,Berlin International Film Festival,Ver?nica Forqu?,Manuel Guti?rrez Arag?n,,16285,Why Do Fools Fall in Love (1998),"Allison, Frankie J.","Nava, Gregory",1998,Music,0
11288,,Leslie Townes Hope,Jack Rose  Melville Shavelson,,6807,Beau James (1957),"Bremen, Leonard","Shavelson, Melville",1957,Biography,1
23384,Aces: Iron Eagle III,Rachel McLish,Kevin Elders Sidney J. Furie,,18688,Aces: Iron Eagle III (1992),"Freeman, J.E.","Glen, John (II)",1992,Drama,1
20868,Slim Till Dead,Wong Jing,Wong Jing,,22944,Sul sun (2005),"Wu, Courtney","Wong, Jing",2005,Thriller,1
6175,Der Amerikanische Freund,Bruno Ganz,Patricia Highsmith (novel Ripley's Game) Wim Wenders,,844,"Amerikanische Freund, Der (1977)","Kreuzer, Lisa","Wenders, Wim",1977,Drama,1
3092,A Christmas Carol,Charles Stanton Ogle,Charles Dickens,,7290,"Christmas Carol, A (1910)","Mason, Shirley","Dawley, J. Searle",1910,Short,1
11854,Mayerling,Ava Lavinia Gardner,Denis Cannan,,18313,"Bewegte Mann, Der (1994)","Schafmeister, Heinrich","Wortmann, S?nke",1994,Comedy,0
8081,28 Days Later,Christopher Eccleston,Alex Garland,,21343,28 Days Later... (2002),"Huntley, Noah","Boyle, Danny",2002,Horror,1
5485,Common Law Cabin,Aelina Tuccinardi,,,2713,Common Law Cabin (1967),"Bolger, Frank (I)","Meyer, Russ (I)",1967,Comedy,1
26667,Where Eagles Dare,Mary Ure,Alistair MacLean,,17895,Where Eagles Dare (1968),"Lambert, Nigel","Hutton, Brian G.",1968,Drama,1
24081,Shoddy the Tailor,Eldon Raymond McKee,E.W. Sargent,,11640,Shoddy the Tailor (1915),"Lorraine, Harry","Louis, Will",1915,Short,1
22377,Gorillas in the Mist,John Omirah Miluwi,Dian Fossey,,14555,Gorillas in the Mist: The Story of Dian Fossey (1988),"Elliott, Peter (II)","Apted, Michael",1988,Drama,1
868,Who?,Joseph Bova,Algis Budrys,,11170,Who? (1973),"Boa, Bruce","Gold, Jack",1973,Sci-Fi,1
7598,,Tom Everett Scott,Tom Hanks,,17482,That Thing You Do! (1996),"Demme, Jonathan","Hanks, Tom",1996,Comedy,1
20164,Sanders of the River,Leslie Banks,Edgar Wallace,,22901,Sanders of the River (1935),"Solomon, James","Korda, Zoltan",1935,Drama,1
8941,Danger Lights,Gladys Georgianna Greene,James Ashmore Creelman,,16558,Danger Lights (1930),"Roscoe, Alan (I)","Seitz, George B.",1930,Drama,1
2485,,Joseph Klein,Hanns Heinz Ewers,,20972,Friends with Money (2006),"Minter, Kristin","Holofcener, Nicole",2006,Comedy,0
24807,Ni Liv,Jack Fjeldstad,Arne Skouen,,15935,Ni liv (1957),"L?ken, Johs.","Skouen, Arne",1957,Drama,1
14947,,S?o Jos? Correia,Ivan Vivas,,11844,I'll See You in My Dreams (2003),"Alves, Carlos (II)","Vivas, Miguel ?ngel (I)",2003,Horror,1
3442,God of Gamblers III: Back to Shanghai,Stephen Chow,Wong Jing,,1856,Po jie (1977),"Chan, Wai-Man","Jeong, Chang-hwa",1977,,0
3558,,JC Mac,Chico Slimani,,7142,Winner Takes All (2004),"Courtney, Dave (I)","Grace, Helen (III)",2004,Short,1
21546,Motel Hell,Paul Linke,Tim Tuchrello,,20445,Friendly Fire (2006) (V),"Ford Jr., Ed","Civetta, Michele",2006,Musical,0
27110,Dutch,Ed O'Neill,John Hughes (film director),,22454,Dutch (1991),"Williams, Billy 'Sly'","Faiman, Peter",1991,Comedy,1
4669,Die Bu00FCchse der Pandora,Frantiu0161ek Lederer,Georg Wilhelm Pabst,,7630,Baseraa (1981),"Chopra, Sudha","Talwar, Ramesh",1981,Drama,0
5382,The House,Tao Zi,Xiaolu Guo,,18920,Meng huan tian yuan (1999),"Tao, Zi","Wang, Xiaoshuai",1999,Drama,1
13787,BAFTA Award for Best Film,Ethan Green Hawke,Tom Schulman,,11745,Dead Poets Society (1989),"Hawke, Ethan","Weir, Peter",1989,Drama,1
19651,The Mysterious Outlaw,Henry DeWitt Carey II,Karl R. Coolidge,,15940,"Mysterious Outlaw, The (1917)","Janes, Elizabeth","Kelsey, Fred",1917,Short,1
8034,Days of Wine and Roses,Lee Ann Remick,JP Miller,,18222,Days of Wine and Roses (1962),"Kenaston, Rita","Edwards, Blake",1962,Romance,1
18172,,Mel Blanc,Warren Foster,,14574,Beatrice Wood: Mama of Dada (1994),,"Neff, Thomas L.",1994,Documentary,0
5247,House Party 3,Kid n' Play,Takashi Bufford,,2476,House Party 3 (1994),"Marvalous, Simply","Meza, Eric",1994,Comedy,1
15981,Challenger,David Russell Strathairn,Philip Kaufman,,2303,Challenger (2008),"Strathairn, David","Kaufman, Philip (I)",2008,Drama,1
14371,,Haikal Zakaria,Ismael Ben-Cherrif,,14006,Broken Barrier (1952),"Hape, Mira","O'Shea, John (I)",1952,,0
9956,,Ewen Bremner,Sarah Kane,,492,Skin (1995),"Bremner, Ewen","O'Connell, Vincent",1995,Short,1
23529,Benny's Video,Angela Winkler,Michael Haneke,,1363,Mermaids (2003) (TV),"Green, Chas","Barry, Ian",2003,Fantasy,0
5930,,James Francis Cagney Jr.,,,8608,Heaven and Earth Magic (1962),,"Smith, Harry (I)",1962,Animation,0
16823,The Dream Team,Michael John Douglas,David Loucka,,1497,Zina (1985),"McKellen, Ian","McMullen, Ken",1985,Drama,0
8968,La ardilla roja,Emma Su?rez,Julio Medem,,993,"Ardilla roja, La (1993)","Barranco, Mar?a","Medem, Julio",1993,Drama,1
9531,,Alan Badel,John Briley,,5398,Children of the Damned (1963),"Summerscale, Frank","Leader, Anton",1963,Horror,1
22577,Torch Singer,Ricardo Cortez,Grace Perkins,,171,Torch Singer (1933),"Roberts, Florence (I)","Hall, Alexander (I)",1933,Drama,1
18855,Berlin International Film Festival,Maria Luisa Ceciarelli,Tonino Guerra,,5367,"Notte, La (1961)","Magrini, Gitt","Antonioni, Michelangelo",1961,Drama,1
21818,,Harley Wood Hugh McArthur Pat Carlyle Paul Ellis Dorothy Dehn Richard Erskine Juanita Fletcher Hal Taggart Gloria Browne,Hildegarde Stadie,,22376,Marihuana (1936/I),"Ellis, Paul (I)","Esper, Dwain",1936,Drama,1
22352,Traci Townsend,Mari Morrow,Bobby Thompson,,17003,Jarhead (2005),"Black, Lucas (II)","Mendes, Sam",2005,Biography,0
15312,Invincible,Timothy Simon Smith,Werner Herzog,,18352,Invincible (2001),"Schreitmiller, Sabine","Herzog, Werner",2001,Drama,1
4740,Neighbors,Kathryn Walker,Thomas Berger,,2224,Neighbors (1981),"Walker, Kathryn","Avildsen, John G.",1981,Comedy,1
22873,,Laura Augusta Gainor,Dana Burnett,,16315,High Society Blues (1930),"Fazenda, Louise","Butler, David (I)",1930,Romance,1
3705,,Jason Scott Lee,Gary Scott Thompson,,15206,Timecop: The Berlin Decision (2003) (V),"Corazon, Carlo","Boyum, Steve",2003,Action,1
19530,,"Brad Heller, Josh Gaffga, Hugh McLean",,,13858,Pitfall (1948),"Wessel, Dick","De Toth, Andr?",1948,Film-Noir,0
3833,Jism,Gulshan Grover,Mahesh Bhatt,,21355,Jism (2003),"Mehndi, Niveda","Saxena, Amit",2003,Drama,1
24881,Captain Horatio Hornblower,Virginia Clara Jones,Aeneas MacKenzie,,1952,"Glaneurs et la glaneuse, Les (2000)","Litnanski, Bodan","Varda, Agn?s",2000,Documentary,0
18699,For the Love of a Girl,Harry Carey,Harvey Gates,,3269,For the Love of a Girl (1916),"Carey, Olive","Carey, Harry",1916,Short,1
18695,The Lord of the Rings: The Return of the King,Sean Patrick Duke,J. R. R. Tolkien,,11673,Monsoon Wedding (2001),"Dubey, Lillete","Nair, Mira",2001,Comedy,0
11165,For Two Pins,James Hodges,Arthur Hotaling,,2060,That Was Then... This Is Now (1985),"Gardner, Brooks","Cain, Christopher (I)",1985,Drama,0
25843,Schizopolis,Mike Malone,Steven Soderbergh,,21796,Home from the Hill (1960),"Renard, Ken","Minnelli, Vincente",1960,Drama,0
17495,,Nick Thompson Chris Brake Chris Osborne,Tony Harmon  Lynn Hussey,,21455,Code of Silence (1985),"Dean, Ron (I)","Davis, Andrew (I)",1985,Action,0
20119,Aoki u00D4kami: chi hate umi tsukiru made,Takashi Noguchi,Takehiro Nakajima Shu00F4ichi Maruyama Seiichi Morimura (novels),,10123,Hot Dog... The Movie (1984),"Vogt, Peter (I)","Markle, Peter",1984,Comedy,0
12105,,Claire Forlani,Neal Cassady,,4220,"Orderly, The (1918)","Ross, Bud","Gillstrom, Arvid E.",1918,Short,0
12056,The Tempest,Toyah Willcox,William Shakespeare,,11342,Normal Adolescent Behavior (2007),"Tamblyn, Amber","Schacter, Beth",2007,Comedy,0
23180,,Ranjan Ramanayake,,,10189,Hamoun (1990),"Sarshar, Hossein","Mehrjui, Dariush",1990,Drama,0
27122,Swing Girls,Yuta Hiraoka,Shinobu Yaguchi,,91,Swing Girls (2004),"Motokariya, Yuika","Yaguchi, Shinobu",2004,Comedy,1
9169,The Princess Diaries,Caroline Goodall,Gina Wendkos,,4066,"Princess Diaries, The (2001)","Finnegan, Joe","Marshall, Garry",2001,Comedy,1
223,,Malcolm Smith (motorcyclist),,,22540,On Any Sunday (1971),"Evans, David (XIX)","Brown, Bruce (I)",1971,Sport,1
24150,Cross Creek,Alfre Ette Woodard,Dalene Young,,13516,Cross Creek (1983),"Baskin, Norton","Ritt, Martin (I)",1983,Drama,1
11466,,u0E1Au0E07u0E01u0E0A u0E04u0E07u0E21u0E32u0E25u0E31u0E22,Chart Korbjitti,,10917,Ai-Fak (2004),"Yaowananon, Pitisak","Thongsangl, Pantham",2004,Drama,1
6132,Hud,Melvyn Edouard Hesselberg,Irving Ravetch,,21629,Hud (1963),"Saxe, Carl","Ritt, Martin (I)",1963,Drama,1
6793,,Michael Callan,John Willard (playwright),,16199,"Cat and the Canary, The (1979)","Hussey, Olivia","Metzger, Radley",1979,Horror,1
10684,The Count of Monte Cristo,Patricia Colleen Nelligan,"Alexandre Dumas, p?re",,11527,"Count of Monte-Cristo, The (1975) (TV)","Tulli, Marco","Greene, David (I)",1975,Drama,1
23664,Purely Belter,Chris Beattie,Jonathan Tulloch,,17445,Purely Belter (2000),"Parker, Helen (V)","Herman, Mark (I)",2000,Comedy,1
11474,A Star Is Born,Barbara Joan Streisand,Robert Carson,,2277,"Star Is Born, A (1976)","Hagen, Dean","Pierson, Frank (I)",1976,Drama,1
25680,,Walter Lawrence Burke,Orville H. Hampton,,15744,Peluca (2003),"Hansen, Greg (II)","Hess, Jared",2003,Short,0
8268,What the  $ ! Do We Know!?,Barry Foster Newman,Matthew Hoffman,,1411,What the #$*! Do We (K)now!? (2004),"Stanzione, Carol","Arntz, William",2004,Comedy,1
17754,The Rink,Edna Purviance,Vincent Bryan,,10151,"Rink, The (1916)","Austin, Albert","Chaplin, Charles",1916,Short,1
11287,,Billy Eugene Burrows,Gene Mitchell,,332,"Takeover, The (1995) (V)","Donzell, James A.","Cook, Troy",1995,Action,1
13822,Dementia 13,Patrick Magee (actor),Francis Ford Coppola,,5306,Dementia 13 (1963),"Dunne, Eithne","Coppola, Francis Ford",1963,Horror,1
10310,,Saima,Rukhsana Noor,,14864,Assault on Precinct 13 (2005),"Dennehy, Brian","Richet, Jean-Fran?ois",2005,Drama,0
775,,Hakk? G?ven?,Yilmaz G?ney,,21179,Zavallilar (1975),"Sahiner, Mehmet","Yilmaz, Atif",1975,Drama,1
22386,Mascot Pictures,Henry DeWitt Carey II,Wyndham Gittens,,13713,"Last of the Mohicans, The (1932)","McDowell, Nelson","Eason, B. Reeves",1932,Adventure,1
4490,Cool Hand Luke,Morgan Woodward,Frank Pierson,,2725,Cool Hand Luke (1967),"Kennedy, George (I)","Rosenberg, Stuart (I)",1967,Drama,1
14753,Ghost Story,Jacques Haussmann,Lawrence D. Cohen,,1114,Ghost Story (1981),"von Zastrow, Barbara","Irvin, John",1981,Horror,1
5668,,Kimila Ann Basinger,James Carabatsos,,16424,No Mercy (1986),"Jefferies, Annalee","Pearce, Richard (I)",1986,Thriller,1
24505,,Martha Hyer,Leo Rosten,,15885,Mister Cory (1957),"Landers, Harry (I)","Edwards, Blake",1957,Drama,1
13772,The Sheriff's Dilemma,Henry DeWitt Carey II,,,20563,"Sheriff's Dilemma, The (1915)","McDowell, Claire",,1915,Short,1
12400,Son of Flubber,Francis Xavier Aloysius James Jeremiah Keenan Wynn,Don DaGradi Bill Walsh,,20037,Son of Flubber (1963),"Rice, Jack","Stevenson, Robert (I)",1963,Comedy,1
23128,Tommy,Elton John,Henry Kenneth Alfred Russell,,5910,Bret Maverick (1981) (TV),"Carr, Darleen","Margolin, Stuart",1981,Western,0
19046,Class of Nuke 'Em High,R. L. Ryan,Lloyd Kaufman Richard W. Haines Mark Rudnitsky Stuart Strutin,,5541,Class of Nuke 'Em High (1986),"Dean, Larae","Kaufman, Lloyd",1986,Horror,1
6802,,Harihar Jariwala,Hrishikesh Mukherjee,,7165,Aashirwad (1968),"Kumar, Ashim","Mukherjee, Hrishikesh",1968,Drama,1
5342,,Michel Piccoli,Fran?oise Sagan,,14714,"Chamade, La (1968)","Carney, Matt","Cavalier, Alain",1968,Drama,1
15491,,Nancy Jo Berg,Hal Berg,,8989,Shiroi Kyotou (1966),"Kat?, Takeshi (I)","Yamamoto, Satsuo",1966,,0
1715,Gli ultimi giorni di Pompei,Victor Varconi,Alfredo Panzini,,11284,"Ultimi giorni di Pompeii, Gli (1926)","Duse, Carlo","Gallone, Carmine",1926,Drama,1
12982,,,Mary Jane West,,3102,Belle of the Nineties (1934),"Hymer, Warren","McCarey, Leo",1934,Comedy,1
5,American Ninja 2: The Confrontation,Michael Dudikoff,Avi Kleinberger,,3999,American Ninja 2: The Confrontation (1987),"Halimi, Nava","Firstenberg, Sam",1987,Drama,1
12852,WXIII: Patlabor the Movie 3,Hiroaki Hirata,Miki Tori,,15885,Mister Cory (1957),"Landers, Harry (I)","Edwards, Blake",1957,Drama,0
6053,Bird on a Wire,Goldie Jean Studlendgehawn,Louis Venosta,,9554,Shopping (1994),"Dyer, Clint","Anderson, Paul W.S.",1994,Thriller,0
16197,Life as a House,Kristen Scott Thomas,Mark Andrus,,13595,Life as a House (2001),"Somerhalder, Ian","Winkler, Irwin",2001,Comedy,1
3965,The Deadly Mantis,Craig Stevens William Hopper,"William Alland, Martin Berkeley",,7850,"Deadly Mantis, The (1957)","Campbell, Paul (I)","Juran, Nathan",1957,Horror,1
16149,Joan of Arc,Lilliane Rudabet Gloria Elsveta Sobieski,Ronald Parker,,11035,Prospero's Books (1991),"Conway, Deborah","Greenaway, Peter",1991,Drama,0
5875,The Flintstones,Elizabeth Perkins,Steven E. de Souza,,21617,"Flintstones, The (1994)","Taylor, Elizabeth (I)","Levant, Brian",1994,Comedy,1
23749,Awaara,Prithviraj Kapoor,V.P. Sathe,,4938,Awaara (1951),"Chitnis, Leela","Kapoor, Raj (I)",1951,Drama,1
15479,Shout at the Devil,Roger George Moore,Wilbur Smith,,2212,Shout at the Devil (1976),"Copley, Peter","Hunt, Peter R. (I)",1976,Drama,1
15581,Luke's Busy Day,Harold Lloyd,,,14929,Luke's Busy Day (1917),"Mosquini, Marie","Roach, Hal",1917,Short,1
27496,House by the River,Jane Waddington Wyatt,Mel Dinelli,,18977,House by the River (1950),"Laird, Effie","Lang, Fritz (I)",1950,Drama,1
21961,,Hugh Ross (creationist),Krista Bontrager Robert Bontrager,,2746,Journey Toward Creation (2003) (V),"Ross, Dr. Hugh","Bontrager, Robert",2003,,1
15683,Bloodfist III: Forced to Fight,Stan Longinidis,Allison Butnett,,21529,Bloodfist III: Forced to Fight (1992),"Paul, Richard (I)","Sassone, Oley",1992,Action,1
20727,,Farooq Shaikh,Kaifi Azmi,,2309,Garam Hawa (1973),"Sahni, Kalpana","Sathyu, M.S.",1973,Drama,1
1923,Puppet Master II,Elizabeth Maclellan,Charles Band David Pabian David Schmoeller,,10566,Puppet Master II (1991),"Band, Taryn","Allen, Dave (II)",1991,Horror,1
14588,Hatchet,Mercedes Alicia McNab,Adam Green,,14759,Hatchet (2006),"McNab, Mercedes","Green, Adam (VI)",2006,Horror,1
9304,,Daisy Granados,Tomas Gutierrez Alea,,22701,Memorias del subdesarrollo (1968),"Desnoes, Edmundo","Guti?rrez Alea, Tom?s",1968,Drama,1
19322,Valentino,Carol Kane,Henry Kenneth Alfred Russell,,9589,Sioux City (1994),"Allen, Bill (I)","Phillips, Lou Diamond",1994,Drama,0
4488,,,<http://www.imdb.com>,,3837,Hustler White (1996),"Kendall, David (V)","Castro, Rick",1996,Romance,1
25063,,Isabelle Huppert,Christian Vincent,,12405,"S?paration, La (1994)","Benedetti, Christian","Vincent, Christian (I)",1994,Drama,1
4073,A Christmas Carol,Joel Katz,Peter Barnes,,10749,Step Brothers (2008),"Ferrell, Will","McKay, Adam",2008,Comedy,0
9211,Fantastic Four,Julian Dana William McMahon,Jacob Kurtzberg,,4144,Fantastic Four (2005),"Aurucci, Ylenia","Story, Tim (I)",2005,Sci-Fi,1
25817,The Wedding Singer,Drew Blyth Barrymore,Tim Herlihy,,3472,"Wedding Singer, The (1998)","Veltri, Gabe","Coraci, Frank",1998,Comedy,1
26475,The Cup,Neten Chokling,Dzongsar Jamyang Khyentse Rinpoche,,18245,Ph?rpa (1999),"Wangchuk, Namgyal","Norbu, Khyentse",1999,Comedy,1
25253,,Sukumaran Nair,,,6002,In Which Annie Gives It Those Ones (1989) (TV),"Uboh, Moses","Krishen, Pradip",1989,,0
7710,Mae bia,Akara Amarttayakul,,,8355,Mae bia (2001),"Amarttayakul, Akara","Srisupap, Somching",2001,Thriller,1
18237,,Jagdeep,L. V. Prasad,,10621,Shichinin no tomurai (2005),"Mizuki, Kaoru",Dankan,2005,Drama,0
9678,The Bugle Sounds,Wallace Fitzgerald Beery,,,4212,"Bugle Sounds, The (1942)","Parker, Eddie (I)","Simon, S. Sylvan",1942,Drama,1
7001,,Arthur Veary Treacher,P.G. Wodehouse,,22763,Fatty and Mabel Adrift (1916),"Wells, Mai","Arbuckle, Roscoe 'Fatty'",1916,Short,0
5037,Executive Suite,Frederic March,Ernest Lehman,,13310,Executive Suite (1954),"Saxe, Carl","Wise, Robert (I)",1954,Drama,1
18341,Crumb,Robert Dennis Crumb,,,19984,Tagget (1991) (TV),"De Zarn, Tim","Heffron, Richard T.",1991,Crime,0
18759,,,"Ben Addelman, Samir Mallal",,4972,Scary Movie 4 (2006),"Barroll, Catherine","Zucker, David (I)",2006,Comedy,0
1564,,Chu Sang-mi,Jeon Soo-il,,15951,Naneun nareul pagoehal gwolliga itda (2003),"Jang, Hyeong-seong","Jeon, Soo-il",2003,Drama,1
9585,"Scream, Baby, Scream",Ross Harris Eugenie Wingate Chris Martell Suzanne Stuart Larry Swanson,Larry Cohen,,10737,"Scream, Baby, Scream (1969)","Fink, Naomi","Adler, Joseph",1969,Horror,1
1130,,,Tom Amundsen,,7145,Abandon (2002),"Tredger, Michele","Gaghan, Stephen",2002,Thriller,0
3842,The Hero,Maria Cei?a,Carla Baptista Pierre-Marie Goulet Fernando Vendrell,,19117,Tekken: The Motion Picture (1997) (V),"Niwa, Shihori","Sugishima, Kunihisa",1997,Animation,0
10085,Halloweentown,Kimberly J. Brown,Paul Bernbaum Jon Cooksey Ali Matheson,,895,Halloweentown (1998) (TV),"Day, Shannon (II)","Dunham, Duwayne",1998,Horror,1
6870,,Marianne Raigipcien Jean-Baptiste,Ralph Brown,,21104,Space Cowboys (2000),"Worley, Billie","Eastwood, Clint",2000,Comedy,0
653,The Return of Swamp Thing,Heather Deen Locklear,Len Wein,,17627,Ilya Muromets (1956),"Ryskulov, Muratbek","Ptushko, Aleksandr",1956,Fantasy,0
14785,Phantasmagoria: The Visions of Lewis Carroll,Daryl Christine Hannah,Lewis Carroll,,19185,Faust (1994),"Tyllerov?, Michaela","Svankmajer, Jan",1994,Animation,0
12213,How the West Was Won,James Stewart (actor),James R. Webb,,8625,How the West Was Won (1962),"Russell, Bryan","Marshall, George (I)",1962,Western,1
20936,Distilled Love,Oliver Hardy,,,5983,Distilled Love (1920),"Howell, Alice (I)","Moore, Vin",1920,Short,1
22526,Good Day for a Hanging,Fredrick Martin MacMurray,John Reese,,19919,Good Day for a Hanging (1959),"Breen, Joseph (III)","Juran, Nathan",1959,Western,1
22698,,Bruce Liang,,,8102,Mabel Lost and Won (1915),"Moore, Owen","Normand, Mabel",1915,Short,0
7830,A Drunkard's Reformation,Arthur V. Johnson,D.W. Griffith,,19421,"Drunkard's Reformation, A (1909)","Hendrie, Anita","Griffith, D.W.",1909,Short,1
6990,Serial (film),Louise Lorraine,Frederick J. Jackson,,10246,"Jade Box, The (1930)","Salisbury, Monroe","Taylor, Ray (I)",1930,Adventure,1
13012,,,Antonio Botta,,15197,Puerto nuevo (1936),"Boz?n, Haydee","Soffici, Mario",1936,Drama,1
14853,The Clock,Francis Xavier Aloysius James Jeremiah Keenan Wynn,Paul Gallico,,484,"Clock, The (1945)","Chandler, Eddy","Minnelli, Vincente",1945,Romance,1
27368,Wing Commander,Freddie James Prinze,Chris Roberts,,5207,Wing Commander (1999),"Bondi, John","Roberts, Chris (II)",1999,Sci-Fi,1
8079,,William Dickson,,,22058,Dickson Experimental Sound Film (1894),"Dickson, William K.L.","Dickson, William K.L.",1894,Short,1
18599,,Francesco Quinn,"Robert Subiaga, Jr.",,5414,All Night Long (1981),"Kiser, Virginia","Tramont, Jean-Claude",1981,Comedy,0
3408,The Hunchback of Notre Dame,Lesley-Anne Down,John Gay,,5106,"Hunchback of Notre Dame, The (1982) (TV)","Down, Lesley-Anne","Tuchner, Michael",1982,Drama,1
5519,,Nick Bakay,Daniel Berendsen,,12144,"Sabrina, Down Under (1999) (TV)","Harman, Steve","Koch, Kenneth R.",1999,Comedy,1
378,,Deborah Jo Hunter,Boaz Davidson,,23107,Hammerhead: Shark Frenzy (2005) (TV),"Doychev, Pavel","Oblowitz, Michael",2005,Horror,1
23146,,Coltin Scott,Matthew Jason Walsh,,3605,Ring of Darkness (2004) (TV),"J, Lil","DeCoteau, David",2004,Horror,1
14369,,Roshini,,,19407,Guna (1992),"S., Varalakshmi","Bharathi, Santhana",1992,,1
3821,Hero at Large,Anne Archer,AJ Carothers,,2142,Hero at Large (1980),"Andon, Kurt","Davidson, Martin (I)",1980,Comedy,1
1213,,Ethel Jewett,,,1321,"Article 47, L' (1913)","Bateman, Victory",,1913,Short,1
