tableA_id,tableA_title,tableA_authors,tableA_venue,tableA_year,tableB_id,tableB_title,tableB_authors,tableB_venue,tableB_year,label
1061,Data Management for Pervasive Computing,"Mitch Cherniack, Stanley B. Zdonik, Michael J. Franklin",VLDB,2001,1135,SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems,"Laks V. S. Lakshmanan, Fereidoon Sadri, Iyer N. Subramanian",Very Large Data Bases,1996.0,0
2299,Query Engines for Web-Accessible XML Data,"Ramez Elmasri, Leonidas Fegaras",VLDB,2001,425,WSQ/DSQ: a practical approach for combined querying of databases and the Web,"Roy Goldman, Jennifer Widom",International Conference on Management of Data,2000.0,0
1007,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1",Hans-J?rg Schek,VLDB,2000,1370,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1",Hans-J&#246;rg Schek,Very Large Data Bases,2000.0,1
1055,Resource Scheduling for Composite Multimedia Objects,"Yannis E. Ioannidis, Minos N. Garofalakis, Banu ?zden",VLDB,1998,2244,The Piazza peer data management project,"Igor Tatarinov, Zachary Ives, Jayant Madhavan, Alon Halevy, Dan Suciu, Nilesh Dalvi, Xin (Luna) Dong, Yana Kadiyska, Gerome Miklau, Peter Mork",ACM SIGMOD Record,2003.0,0
2163,Data Mining: Concepts and Techniques - Book Review,"Fernando Berzal Galiano, Nicol?s Mar?n",SIGMOD Record,2002,2197,XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,"Jochen Van den Bercken, Bj&#246;rn Blohsfeld, Jens-Peter Dittrich, J&#252;rgen Kr&#228;mer, Tobias Sch&#228;fer, Martin Schneider, Bernhard Seeger",Very Large Data Bases,2001.0,0
2004,Unix RDBMS: The Next Generation,Bill Rosneblatt,SIGMOD Record,1994,540,The cougar approach to in-network query processing in sensor networks,"Yong Yao, Johannes Gehrke",ACM SIGMOD Record,2002.0,0
1458,Highly Concurrent Cache Consistency for Indices in Client-Server Database Systems,"Michael J. Carey, Markos Zaharioudakis",SIGMOD Conference,1997,1933,Highly concurrent cache consistency for indices in client-server database systems,"Markos Zaharioudakis, Michael J. Carey",International Conference on Management of Data,1997.0,1
1370,CMVF: A Novel Dimension Reduction Scheme for Efficient Indexing in A Large Image Database,"John Shepherd, Quan Z. Sheng, Du Q. Huynh, Jialie Shen, Anne H. H. Ngu",SIGMOD Conference,2003,2003,CMVF: a novel dimension reduction scheme for efficient indexing in a large image database,"Jialie Shen, Anne H. H. Ngu, John Shepherd, Du Q. Huynh, Quan Z. Sheng",International Conference on Management of Data,2003.0,1
752,Checking the Temporal Integrity of Interactive Multimedia Documents,"S. Tserkezoglou, Timos K. Sellis, Barbara Pernici, Michalis Vazirgiannis, Isabelle Mirbel",VLDB J.,2000,799,Hierarchical Prefix Cubes for Range-Sum Queries,"Chee Yong Chan, Yannis E. Ioannidis",Very Large Data Bases,1999.0,0
1325,Towards an Infrastructure for Temporal Databases: Report of an Invitational ARPA/NSF Workshop,"Ramez Elmasri, Richard T. Snodgrass, Babis Theodoulidis, Inderpal Singh Mumick, Arie Segev, M. Tamer ?zsu, Umeshwar Dayal, Niki Pissinou, Barbara Pernici",SIGMOD Record,1994,546,Influential papers,Ken Ross,ACM SIGMOD Record,2001.0,0
2464,Enabling Dynamic Content Caching for Database-Driven Web Sites,"Qiong Luo, Divyakant Agrawal, Wen-Syan Li, Wang-Pin Hsiung, K. Sel?uk Candan",SIGMOD Conference,2001,269,Enabling dynamic content caching for database-driven web sites,"K. Sel&#231;uk Candan, Wen-Syan Li, Qiong Luo, Wang-Pin Hsiung, Divyakant Agrawal",International Conference on Management of Data,2001.0,1
1301,XBase: making your gigabyte disk queriable,"Jianhua Lv, Yubin Bao, Hongjun Lu, Ge Yu, Guoren Wang, Yaxin Yu",SIGMOD Conference,2002,1442,Coloring Away Communication in Parallel Query Optimization,"Waqar Hasan, Rajeev Motwani",Very Large Data Bases,1995.0,0
1225,An XML-based Wrapper Generator for Web Information Extraction,"David Buttler, Wei Tang, Calton Pu, Wei Han, Ling Liu",SIGMOD Conference,1999,1540,Informix online XPS,Bob Gerber,International Conference on Management of Data,1995.0,0
454,"Proceedings of the 2003 ACM SIGMOD International Conference on Management of Data, San Diego, California, USA, June 9-12, 2003",?,SIGMOD Conference,2003,1244,The Persistent Cache: Improving OID Indexing in Temporal Object-Oriented Database Systems,Kjetil N&#248;rv&#229;g,Very Large Data Bases,1999.0,0
1815,Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations,"Tore Risch, Vanja Josifovski",VLDB,1999,2286,RE-tree: an efficient index structure for regular expressions,"Chee-Yong Chan, Minos Garofalakis, Rajeev Rastogi",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003.0,0
402,Objectivity Industrial Exhibit,Objectivity,VLDB,1998,1004,Checkpointing in Oracle,"Ashok Joshi, William Bridge, Juan Loaiza, Tirthankar Lahiri",Very Large Data Bases,1998.0,0
510,ObjectGlobe: Ubiquitous query processing on the Internet,"Stefan Seltzsam, Donald Kossmann, Markus Keidl, Reinhard Braumandl, Alexander Kreutz, Konrad Stocker, Alfons Kemper",VLDB J.,2001,232,Safe query languages for constraint databases,Peter Z. Revesz,ACM Transactions on Database Systems (TODS),1998.0,0
1042,Distributing a Search Tree Among a Growing Number of Processors,"Brigitte Kr?ll, Peter Widmayer",SIGMOD Conference,1994,936,Using Versions in Update Transactions: Application to Integrity Checking,"Fran&#231;ois Llirbat, Eric Simon, Dimitri Tombroff",Very Large Data Bases,1997.0,0
1936,Oracle8i Index-Organized Table and Its Application to New Domains,"Anh-Tuan Tran, Chuck Freiwald, Aravind Yalamanchi, Samuel DeFazio, Souripriya Das, Ramkumar Krishnan, Jagannathan Srinivasan, Mahesh Jagannath, Eugene Inseok Chong, Jayanta Banerjee",VLDB,2000,1386,Oracle8i Index-Organized Table and Its Application to New Domains,"Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Eugene Inseok Chong, Mahesh Jagannath, Aravind Yalamanchi, Ramkumar Krishnan, Anh-Tuan Tran, Samuel DeFazio, Jayanta Banerjee",Very Large Data Bases,2000.0,1
888,Integration of Electronic Tickets and Personal Guide System for Public Transport using Mobile Terminals,"Yahiko Kambayashi, Koichi Goto",SIGMOD Conference,2003,1028,Recovering Information from Summary Data,"Christos Faloutsos, H. V. Jagadish, Nikolaos Sidiropoulos",Very Large Data Bases,1997.0,0
2162,Foundations of Preferences in Database Systems,Werner Kie?ling,VLDB,2002,2185,Cache Fusion: Extending Shared-Disk Clusters with Shared Caches,"Tirthankar Lahiri, Vinay Srihari, Wilson Chan, N. MacNaughton, Sashikanth Chandrasekaran",Very Large Data Bases,2001.0,0
843,The A-tree: An Index Structure for High-Dimensional Spaces Using Relative Approximation,"Masatoshi Yoshikawa, Shunsuke Uemura, Yasushi Sakurai, Haruhiko Kojima",VLDB,2000,938,Views in a large-scale XML repository,"Vincent Aguilera, Sophie Cluet, Tova Milo, Pierangelo Veltri, Dan Vodislav",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2002.0,0
2192,An Algebraic Approach to Rule Analysis in Expert Database Systems,"Jennifer Widom, Elena Baralis",VLDB,1994,581,"The glue-nail deductive database system: design, implementation, and evaluation","Marcia A. Derr, Shinichi Morishita, Geoffrey Phipps",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1994.0,0
1386,Picture Programming Project,"Nita Goyal, Mosh? M. Zloof, Charles Hoch, Michael Suckow, Ravi Krishnamurthy, Brian Meckler",SIGMOD Conference,1997,1006,Safely and Efficiently Updating References During On-line Reorganization,"Chendong Zou, Betty Salzberg",Very Large Data Bases,1998.0,0
1975,Performance Issues in Incremental Warehouse Maintenance,"Hector Garcia-Molina, Wilburt Labio, Yingwei Cui, Jennifer Widom, Jun Yang",VLDB,2000,120,Dynamic service matchmaking among agents in open information environments,"Katia Sycara, Matthias Klusch, Seth Widoff, Jianguo Lu",ACM SIGMOD Record,1999.0,0
2254,Contextualizing the Information Space in Federated Digital Libraries,"Jeroen Hoppenbrouwers, Mike P. Papazoglou",SIGMOD Record,1999,922,Distinguished database profiles,Marianne Winslett,ACM SIGMOD Record,2003.0,0
1411,Functional-Join Processing,"Reinhard Braumandl, Alfons Kemper, Donald Kossmann, Jens Clau?en",VLDB J.,2000,1778,Optimal multi-step k-nearest neighbor search,"Thomas Seidl, Hans-Peter Kriegel",International Conference on Management of Data,1998.0,0
923,SPIRIT: Sequential Pattern Mining with Regular Expression Constraints,"Rajeev Rastogi, Kyuseok Shim, Minos N. Garofalakis",VLDB,1999,702,Skew handling techniques in sort-merge join,"Wei Li, Dengfeng Gao, Richard Thomas Snodgrass",International Conference on Management of Data,2002.0,0
2506,Who needs XML Databases?,Sophie Cluet,VLDB,2003,1558,Why decision support fails and how to fix it,"Ralph Kimball, Kevin Strehlo",ACM SIGMOD Record,1995.0,0
299,Flexible support for multiple access control policies,"V. S. Subrahmanian, Sushil Jajodia, Pierangela Samarati, Maria Luisa Sapino",ACM Trans. Database Syst.,2001,1951,Mining quantitative association rules in large relational tables,"Ramakrishnan Srikant, Rakesh Agrawal",International Conference on Management of Data,1996.0,0
201,Editor's Notes,Jennifer Widom,SIGMOD Record,1996,1016,Bulk-Loading Techniques for Object Databases and an Application to Relational Data,"Sihem Amer-Yahia, Sophie Cluet, Claude Delobel",Very Large Data Bases,1998.0,0
1926,Dynamic Maintenance of Wavelet-Based Histograms,"Yossi Matias, Jeffrey Scott Vitter, Min Wang",VLDB,2000,545,Data analysis and mining in the life sciences,Nam Huyn,ACM SIGMOD Record,2001.0,0
1245,Modelling and Querying Video Data,"Rune Hjelsvold, Roger Midtstraum",VLDB,1994,395,Index research (panel session): forest or trees?,"Joseph M. Hellerstein, Hans-Peter Kriegel, David Comet, Christos Falsutsos, Raghu Ramakrishnan, Paul Brown",International Conference on Management of Data,2000.0,0
1817,Investigating XQuery for Querying Across Database Object Types,Nancy Wiegand,SIGMOD Record,2002,1757,Asserting beliefs in MLS relational models,"Nenad A. Jukic, Susan V. Vrbsky",ACM SIGMOD Record,1997.0,0
2456,Seeking the Truth About ad hoc Join Costs,"Amit Shukla, Miron Livny, Michael J. Carey, Laura M. Haas",VLDB J.,1997,646,Processing complex aggregate queries over data streams,"Alin Dobra, Minos Garofalakis, Johannes Gehrke, Rajeev Rastogi",International Conference on Management of Data,2002.0,0
2598,A Shrinking-Based Approach for Multi-Dimensional Data Analysis,"Yuqing Song, Yong Shi, Aidong Zhang",VLDB,2003,416,WebView materialization,"Alexandros Labrinidis, Nick Roussopoulos",International Conference on Management of Data,2000.0,0
374,Integrating Contents and Structure in Text Retrieval,"Gonzalo Navarro, Ricardo A. Baeza-Yates",SIGMOD Record,1996,383,Integrating contents and structure in text retrieval,"Ricardo Baeza-Yates, Gonzalo Navarro",ACM SIGMOD Record,1996.0,1
595,Efficient and Cost-effective Techniques for Browsing and Indexing Large Video Databases,"Kien A. Hua, Jung-Hwan Oh",SIGMOD Conference,2000,1740,SIGMOD challenges paper: database issues in telecommunications network management,Ilsoo Ahn,International Conference on Management of Data,1994.0,0
2031,Buffering Accesses to Memory-Resident Index Structures,"Jingren Zhou, Kenneth A. Ross",VLDB,2003,1159,EXACT: an extensible approach to active object-oriented databases,"Oscar D&#237;az, Arturo Jaime",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1997.0,0
1666,Structured Document Storage and Refined Declarative and Navigational Access Mechanisms in HyperStorM,"Karl Aberer, Xiaoya Yang, Klemens B?hm, Erich J. Neuhold",VLDB J.,1997,1102,Obtaining Complete Answers from Incomplete Databases,Alon Y. Levy,Very Large Data Bases,1996.0,0
1360,PESTO : An Integrated Query/Browser for Object Databases,"Laura M. Haas, Michael J. Carey, Vivekananda Maganty, John H. Williams",VLDB,1996,1675,Open object database management systems,Jos&#233; A. Blakeley,International Conference on Management of Data,1994.0,0
27,Form-Based Proxy Caching for Database-Backed Web Sites,"Jeffrey F. Naughton, Qiong Luo",VLDB,2001,1203,Mariposa: a wide-area distributed database system,"Michael Stonebraker, Paul M. Aoki, Witold Litwin, Avi Pfeffer, Adam Sah, Jeff Sidell, Carl Staelin, Andrew Yu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1996.0,0
296,CheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data Management,"Gustavo Alonso, Guy Pardon",VLDB,2000,1587,Parallel evaluation of multi-join queries,"Annita N. Wilschut, Jan Flokstra, Peter M. G. Apers",International Conference on Management of Data,1995.0,0
186,VideoAnywhere: A System for Searching and Managing Distributed Video Assets,"Amit P. Sheth, Kshitij Shah, Clemens Bertram",SIGMOD Record,1999,1922,An adaptive data replication algorithm,"Ouri Wolfson, Sushil Jajodia, Yixiu Huang",ACM Transactions on Database Systems (TODS),1997.0,0
209,Guest editorial,"Vijay Atluri, Anupam Joshi, Yelena Yesha",VLDB J.,2003,2082,Winnowing: local algorithms for document fingerprinting,"Saul Schleimer, Daniel S. Wilkerson, Alex Aiken",International Conference on Management of Data,2003.0,0
1357,Heraclitus: Elevating Deltas to be First-Class Citizens in a Database Programming Language,"Dean Jacobs, Shahram Ghandeharizadeh, Richard Hull",ACM Trans. Database Syst.,1996,478,Quality of service in multimedia digital libraries,"Elisa Bertino, Ahmed K. Elmagarmid, Mohand-Sa&#239;d Hacid",ACM SIGMOD Record,2001.0,0
921,DISIMA: A Distributed and Interoperable Image Database System,"Vincent Oria, Benjamin Bin Yao, Shu Lin, Paul Iglinski, M. Tamer ?zsu",SIGMOD Conference,2000,400,DISIMA: a distributed and interoperable image database system,"Vincent Oria, M. Tamer &#214;zsu, Paul J. Iglinski, Shu Lin, Bin Yao",International Conference on Management of Data,2000.0,1
407,Supporting Dynamic Displays Using Active Rules,"Oscar D?az, Arturo Jaime, Ghassan al-Qaimari, Norman W. Paton",SIGMOD Record,1994,616,Emergent semantics and the multimedia semantic web,"W. I. Grosky, D. V. Sreenath, F. Fotouhi",ACM SIGMOD Record,2002.0,0
675,Component-based E-Commerce: Assesment of Current Practices and Future Directions,"Martin Bichler, Arie Segev, J. Leon Zhao",SIGMOD Record,1998,2156,Innovation in Database Management: Computer Science vs. Engineering,Kenneth R. Jacobs,Very Large Data Bases,1997.0,0
2557,The 3W Model and Algebra for Unified Data Mining,"Laks V. S. Lakshmanan, Raymond T. Ng, Theodore Johnson",VLDB,2000,1368,The 3W Model and Algebra for Unified Data Mining,"Theodore Johnson, Laks V. S. Lakshmanan, Raymond T. Ng",Very Large Data Bases,2000.0,1
2285,Mid-tier caching: the TimesTen approach,Times-Ten Team,SIGMOD Conference,2002,725,Mid-tier caching: the TimesTen approach,The TimesTen Team,International Conference on Management of Data,2002.0,1
238,WebService Composition with O'GRAPE and OSIRIS,"Christoph Schuler, Hans-J?rg Schek, Patrick Neukomm, Roger Weber, Heiko Schuldt",VLDB,2003,726,Automating physical database design in a parallel database,"Jun Rao, Chun Zhang, Nimrod Megiddo, Guy Lohman",International Conference on Management of Data,2002.0,0
1419,Preference formulas in relational queries,Jan Chomicki,ACM Trans. Database Syst.,2003,292,Bit-sliced index arithmetic,"Denis Rinfret, Patrick O'Neil, Elizabeth O'Neil",International Conference on Management of Data,2001.0,0
1237,Data Integration and Warehousing in Telecom Italia,"Daniele Nardi, Maurizio Lenzerini, Stefano Trisolini",SIGMOD Conference,1999,1398,Crawling the Hidden Web,"Sriram Raghavan, Hector Garcia-Molina",Very Large Data Bases,2001.0,0
1819,"Building a Scaleable Geo-Spatial DBMS: Technology, Implementation, and Evaluation","Curt Ellmann, Roger Lueder, Jignesh M. Patel, Jie-Bing Yu, Nancy E. Hall, Josef Burger, David J. DeWitt, Navin Kabra, Karthikeyan Ramasamy, Shelly Guo, Jeffrey F. Naughton, Biswadeep Nag, Jim Kupsch, Kristin Tufte",SIGMOD Conference,1997,77,MOCHA: a self-extensible database middleware system for distributed data sources,"Manuel Rodr&#237;guez-Mart&#237;nez, Nick Roussopoulos",International Conference on Management of Data,2000.0,0
2209,Temporal Aggregation in Active Database Rules,"Iakovos Motakis, Carlo Zaniolo",SIGMOD Conference,1997,1806,Using schematically heterogeneous structures,Re&#233;e J. Miller,International Conference on Management of Data,1998.0,0
2561,A General Techniques for Querying XML Documents using a Relational Database System,"Stratis Viglas, Eugene J. Shekita, Rajasekar Krishnamurthy, Jayavel Shanmugasundaram, Jeffrey F. Naughton, Jerry Kiernan, Igor Tatarinov",SIGMOD Record,2001,1766,Workflow history management,"Pinar Koksal, Sena Nural Arpinar, Asuman Dogac",ACM SIGMOD Record,1998.0,0
