tableA_id,tableA_http://www.okkam.org/ontology_restaurant1.owl#name,tableA_http://www.okkam.org/ontology_restaurant1.owl#phone_number,tableA_http://www.okkam.org/ontology_restaurant1.owl#street,tableB_id,tableB_http://www.okkam.org/ontology_restaurant2.owl#name,tableB_http://www.okkam.org/ontology_restaurant2.owl#phone_number,tableB_http://www.okkam.org/ontology_restaurant2.owl#street,label
151,,,23725 w. malibu rd.,1886,peter luger steak house,718-387-7400,,0
271,,,1232 w. paces ferry rd.,2189,,,239 w. broadway,0
41,,,42 e. 20th st.  between park ave. s and broadway,659,,,208 e. 58th st.  between 2nd and 3rd aves.,0
131,,,210 e. 58th st.,234,,,328 lenox ave.,0
163,,,3799 las vegas blvd. s,1987,il cortile,212/226-6060,,0
289,,,2930 beverly glen circle,837,,,3115 pico blvd.,0
99,,,402 w. 44th st.,412,cafe la fortuna,212/724-5846,,0
112,,,1 margaret mitchell sq.,1977,,,1652 stockton st.,0
324,la folie,415/776-5577,,1182,alon's at the terrace,404-724-0444,,0
143,la caravelle,212/586-4252,,1931,mishima,213-782-0181,,0
157,hedgerose heights inn,404/233-7673,,114,fishin eddie,212/874-3474,,0
257,carnegie deli,212/757-2245,,397,,,301 n. beverly dr.,0
0,new york,,,1237,,,23 e. 22nd st.,0
12,,,2880 las vegas blvd. s,310,bolo,212/228-2200,,0
250,cafe  ritz-carlton  buckhead,404/237-2700,,547,,,1448 n. gower st.,0
295,,,903 n. la cienega blvd.,1159,veselka,212-228-9682,,0
234,plumpjack cafe,415/563-4755,,595,morton's,212/972-3315,,0
93,,,7 claude la.,66,hamburgers,,,0
316,restaurant  ritz-carlton  atlanta,404/659-0400,,2060,,,125 mulberry st.  between canal and hester sts.,0
40,spago,310/652-4025,,66,hamburgers,,,0
239,,,624 s. la brea ave.,134,motown cafe,212/581-8030,,0
4,,,43 w. 65th st.,589,,,6145 franklin ave.,0
229,union square cafe,212/243-4020,,1668,,,326 w. 46th st.,0
99,,,402 w. 44th st.,533,,,100 e. 63rd st.,0
9,atlanta,,,173,,,106 bayard st.,0
167,alain rondelli,415/387-0408,,15,,,243 o'farrell st.,0
97,,,3200 las vegas blvd. s,1233,fringale,415-543-0573,,0
41,,,42 e. 20th st.  between park ave. s and broadway,468,,,331 w. fourth st.,0
17,island spice,212/765-1737,,315,,,346 s. la brea ave.,0
310,art's delicatessen,818/762-1221,,994,newsbar,212/255-3996,,0
162,,,545 post st.,168,,,304 e. 48th st.,0
274,,,156 2nd ave. at 10th st.,335,,,1582 folsom st.,0
7,,,2 harrison st.  near hudson st.,824,,,9560 dayton way,0
208,le bernardin,212/489-1515,,1577,rib ranch,404/233-7644,,0
242,mesa grill,212/807-7400,,1709,spago (las vegas),702-369-6300,,0
232,gotham bar & grill,212/620-4020,,2219,dix et sept,212/645-8023,,0
158,campanile,213/938-1447,,1720,broiler,702/432-7777,,0
263,chanterelle,212/966-6960,,2043,,,607 front st.,0
74,hollywood,,,238,,,1022 3rd ave.  between 60th and 61st sts.,0
4,,,43 w. 65th st.,327,cafe roma,702/731-7547,,0
184,,,3115 pico blvd.,114,fishin eddie,212/874-3474,,0
165,,,160 e. 64th st.,1190,center stage plaza hotel,702/386-2512,,0
163,,,3799 las vegas blvd. s,745,,,704 s. alvarado st.,0
56,abruzzi,404/261-8186,,1244,,,4th st.,0
288,,,200 e. fremont st.,1252,,,659 peachtree st.,0
250,cafe  ritz-carlton  buckhead,404/237-2700,,394,,,57 jane st.,0
18,,,8284 melrose ave.,117,,,4330 peachtree rd.,0
171,uncle nick's,212/315-1726,,633,andre's french restaurant,702-385-5016,,0
86,,,30 rockefeller plaza,812,,,106 e. 57th st.,0
301,buckhead diner,404/262-3336,,2011,uncle bill's pancake house,310-545-5177,,0
271,,,1232 w. paces ferry rd.,2192,harry's bar & american grill,310/277-2333,,0
30,,,13 w. 54th st.,1662,chinois on main,310-392-9025,,0
39,,,1737 post st.,837,,,3115 pico blvd.,0
59,lutece,212/752-2225,,1858,pisces,212-260-6660,,0
21,,,1397 n. highland ave.,2063,jimmy sung's,212/682-5678,,0
15,,,160 central park s,1774,,,210 e. 58th st.,0
98,valentino,310/829-4313,,1360,da nico,212/343-1212,,0
242,mesa grill,212/807-7400,,1026,teresa's,718-520-2910,,0
11,los angeles,,,833,benita's frites,310-458-2889,,0
179,bone's,404/237-2663,,382,,,12 e. 12th st.,0
330,,,435 s. la cienega blv.,728,,,402 w. 43rd st.  off 9th ave.,0
242,mesa grill,212/807-7400,,1310,four seasons,212-754-9494,,0
280,citrus,213/857-0034,,293,,,19 w. 49th st.,0
87,adriano's ristorante,310/475-9807,,686,taiko,310-207-7782,,0
11,los angeles,,,459,,,2911 s. pharr court,0
67,,,1110 3rd ave. at 65th st.,195,,,774 ponce de leon ave. ne,0
122,the palm,310/550-8811,,487,,,69 w. 71st st.,0
207,santa monica,,,766,,,2316 polk st.,0
18,,,8284 melrose ave.,248,pricci,404/237-2941,,0
252,,,747 9th ave.  between 50th and 51st sts.,613,,,2880 las vegas blvd. s.,0
157,hedgerose heights inn,404/233-7673,,836,chicken,,,0
281,,,777 sutter st.,419,,,81 macdougal st.  between houston and bleeker sts.,0
227,,,3570 las vegas blvd. s,1167,masa's,415-989-7154,,0
265,khan toke thai house,415/668-6654,,841,vong,212/486-9592,,0
39,,,1737 post st.,1270,,,13 w. 46th st.,0
274,,,156 2nd ave. at 10th st.,1491,alamo,212/ 759-0590,,0
199,,,57 w. 58th st.,1388,,,8800 melrose ave.,0
93,,,7 claude la.,1210,,,168 w. 18th st.,0
154,restaurant katsu,213/665-1891,,789,,,1134 euclid ave.,0
102,bel air,,,711,,,c buford hwy.  northwoods plaza  doraville,0
305,ritz-carlton restaurant and dining room,415/296-7465,,642,,,157 duane st.  between w. broadway and hudson st.,0
232,gotham bar & grill,212/620-4020,,944,prego,310/277-7346,,0
56,abruzzi,404/261-8186,,2252,french quarter food shop,404/875-2489,,0
42,las vegas,,,410,,,1322 grant st.,0
215,heera of india,404/876-4408,,2025,wollensky's grill,212-753-0444,,0
42,las vegas,,,138,,,22800 pch,0
295,,,903 n. la cienega blvd.,926,,,424 amsterdam ave.,0
251,,,816 folsom st.,88,,,3073 piedmont rd.,0
134,chez michel,415/775-7036,,944,prego,310/277-7346,,0
178,brooklyn,,,155,,,2245 e. flamingo rd.,0
251,,,816 folsom st.,1003,,,138 lafayette st.  between canal and howard sts.,0
280,citrus,213/857-0034,,1361,,,432 powell st.,0
9,atlanta,,,1542,,,109 spring st.  between greene and mercer sts.,0
82,,,3rd st.,891,dean & deluca,212/254-8776,,0
80,fleur de lys,415/673-7779,,1681,,,631 b kearny st.,0
158,campanile,213/938-1447,,412,cafe la fortuna,212/724-5846,,0
168,sherman oaks,,,731,circus circus,702/734-0410,,0
108,,,239 w. broadway  between walker and white sts.,1450,,,783 martin luther king jr. dr.,0
155,,,201 w. 83rd st.,2011,uncle bill's pancake house,310-545-5177,,0
117,,,55 e. 54th st.,1624,t salon,212/925-3700,,0
264,,,405 e. 58th st.,1951,,,7371 melrose ave.,0
19,san francisco,,,1313,,,243 e. 58th st.,0
324,la folie,415/776-5577,,1513,,,21 west 17th st.  between 5th and 6th aves.,0
38,,,152 w. 44th st.,2106,boonthai,212/249-8484,,0
198,,,3125 piedmont rd.  near peachtree rd.,2221,ton kiang,415/752-4440,,0
331,,,3434 peachtree rd.,955,,,4th and howard sts.,0
8,aureole,212/ 319-1660,,1273,bistro roti,415/495-6500,,0
247,arnie morton's of chicago,310/246-1501,,1959,,,311 w. 17th st.,0
284,aquavit,212/307-7311,,16,barbecue,,,0
163,,,3799 las vegas blvd. s,1984,cha cha cha's,415-386-5758,,0
138,le montrachet,702/732-5111,,1729,mandarin court,702/737-1234,,0
67,,,1110 3rd ave. at 65th st.,705,,,12969 ventura blvd.,0
319,sign of the dove,212/861-8080,,2143,,,50 macdougal st.  between houston and prince sts.,0
147,palace court,702/731-7547,,1216,,,551 amsterdam ave.  between 86th and 87th sts.,0
101,veni vidi vici,404/875-8424,,47,health food,,,0
255,,,99 e. 52nd st.,139,russian/german,,,0
202,,,9001 santa monica blvd.,788,,,33 w. 55th st.,0
59,lutece,212/752-2225,,1314,,,128 e. fremont st.,0
84,,,2637 peachtree rd.  peachtree house condominium,290,,,2575 beverly blvd.,0
286,boulevard,415/543-6084,,2021,boulevard,415-543-6084,,1
105,,,1529 piedmont ave.,1128,la mediterranee,415-431-7210,,0
334,,,11 e. 53rd st.,51,la cote basque,212-688-6525,,0
240,,,182 w. 58th st.,64,,,764 ninth ave.,0
127,grill on the alley,310/276-0615,,1267,,,1550 california st.,0
279,indigo coastal grill,404/876-0676,,41,french roast,212/533-2233,,0
230,,,60 w. 55th st.  between 5th and 6th ave.,93,french (new),,,0
155,,,201 w. 83rd st.,354,splendido embarcadero,415/986-3222,,0
271,,,1232 w. paces ferry rd.,20,caffe roma,212/226-8413,,0
56,abruzzi,404/261-8186,,1111,,,4427 roswell rd.,0
336,locanda veneta,310/274-1893,,788,,,33 w. 55th st.,0
53,,,12969 ventura blvd.,1436,flowers,212/691-8888,,0
264,,,405 e. 58th st.,1497,,,120 w. 51st st.,0
255,,,99 e. 52nd st.,1125,home,212/243-9579,,0
130,san domenico,212/265-5959,,88,,,3073 piedmont rd.,0
320,,,3393 peachtree rd.  lenox square mall  near neiman marcus,908,,,200 e. 54th st.,0
164,yujean kang's gourmet chinese cuisine,818/585-0855,,776,boca chica,212/473-0108,,0
277,,,2450 broadway  between 90th and 91st sts.,740,san francisco bbq,415-431-8956,,0
24,,,6703 melrose ave.,13,remi,310/393-6545,,0
333,lespinasse,212/339-6719,,495,,,435 s. la cienega blvd.,0
219,picholine,212/724-8585,,316,,,3145 las vegas blvd. s.,0
326,,,1001 n. alameda st.,1976,riviera,404-262-7112,,0
161,petrossian,212/245-2214,,519,hollywood hills coffee shop,213-467-7678,,0
74,hollywood,,,1140,original pantry bakery,213-627-6879,,0
261,,,3130 piedmont road,783,,,3595 las vegas blvd. s.,0
190,pano's and paul's,404/261-3662,,2210,,,46 greenwich ave.,0
206,,,255 courtland st.  at harris st.,1338,,,3675 satellite blvd.,0
330,,,435 s. la cienega blv.,867,john's pizzeria,212-721-7001,,0
331,,,3434 peachtree rd.,1712,,,402 w. 44th st.,0
312,,,648 bush st.,2043,,,607 front st.,0
320,,,3393 peachtree rd.  lenox square mall  near neiman marcus,2246,,,249 e. 50th st.,0
326,,,1001 n. alameda st.,750,main street,212/873-5025,,0
265,khan toke thai house,415/668-6654,,196,campo santo,415-433-9623,,0
18,,,8284 melrose ave.,1003,,,138 lafayette st.  between canal and howard sts.,0
6,rainbow room,212/632-5000,,1391,rainbow room,212-632-5000,,1
233,,,1972 n. hillhurst ave.,820,,,446 columbus ave.  between 81st and 82nd sts.,0
164,yujean kang's gourmet chinese cuisine,818/585-0855,,630,chez michel,415-775-7036,,0
199,,,57 w. 58th st.,1657,carnival world,702/252-7777,,0
0,new york,,,2213,,,1915 fillmore st.,0
130,san domenico,212/265-5959,,566,il fornaio levi's plaza,415/986-0100,,0
319,sign of the dove,212/861-8080,,570,lettuce souprise you (at),770-418-9969,,0
255,,,99 e. 52nd st.,1810,,,2030 union st.,0
337,,,854 7th ave.  between 54th and 55th sts.,826,,,3300 geary blvd.,0
148,,,224 ponce de leon ave.,1301,valentino,310-829-4313,,0
267,,,5955 melrose ave.,1528,mel's drive-in,415-387-2244,,0
67,,,1110 3rd ave. at 65th st.,145,,,432 sixth ave.,0
46,smith & wollensky,212/753-1530,,1791,,,4 fish 17300 pacific coast hwy. at sunset blvd.,0
274,,,156 2nd ave. at 10th st.,235,,,126 clement st.,0
4,,,43 w. 65th st.,626,,,937 broadway at 22nd st.,0
61,matsuhisa,310/659-9639,,1254,dining room,310/275-5200,,0
139,,,249 e. 50th st.,454,lutece,212-752-2225,,0
159,,,340 stockton st.,1658,,,2315 clement st.,0
30,,,13 w. 54th st.,982,gumbo pot  the,213-933-0358,,0
65,granita,310/456-0488,,1168,,,953 second ave.,0
8,aureole,212/ 319-1660,,2228,asahi ramen,310-479-2231,,0
240,,,182 w. 58th st.,1984,cha cha cha's,415-386-5758,,0
86,,,30 rockefeller plaza,1898,jack's,415/986-9854,,0
179,bone's,404/237-2663,,1707,,,176 n. canon dr.,0
217,,,804 northpoint,1791,,,4 fish 17300 pacific coast hwy. at sunset blvd.,0
19,san francisco,,,1275,cafe centro,212/818-1222,,0
123,,,b peachtree rd.,1952,sofi,213/651-0346,,0
30,,,13 w. 54th st.,612,,,2199 broadway,0
73,campton place,415/955-5555,,15,,,243 o'farrell st.,0
46,smith & wollensky,212/753-1530,,1776,,,174 1st ave.  between 10th and 11th sts.,0
59,lutece,212/752-2225,,2217,,,6703 melrose ave.,0
320,,,3393 peachtree rd.  lenox square mall  near neiman marcus,2019,west beach cafe,310/823-5396,,0
206,,,255 courtland st.  at harris st.,807,bix,415/433-6300,,0
255,,,99 e. 52nd st.,880,chevys,415/543-8060,,0
44,studio city,,,2111,broadway deli,310/451-0616,,0
286,boulevard,415/543-6084,,1087,,,837 second ave.,0
134,chez michel,415/775-7036,,2159,indonesian,,,0
274,,,156 2nd ave. at 10th st.,166,international,,,0
53,,,12969 ventura blvd.,274,,,1191 1st ave.  between 64th and 65th sts.,0
135,malibu,,,800,,,2880 las vegas blvd. s,0
132,cafe des artistes,212/877-3500,,652,frico bar,212/564-7272,,0
4,,,43 w. 65th st.,2043,,,607 front st.,0
99,,,402 w. 44th st.,105,nickiemoto's: a sushi bar,404/842-0334,,0
191,,,2316 polk st.,605,delicatessen,,,0
112,,,1 margaret mitchell sq.,1235,cafe lalo,212-496-6031,,0
195,,,243 e. 58th st.,553,palm too,212-697-5198,,0
210,,,240 central park s,1329,gilliland's,310/392-3901,,0
337,,,854 7th ave.  between 54th and 55th sts.,504,,,298 gough st.,0
35,,,1 mission st.,42,,,2027 sawtelle blvd.,0
279,indigo coastal grill,404/876-0676,,565,buffets,,,0
233,,,1972 n. hillhurst ave.,1305,,,8795 sunset blvd.,0
329,tillerman,702/731-4036,,2,,,368 bleecker st.,0
82,,,3rd st.,1137,,,22nd street grill 25 22nd,0
299,,,595 piedmont ave.  rio shopping mall,2038,r.j.'s uptown kitchen & wine bar,404/875-7775,,0
66,,,22 hawthorne st.,1313,,,243 e. 58th st.,0
307,,,21 w. 52nd st.,1936,pen & pencil,212/682-8660,,0
209,,,9560 dayton way,261,,,467 columbus ave.  between 82nd and 83rd sts.,0
314,,,12 e. 12th st.,1469,,,797 third ave.,0
41,,,42 e. 20th st.  between park ave. s and broadway,60,picholine,212-724-8585,,0
117,,,55 e. 54th st.,407,thai,,,0
23,ciboulette,404/874-7600,,1927,new york kom tang soot bul house,212/ 947-8482,,0
264,,,405 e. 58th st.,1650,,,25 irby ave.,0
236,,,490 e. paces ferry rd.,47,health food,,,0
29,montrachet,212/ 219-2777,,1023,,,3347 fillmore st.,0
9,atlanta,,,1349,,,200 park ave.  between 45th st. and vanderbilt ave.,0
130,san domenico,212/265-5959,,1833,zarzuela,415/346-0800,,0
202,,,9001 santa monica blvd.,536,,,201 moreno dr.,0
247,arnie morton's of chicago,310/246-1501,,690,,,1 margaret mitchell sq.,0
270,steak house,702/734-0410,,864,,,1350 e. flamingo rd.,0
78,,,2 e. 55th st.,1468,kiev,212-674-4040,,0
195,,,243 e. 58th st.,549,buckhead diner,404-262-3336,,0
162,,,545 post st.,1095,campton place,415-955-5555,,0
108,,,239 w. broadway  between walker and white sts.,1336,,,11 e. 53rd st.,0
18,,,8284 melrose ave.,1596,la cumbre,415-863-8205,,0
281,,,777 sutter st.,474,,,171 mcdonough blvd.,0
42,las vegas,,,1894,,,32 jones st. at bleecker st.,0
147,palace court,702/731-7547,,524,city grill,404/524-2489,,0
151,,,23725 w. malibu rd.,1454,kokomo cafe,213-933-0773,,0
202,,,9001 santa monica blvd.,367,,,777 sutter st.,0
38,,,152 w. 44th st.,604,patria,212/777-6211,,0
196,carmine's,212/362-2200,,5,,,8764 melrose ave.,0
270,steak house,702/734-0410,,1405,,,9 pell st.,0
132,cafe des artistes,212/877-3500,,773,cafe des artistes,212-877-3500,,1
93,,,7 claude la.,2179,,,42 e. 20th st.,0
299,,,595 piedmont ave.  rio shopping mall,1025,,,411 third ave.,0
23,ciboulette,404/874-7600,,28,american (new),,,0
303,,,35 w. 64th st.,3,,,240 central park s.,0
134,chez michel,415/775-7036,,1967,billy's,212/753-1870,,0
99,,,402 w. 44th st.,1314,,,128 e. fremont st.,0
2,fenix,213/848-6677,,1793,flying biscuit  the,404-687-8888,,0
180,,,14016 ventura blvd.,741,greek and middle eastern,,,0
74,hollywood,,,1565,,,123 w. 52nd st.,0
324,la folie,415/776-5577,,1778,beesley's of buckhead,404/264-1334,,0
230,,,60 w. 55th st.  between 5th and 6th ave.,1955,,,178 broadway,0
128,,,5937 geary blvd.,2079,,,439 e. 75th st.,0
73,campton place,415/955-5555,,901,,,350 9th ave. at 49th st.,0
288,,,200 e. fremont st.,4,il mulino,212-673-3783,,0
232,gotham bar & grill,212/620-4020,,2191,,,70 w. paces ferry rd.,0
80,fleur de lys,415/673-7779,,212,,,104 w. 57th st.  near 6th ave.,0
40,spago,310/652-4025,,123,,,1570 rosecrans ave. s.,0
209,,,9560 dayton way,1487,,,308 e. sixth st.,0
62,,,181 peachtree st.,294,stingray,212/501-7515,,0
53,,,12969 ventura blvd.,377,water club,212/683-3333,,0
123,,,b peachtree rd.,54,vietnamese,,,0
155,,,201 w. 83rd st.,1335,joe's shanghai,718-539-3838,,0
86,,,30 rockefeller plaza,871,,,5111 w. boulder hwy.,0
196,carmine's,212/362-2200,,307,carmine's,212-362-2200,,1
93,,,7 claude la.,877,,,56 gold st.,0
53,,,12969 ventura blvd.,822,,,1198 pch,0
65,granita,310/456-0488,,565,buffets,,,0
143,la caravelle,212/586-4252,,315,,,346 s. la brea ave.,0
50,,,57 jane st.  off hudson st.,802,,,1500 church st.,0
195,,,243 e. 58th st.,1154,veni vidi vici,404-875-8424,,0
141,fringale,415/543-0573,,78,,,21 e. 16th st.,0
337,,,854 7th ave.  between 54th and 55th sts.,63,orso,212/489-7212,,0
329,tillerman,702/731-4036,,2003,palace court,702-731-7110,,0
119,manhattan ocean club,212/ 371-7777,,1711,cajun,,,0
330,,,435 s. la cienega blv.,683,,,2901 pico blvd.,0
150,la cote basque,212/688-6525,,1990,joe's,310-399-5811,,0
305,ritz-carlton restaurant and dining room,415/296-7465,,1850,le bernardin,212-489-1515,,0
97,,,3200 las vegas blvd. s,2062,grill  the,310-276-0615,,0
319,sign of the dove,212/861-8080,,1057,inca grill,212/966-3371,,0
1,la grotta,404/231-1368,,994,newsbar,212/255-3996,,0
6,rainbow room,212/632-5000,,601,shun lee palace,212-371-8844,,0
30,,,13 w. 54th st.,1128,la mediterranee,415-431-7210,,0
131,,,210 e. 58th st.,1191,,,2298 market st.,0
188,,,41 14th st.,1010,orleans,310/479-4187,,0
135,malibu,,,1452,,,502 santa monica blvd,0
188,,,41 14th st.,53,marquet patisserie,212/229-9313,,0
207,santa monica,,,280,pastis,415/391-2555,,0
169,,,600 stockton st.,765,,,8638 w. third st.,0
212,l'orangerie,310/652-9770,,2021,boulevard,415-543-6084,,0
233,,,1972 n. hillhurst ave.,742,,,227 e. 67th st.,0
21,,,1397 n. highland ave.,527,petrossian,212-245-2214,,0
219,picholine,212/724-8585,,1691,,,903 n. la cienega blvd.,0
152,,,1 water st. at the east river,1720,broiler,702/432-7777,,0
178,brooklyn,,,362,scandinavian,,,0
239,,,624 s. la brea ave.,551,,,39 w. 55th st.,0
38,,,152 w. 44th st.,160,schatzi on main,310/399-4800,,0
117,,,55 e. 54th st.,142,michael's (los angeles),310-451-0843,,0
165,,,160 e. 64th st.,1802,,,2469 cobb pkwy.,0
7,,,2 harrison st.  near hudson st.,1584,,,1900 broadway  between 63rd and 64th sts.,0
273,les celebrites,212/484-5113,,46,pacific new wave,,,0
291,virgil's,212/ 921-9494,,1361,,,432 powell st.,0
320,,,3393 peachtree rd.  lenox square mall  near neiman marcus,1159,veselka,212-228-9682,,0
216,chinois on main,310/392-9025,,2115,tre visi,702-891-7331,,0
306,mi cocina,212/627-8273,,1561,cafe claude,415-392-3505,,0
261,,,3130 piedmont road,124,duke's,310-652-3100,,0
102,bel air,,,2004,pink's famous chili dogs,213-931-4223,,0
261,,,3130 piedmont road,54,vietnamese,,,0
265,khan toke thai house,415/668-6654,,1315,,,34 union sq. e at 16th st.,0
292,,,155 w. 51st st.,887,,,160 e. 48th st.,0
200,hawthorne lane,415/777-9779,,1907,,,340 w. broadway at grand st.,0
316,restaurant  ritz-carlton  atlanta,404/659-0400,,933,,,4500 los feliz blvd.,0
163,,,3799 las vegas blvd. s,1143,rubicon,415/434-4100,,0
3,,,570 4th st.,846,,,129 fremont st.,0
180,,,14016 ventura blvd.,1246,greek,,,0
30,,,13 w. 54th st.,1472,,,6th st.,0
161,petrossian,212/245-2214,,1119,,,3330 piedmont rd.,0
96,,,3201 fillmore st.,2238,,,63rd street steakhouse 44 w. 63rd st.,0
123,,,b peachtree rd.,1456,,,1030 3rd ave. at 61st st.,0
101,veni vidi vici,404/875-8424,,1109,,,3209 maple dr.,0
181,,,100 e. 63rd st.,941,,,3799 las vegas blvd. s.,0
258,dining room  ritz-carlton  buckhead,404/237-2700,,143,,,322 w. 46th st.,0
232,gotham bar & grill,212/620-4020,,593,,,342 e. 46th st.  between 1st and 2nd aves.,0
326,,,1001 n. alameda st.,388,cha cha cha,213/664-7723,,0
27,rose pistola,415/399-0499,,345,one market,415/777-5577,,0
126,,,201 e. 49th st.,1816,caffe vivaldi,212/691-7538,,0
93,,,7 claude la.,1424,,,320 hayes st.,0
8,aureole,212/ 319-1660,,1278,,,211 w. broadway at franklin st.,0
71,cafe lalo,212/496-6031,,1814,,,2 e. 61st st.,0
297,postrio,415/776-7825,,1854,,,260 e. paces ferry road,0
239,,,624 s. la brea ave.,1289,,,45 s. fair oaks ave.,0
97,,,3200 las vegas blvd. s,604,patria,212/777-6211,,0
12,,,2880 las vegas blvd. s,2056,,,1805 haight st.,0
33,delectables,404/681-2909,,360,,,601 hayes st.,0
306,mi cocina,212/627-8273,,1104,,,1521 hyde st.,0
131,,,210 e. 58th st.,674,,,13329 washington blvd.,0
39,,,1737 post st.,1695,triangolo,212/472-4488,,0
49,dawat,212/355-7555,,2246,,,249 e. 50th st.,0
17,island spice,212/765-1737,,522,,,3109 piedmont rd.  just south of peachtree rd.,0
39,,,1737 post st.,632,,,340 stockton st.,0
91,georgia grille,404/352-3517,,1082,restaurant horikawa,213/680-9355,,0
320,,,3393 peachtree rd.  lenox square mall  near neiman marcus,1752,,,8358 sunset blvd.,0
330,,,435 s. la cienega blv.,642,,,157 duane st.  between w. broadway and hudson st.,0
215,heera of india,404/876-4408,,261,,,467 columbus ave.  between 82nd and 83rd sts.,0
331,,,3434 peachtree rd.,1926,,,160 mercer st.  between houston and prince sts.,0
174,mifune japan center  kintetsu building,415/922-0337,,902,,,1433 third st. promenade,0
314,,,12 e. 12th st.,2049,,,519 e. paces ferry rd.,0
108,,,239 w. broadway  between walker and white sts.,223,tommy's,213-389-9060,,0
148,,,224 ponce de leon ave.,520,marichu,212/370-1866,,0
95,park avenue cafe,212/644-1900,,207,l'auberge,212/288-8791,,0
