tableA_id,tableA_title,tableA_authors,tableA_venue,tableA_year,tableB_id,tableB_title,tableB_authors,tableB_venue,tableB_year,label
415,Optimizing Jan Jannink's Implementation of B+-tree Deletion,"H. Olivie, R. Maelbrancke",SIGMOD Record,1995,3795,A global standard at Black &amp; Decker,S Kolodziej,"Computerworld,",,0
1834,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka",VLDB,2001,16597,"Cigarette smoke: stimulatory effect of metabolism of 3, 4--benzpyrene by enzymes in rat lung.","RM Welch, A Loh, AH Conney","Life Sci.[I],",1971.0,0
1631,Versions and Workspaces in Microsoft Repository,"Shankar Pal, Thomas Bergstraesser, Philip A. Bernstein, David Shutt",SIGMOD Conference,1999,23551,Versions and Workspaces in Microsoft Repository,"T Bergstraesser, PA Bernstein, S Pal, D Shutt",,,1
1291,LegoDB: Customizing Relational Storage for XML Documents,"Prasan Roy, Philip Bohannon, Jayant R. Haritsa, J?r?me Sim?on, Maya Ramanath, Juliana Freire",VLDB,2002,44472,Raising Expectations for Critical Reading,J Carter-Wells,"NEW DIRECTIONS FOR HIGHER EDUCATION,",1996.0,0
268,Editor's Notes,Michael J. Franklin,SIGMOD Record,1997,7389,The ER Model Toward a Unified View of Data,PP Chen,"ACM Transactions on Database Systems,",,0
1233,Wrapper Generation for Semi-structured Internet Sources,"Craig A. Knoblock, Naveen Ashish",SIGMOD Record,1997,39745,The Dean as Advocate For Change,JJ McCoy,"New Directions for Higher Education,",1997.0,0
452,Sideway Value Algebra for Object-Relational Databases,"Z. Meral ?zsoyoglu, Gultekin ?zsoyoglu, Abdullah Al-Hamdani, ?zg?r Ulusoy, Selma Ayse ?zel, Ismail Seng?r Alting?vde",VLDB,2002,25280,MAGIC: Manual And Gaze Input Cascaded,"S Zhai, C Morimoto, S Ihde",1999,,0
722,Algebraic Change Propagation for Semijoin and Outerjoin Queries,"Timothy Griffin, Bharat Kumar",SIGMOD Record,1998,24869,Gesetz zum Schutz vor sch?¤dlichen Bodenver?¤nderungen und zur Sanierung von Altlasten (Bundes-,D BUNDESTAG,"Bundesgesetzblatt I, S,",,0
1124,"FastMap: A Fast Algorithm for Indexing, Data-Mining and Visualization of Traditional and Multimedia Datasets","King-Ip Lin, Christos Faloutsos",SIGMOD Conference,1995,12265,Microfabrication by femtosecond laser irradiation,"H Misawa, HB Sun, S Juodkazis, M Watanabe, S","Proc. SPIE,",2000.0,0
336,An approach to confidence based page ranking for user oriented Web search,"Sanasam Ranbir Singh, Debasis Giri, Debajyoti Mukhopadhyay",SIGMOD Record,2003,14871,Yield and gel strength of agar from cystocarpic and tetrasporic plants of Gracilaria verrucosa (,"DH Kim, NP Henriquez","Proc. int. Seaweed Symp,",,0
2496,Hash Joins and Hash Teams in Microsoft SQL Server,"Shaun Cooper, Goetz Graefe, Ross Bunker",VLDB,1998,55075,Bioimpedance Basics,S Grimnes,2000,,0
360,KODA - The Architecture And Interface of a Data Model Independent Kernel,"Gopalan Arun, Ashok Joshi",VLDB,1998,4270,KODA - The Architecture And Interface of a Data Model Independent Kernel,"G Arun, A Joshi","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1998.0,1
431,A Consensus Glossary of Temporal Database Concepts,"Shashi K. Gadia, Christian S. Jensen, Patrick J. Hayes, Ramez Elmasri, Sushil Jajodia, James Clifford",SIGMOD Record,1994,60049,Foreword,JA Cushman,,,0
298,View Management in Multimedia Databases,"V. S. Subrahmanian, Eric Lemar, K. Sel?uk Candan",VLDB J.,2000,50434,A Machine-Oriented Logic Based on the Resolution Principle.,ACMS Anthology,"J. ACM,",1965.0,0
1450,Response to A Close Look at the IFO Data Model,"Serge Abiteboul, Richard Hull",SIGMOD Record,1995,10799,"Psychosocial support of trauma patients in the emergency department by nurses, as indicated by","KW Moore, KS Schwartz","JOURNAL OF EMERGENCY NURSING,",1993.0,0
764,The Double Life of the Transaction Abstraction: Fundamental Principle and Evolving System Concept,Henry F. Korth,VLDB,1995,36059,Radiation Resistance of Carbon???Carbon Composite Materials,"YS Virgil???ev, KP Vlasov, AK Vlasov","At. Energ,",,0
114,"AQuery: Query Language for Ordered Data, Optimization Techniques, and Experiments","Alberto Lerner, Dennis Shasha",VLDB,2003,51080,ServiceGlobe: Distributing E-Services Across the Internet,"M Keidl, S Seltzsam, K Stocker, A Kemper","VLDB,",2002.0,0
1358,Towards Event-Driven Modelling for Database Design,"Maguelonne Teisseire, Pascal Poncelet, Rosine Cicchetti",VLDB,1994,43544,&lt; u&gt; Dataflow Supercomputers&lt;/u&gt;,JB Dennis,IEEE,,0
1065,Relaxed Transaction Processing,"Darrell Woelk, Munindar P. Singh, Christine Tomlinson",SIGMOD Conference,1994,37866,Relaxed Transaction Processing,"MP Singh, C Tomlinson, D Woelk",,,1
1929,Context-Based Prefetch for Implementing Objects on Relations,"Philip A. Bernstein, David Shutt, Shankar Pal",VLDB,1999,3955,Context-Based Prefetch for Implementing Objects on Relations,"PA Bernstein, S Pal, D Shutt","VLDB,",1999.0,1
1212,Low-Cost Compensation-Based Query Processing,"?ystein Torbj?rnsen, ?ystein Gr?vlen, Svein-Olaf Hvasshovd",VLDB,1998,54462,Optimization of nested SQL queries revisited,"RA Ganski, HKT Wong","Proceedings of the 1987 ACM SIGMOD international conference  &hellip;,",1987.0,0
1290,Logical Design for Temporal Databases with Multiple Granularities,"Alexander Brodsky, Sushil Jajodia, Claudio Bettini, Xiaoyang Sean Wang",ACM Trans. Database Syst.,1997,31490,Generating Association Rules for Prefetching,S Drapeau,"ICDCS Workshop of Knowledge Discovery and Data Mining in the &hellip;,",2000.0,0
758,Iterative dynamic programming: a new class of query optimization algorithms,"Donald Kossmann, Konrad Stocker",ACM Trans. Database Syst.,2000,10921,The biogenesis of mitochondria in HeLa cells: a molecular and cellular study,"G Attardi, P Constantino, J England, D Lynch, W","See Ref,",,0
1794,IDEA: Interactive Data Exploration and Analysis,"Lynn O. Wilson, Peter G. Selfridge, Divesh Srivastava",SIGMOD Conference,1996,32395,"The evolution of prehistoric political organizations in the Moche Valley, Peru, unpublished doctoral",BR Billman,"Santa Barbara: University of California,",,0
742,ACM TODS in this Internet Age,Richard T. Snodgrass,SIGMOD Record,2003,22359,Molecular assembly of RNA polymerase II from the fission yeast Schizosaccharomyces pombe: subunit-,"T Miyao, K Yasui, H Sakurai, M Yamagishi, A","Genes to Cells,",1996.0,0
81,Efficient and Tunable Similar Set Retrieval,"Dimitrios Gunopulos, Aristides Gionis, Nick Koudas",SIGMOD Conference,2001,61242,Efficient and tumble similar set retrieval,"A Gionis, D Gunopulos, N Koudas","Proceedings of the 2001 ACM SIGMOD international conference  &hellip;,",2001.0,1
1453,Scalable Sweeping-Based Spatial Join,"Lars Arge, Jeffrey Scott Vitter, Torsten Suel, Sridhar Ramaswamy, Octavian Procopiuc",VLDB,1998,46385,Topic-based browsing within a digital library using keyphrases,"S Jones, G Paynter",,,0
1223,Data streams: fresh current or stagnant backwater? (panel),"Joseph M. Hellerstein, Jennifer Widom",SIGMOD Conference,2002,35435,Design Principles for Data-Intensive Web Sites.,ACMS Anthology,"SIGMOD Record,",1999.0,0
2467,Tracing the lineage of view data in a warehousing environment,"Janet L. Wiener, Yingwei Cui, Jennifer Widom",ACM Trans. Database Syst.,2000,33211,Polynomial Time Designs toward Both BCNF and Efficient Data Manipulation,K Wang,,,0
1802,SPIRE: A Progressive Content-Based Spatial Image Retrieval Engine,"Chung-Sheng Li, Vittorio Castelli, Lawrence D. Bergman, John R. Smith",SIGMOD Conference,2000,54424,Major Streams of Research Probing Older Adult Learning,JC Fisher,"New Directions for Adult and Continuing Education,",1998.0,0
293,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,"Michael J. Carey, Subbu N. Subramanian, Eugene J. Shekita, Jerry Kiernan, Jayavel Shanmugasundaram",VLDB,2000,4743,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,"MJ Carey, J Kiernan, J Shanmugasundaram, EJ","VLDB,",2000.0,1
1846,A Practical and Modular Implementation of Extended Transaction Models,"Roger S. Barga, Calton Pu",VLDB,1995,21108,The relationship between upper-level divergent outflow magnitude as measured by Doppler radar and,"A WITT, SP NELSON","Conference on Radar Meteorology, 22 nd, Zurich, Switzerland, &hellip;,",1984.0,0
1327,1-Safe Algorithms for Symmetric Site Configurations,"Maitrayi Sabaratnam, ?ystein Torbj?rnsen, Rune Humborstad, Svein-Olaf Hvasshovd",VLDB,1997,60119,Mobilizing in Black Boxes: Social Networks and Participaiton in Social Movement Organizations,JA Kitts,"MOBILIZATION-SAN DIEGO-,",2000.0,0
1157,An Anonymous Electronic Commerce Scheme with an Off-Line Authority and Untrusted Agents,"Josep Domingo-Ferrer, Jordi Herrera-Joancomart?",SIGMOD Record,1998,24496,O Correio Eletr??nico Vai Al?©m da Rede Local,N BURNS,"PC Magazine Brasil, Julho,",,0
1330,Broadcast Protocols to Support Efficient Retrieval from Databases by Mobile Users,"Anindya Datta, Vijay Kumar, Aslihan Celik, Debra E. VanderMeer",ACM Trans. Database Syst.,1999,54020,The development of an efficient optimal control package,"RWH Sargent, GR Sullivan",,,0
601,Query Processing in Spatial Network Databases,"Nikos Mamoulis, Jun Zhang, Dimitris Papadias, Yufei Tao",VLDB,2003,22506,Prevention versus treatment for malaria in pregnant women,"P Garner, AM Gulmezoglu","Cochrane Database Syst Rev,",2000.0,0
1938,Incremental Maintenance for Materialized Views over Semistructured Data,"Vasilis Vassalos, Janet L. Wiener, Michael Rys, Serge Abiteboul, Jason McHugh",VLDB,1998,31713,Structural hybrid of multilayer neural networks and Gaussian potential function networks,"S Park, LJ Park, CH Park",Procs. of,,0
1812,Cover Your Assets,Michael A. Olson,SIGMOD Conference,1995,9783,Toolbook Companion,JR Pierce,1990,,0
1183,Developing an Indexing Scheme for XML Document Collection using the Oracle8i Extensibility Framework,"Ying Hu, Timothy Chorma, Nipun Agarwal, Seema Sundara, Jagannathan Srinivasan",VLDB,2001,29127,Developing an Indexing Scheme for XML Document Collections using the Oracle8i Extensibility,"S Sundara, Y Hu, T Chorma","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2001.0,1
2335,Template-Based Wrappers in the TSIMMIS System,"Joachim Hammer, Hector Garcia-Molina, Svetlozar Nestorov, Ramana Yerneni, Markus M. Breunig, Vasilis Vassalos",SIGMOD Conference,1997,16128,Independent and cumulative yields of neutron-rich nuclei in symmetric fission induced by p and d on,"M LEINO, PP JAUHO, J AYSTO, P DECROCK, P DENDOOVEN","Oulu Univ, Proceedings of the 25 th Annual Conference of the &hellip;,",1991.0,0
2391,"Turmoil at NASA, and Numerous Funding Announcements",Xiaolei Qian,SIGMOD Record,1995,17279,Software for Semidefinite Programming???User???s Guide,"L VANDERBERGHE, S BOYD","Technical report, Stanford University, Princeton, NJ, 1994. Vi??",,0
618,Continuous Nearest Neighbor Search,"Dimitris Papadias, Yufei Tao, Qiongmao Shen",VLDB,2002,11767,Continuous Nearest Search,"T Tao, D Papadias, Q Shen",2002,,1
1116,The Piazza peer data management project,"Gerome Miklau, Jayant Madhavan, Igor Tatarinov, Zachary G. Ives, Xin Dong, Yana Kadiyska, Alon Y. Halevy, Nilesh N. Dalvi, Dan Suciu, Peter Mork",SIGMOD Record,2003,528,Covariance selection and estimation via penalized normal likelihood,"JZ Huang, N Liu, M Pourahmadi","Unpublished manuscript,",2005.0,0
1495,On the computation of relational view complements,"Gottfried Vossen, Jens Lechtenb?rger",ACM Trans. Database Syst.,2003,7213,On the Computation of Relational View Complements,"J Lechtenborger, G Vossen","ACM TRANSACTIONS ON DATABASE SYSTEMS,",2003.0,1
2346,A Pattern-Based Object Calculus,"Stanley Y. W. Su, Nabil Kamel, Ping Wu",VLDB J.,1994,55835,Dynamic aspects of trophic gradients in a mire complex,G Van Wirdum,"Proceedings and Information,",,0
566,Database Issues in Telecommunications Network Management,Ilsoo Ahn,SIGMOD Conference,1994,13209,Excel 97,E Solver,"Microsoft Corporation,",,0
347,A Database Index to Large Biological Sequences,"Robert W. Irving, Ela Hunt, Malcolm P. Atkinson",VLDB,2001,51201,Cibles atteignables avec une probabilite positive d???apres m. benaim,M Duflo,"Unpublished manuscript,",,0
389,InfoSleuth: Semantic Integration of Information in Open and Dynamic Environments (Experience Paper),"Gale Martin, Ray Shea, Tomasz Ksiezyk, Roberto J. Bayardo Jr., Marian H. Nodine, William Bohrer, Vipul Kashyap, C. Unnikrishnan, Richard S. Brice, Mosfeq Rashid, Amy Unruh, Abdelsalam Helal, Andrzej Cichocki, Marek Rusinkiewicz, Darrell Woelk, Jerry Fowler",SIGMOD Conference,1997,5359,"Sch ummer, J., Kirchner, L., and Haake, J. Designing object-oriented synchronours groupware with",C Schuckmann,Proceedings of ACM,,0
218,A Multimedia Presentation Algebra,"Maria Luisa Sapino, Sibel Adali, V. S. Subrahmanian",SIGMOD Conference,1999,294,A Multimedia Presentation Algebra,"S Adal?±, ML Sapino, VS Subrahmanian","SIGMOD,",1999.0,1
290,Paradise: A Database System for GIS Applications,Paradise Team,SIGMOD Conference,1995,27778,On the Feasibility of Peer-to-Peer Web Indexing and Search,"J Li, BT Loo, JM Hellerstein, MF Kaashoek, DR","LECTURE NOTES IN COMPUTER SCIENCE,",2003.0,0
806,A General Solution of the n-dimensional B-tree Problem,Michael Freeston,SIGMOD Conference,1995,7083,A General Solution of the n-dimensional B-tree Problem,M Freeston,"SIGMOD Conference,",1995.0,1
802,A Sequential Pattern Query Language for Supporting Instant Data Mining for e-Services,"Reza Sadri, Amir M. Zarkesh, Jafar Adibi, Carlo Zaniolo",VLDB,2001,17427,Comparative studies of lithosphere flexure on Earth and Venus,R Mettier,2002,,0
2391,"Turmoil at NASA, and Numerous Funding Announcements",Xiaolei Qian,SIGMOD Record,1995,5817,Accurateestimation of the numberof tuplessatisfying a condition. InProc,GPSC Connell,"ACM SIGMOD Conference,",,0
1391,A Framework for Expressing and Combining Preferences,"Edward L. Wimmers, Rakesh Agrawal",SIGMOD Conference,2000,41486,A Framework for Expressing and Combining Preferences,"R Agrawal, EL Wimmers","SIGMOD Conference,",2000.0,1
486,Beyond Document Similarity: Understanding Value-Based Search and Browsing Technologies,"Gerard Rodr?guez-Mul?, Andreas Paepcke, Junghoo Cho, Hector Garcia-Molina",SIGMOD Record,2000,55908,On genericity and parametricity (extended abstract),"C Beeri, T Milo, P Ta-Shma","Proceedings of the fifteenth ACM SIGACT-SIGMOD-SIGART  &hellip;,",1996.0,0
1566,The MLPQ/GIS Constraint Database System,"Yuguo Liu, Yiming Li, Pradip Kanjamala, Rui Chen, Yonghui Wang, Peter Z. Revesz",SIGMOD Conference,2000,9125,Footstrike patterns during running over obstacles of different heights,"SD Scholten, N Stergiou, J Houser, D Blanke","Proceedings of the 23rd meeting of the American Society of  &hellip;,",,0
2371,"Enterprise Objects Framework, A Second Generation Object-Relational Enabler",Charly Kleissner,SIGMOD Conference,1995,43438,Relation of reward contingency and interpersonal context to intrinsic motivation: A review and test,"RM Ryan, V Mims, R Koestner","Journal of Personality and Social Psychology,",,0
1320,Extending Practical Pre-Aggregation in On-Line Analytical Processing,"Torben Bach Pedersen, Curtis E. Dyreson, Christian S. Jensen",VLDB,1999,13155,Multimodal interaction in speech systems,"AI Rudnicky, AG Hauptmann","Acm Press Frontier Series,",1992.0,0
25,PC Database Systems - Present and Future,Philip A. Bernstein,VLDB,1994,25681,PC Database Systems-Present and Future,PA Bernstein,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1994.0,1
1357,FlowBack: Providing Backward Recovery for Workflow Systems,"Maria E. Orlowska, Ralf M?hlberger, Bartek Kiepuszewski",SIGMOD Conference,1998,8519,Flow-Back: Providing Backward Recovery for Workflow Management Systems; Procs. 1998ACM SIGMOD Int,"B Kiepuszewski, R Muhlberger, M Orlowska","Conf. On Management of Data,",,1
1718,"SQL: 1999, formerly known as SQL 3","Jim Melton, Andrew Eisenberg",SIGMOD Record,1999,52477,Rapid growth in NICs in Asia: new growth theory and its lessons,J Sengupta,1990,,0
1155,On Schema Matching with Opaque Column Names and Data Values,"Jaewoo Kang, Jeffrey F. Naughton",SIGMOD Conference,2003,32441,On Schema Matching with Opaque Column Names and Data Values,"J Kang, JF Naughton","SIGMOD Conference,",2003.0,1
2255,Querying Multiple Features of Groups in Relational Databases,"Damianos Chatziantoniou, Kenneth A. Ross",VLDB,1996,463,Querying Multiple Features of Groups in Relational Databases,"D Chatziantoniou, KA Ross","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1996.0,1
350,Implementing database operations using SIMD instructions,"Kenneth A. Ross, Jingren Zhou",SIGMOD Conference,2002,54318,Safety Communications Management in Construction Contracting,"C Preece, S Stocking",1999,,0
308,The Case for Enhanced Abstract Data Types,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",VLDB,1997,40005,Female Adolescent Friendship and Delinquent Behavior,"AP Pleydon, JG Schner","ADOLESCENCE-SAN DIEGO-,",2001.0,0
