tableA_id,tableA_https://www.scads.de/movieBenchmark/ontology/title,tableA_https://www.scads.de/movieBenchmark/ontology/name,tableA_http://dbpedia.org/ontology/episodeNumber,tableA_http://dbpedia.org/ontology/seasonNumber,tableA_http://dbpedia.org/ontology/deathYear,tableA_http://dbpedia.org/ontology/birthYear,tableA_https://www.scads.de/movieBenchmark/ontology/endYear,tableA_https://www.scads.de/movieBenchmark/ontology/startYear,tableA_https://www.scads.de/movieBenchmark/ontology/genre_list,tableA_https://www.scads.de/movieBenchmark/ontology/primaryProfessions,tableA_https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,tableB_id,tableB_https://www.scads.de/movieBenchmark/ontology/title,tableB_https://www.scads.de/movieBenchmark/ontology/name,tableB_http://dbpedia.org/ontology/abstract,tableB_http://dbpedia.org/ontology/episodeNumber,tableB_http://dbpedia.org/ontology/seasonNumber,tableB_http://dbpedia.org/ontology/numberOfSeasons,tableB_http://dbpedia.org/ontology/numberOfEpisodes,tableB_http://dbpedia.org/ontology/birthDate,tableB_http://dbpedia.org/ontology/releaseDate,tableB_https://www.scads.de/movieBenchmark/ontology/last_air_date,tableB_https://www.scads.de/movieBenchmark/ontology/release_year,tableB_http://dbpedia.org/ontology/runtime,tableB_https://www.scads.de/movieBenchmark/ontology/genre_list,tableB_https://www.scads.de/movieBenchmark/ontology/origin_country,label
1000,,Chi-Hwa Chen,,,,,,,,"director,actor,miscellaneous",,3426,For the last golden time (1),,,15.0,1.0,,,,2017-03-11,,2017-01-01,,,,0
2187,,Leslie Greif,,,,1954-01-01,,,,"producer,writer,director",,4950,,John Frantz,,,,,,,,,,,,,0
4665,The Long Night,,1.0,8.0,,,,1960-01-01,Drama,,30.0,3903,It's for You,,"'For Christmas, Gary recieves a phone line for his bedroom with the proviso that he doesn't ''''abuse the privilege.''''  Naturally, Gary immediately begins making prank calls, but he soon finds the tables turned when one of the people he called begins stalking him via telephone.  Gary pays the caller a visit and discovers Mrs. Emma Needham, an old lady who soon proves that she's not as nice she initially appeared...",11.0,3.0,,,,1999-11-18,,1999-01-01,,,,0
2282,Escape to the House of Mummies Part II,,4.0,2.0,,,,2006-01-01,"Action,Adventure,Animation",,22.0,2568,Hand Walk III ~ Seesaw 60,,,24.0,1.0,,,,,,,,,,0
728,The Haunted House,,14.0,2.0,,,,1962-01-01,"Adventure,Drama,Family",,30.0,4010,The Haunted House,,,14.0,2.0,,,,1962-01-01,,1962-01-01,,,,1
1379,,Henry S. Kesler,,,1997-01-01,1907-01-01,,,,"director,producer,assistant_director",,3626,The Captain's Gun,,,24.0,1.0,,,,1958-05-11,,1958-01-01,,,,0
285,,Sajeev Pazhoor,,,,1974-01-01,,,,"writer,actor",,523,Abandoned Mine Plugger,,Mike travels to Ohio to check on the Common Tern population and then he finds himself in Northern California plugging an abandoned mineshaft.,2.0,5.0,,,,2009-01-13,,2009-01-01,,,,0
3453,,Mel Brooks,,,,1926-01-01,,,,"actor,writer,soundtrack",,2278,Chapter 1,,"When the newly elected President reneges on a promise, Francis and Claire decide to sever all allegiances and toss the rules out the window.",1.0,1.0,,,,2013-02-01,,2013-01-01,,,,0
2581,,Wowie De Guzman,,,,,,,,"actor,soundtrack",,546,,Wowie De Guzman,,,,,,,,,,,,,1
753,The Beauty Contest,,26.0,1.0,,,,1961-01-01,"Adventure,Drama,Family",,30.0,2189,The Beauty Contest,,,26.0,1.0,,,,1961-03-12,,1961-01-01,,,,1
480,Scott & Bailey,,,,,,2016-01-01,2011-01-01,"Crime,Drama,Mystery",,45.0,4192,Scott & Bailey,,D.C. Rachel Bailey and D.C. Janet Scott have a robust and engaging friendship which enables them to draw upon each other’s strengths and investigate murders for the Manchester Metropolitan Police.,,,5.0,33.0,,2011-05-29,2016-04-27,2011-01-01,45,Crime,GB,1
4125,The King of the Hill,,16.0,1.0,,,,1963-01-01,"Drama,Sport,Western",,,5694,King of the Hill,,,16.0,1.0,,,,1963-01-21,,1963-01-01,,,,1
4726,,Gertrude Bailey,,,,,,,,,,1762,Dino Saurus Games,,"Jeanie tells Monty that all dinosaurs were slow, leading Monty and Jimmy Jones to imagine traveling back millions of years to see if they can find a fast dinosaur.",3.0,1.0,,,,2016-06-22,,2016-01-01,,,,0
4781,,Phyllis Thaxter,,,2012-01-01,1919-01-01,,,,"actress,soundtrack",,5267,,Mitchell Leisen,,,,,,,,,,,,,0
4081,,J.A. Novotn?,,,2005-01-01,1918-01-01,,,,"writer,script_department",,5966,Cricket Farmer,,,25.0,5.0,,,,2010-01-12,,2010-01-01,,,,0
4341,,Douglas Evans,,,1968-01-01,1904-01-01,,,,actor,,5736,Will Ferrell,,"Zach sits down with Will Ferrell, the star of Everything Must Go, Anchorman and Old School, to talk about lunch, dance teams and to show a never before seen clip from his movie.",13.0,1.0,,,,2011-05-23,,2011-01-01,,,,0
3095,,Joan O'Brien,,,,1936-01-01,,,,"actress,soundtrack",,3996,,Juan Carlos Coto,,,,,,,,,,,,,0
4849,,Mary Bretherton,,,,,,,,,,644,,David Fincher,,,,,,,,,,,,,0
2031,,Aidan McArdle,,,,1970-01-01,,,,actor,,4888,The Gateway Arch: A Reflection of America,,"The Gateway Arch: A Reflection of America chronicles for the first time the complete story of this great American symbol… from Thomas Jefferson, Lewis & Clark, and St. Louis’ role in westward expansion; to the eventual construction of the largest stainless steel structure in history.",,,,,,2006-08-19,,2006-01-01,58,Documentary,,0
3070,,Slammy,,,,,,,,"editor,miscellaneous,editorial_department",,3932,Nature,,"When brothers Rick and Teddy attend a family picnic, they start tormenting ants in an antpile. That is, until, a anti-magnifying ray shrinks them the size of an ant. The brothers and the ants quickly find themselves befriending one another to deal with obstacles -- but the largest obstacle is Rick and Teddy's baby sister, who now appears to be a giant.",2.0,1.0,,,,1993-09-25,,1993-01-01,,,,0
2132,Car Periscope,,8.0,8.0,,,,2011-01-01,Comedy,,30.0,1219,,Ren? Longuet,,,,,,,,,,,,,0
3913,,Freeman Hammond,,,,,,,,actor,,5856,Circulatory & Respiratory Systems,,"Hank takes us on a trip around the body - we follow the circulatory and respiratory systems as they deliver oxygen and remove carbon dioxide from cells, and help make it possible for our bodies to function.",27.0,1.0,,,,2012-07-30,,2012-01-01,,,,0
207,No Help Wanted,,10.0,2.0,,,,1954-01-01,Drama,,30.0,4425,,Leo Martinez,,,,,,,,,,,,,0
469,Parent's Night,,,,,,,2000-01-01,"Horror,Thriller",,48.0,1280,Shockers:  Parent's Night,,"Horror/Thriller about a bullied schoolboy who is pushed over the top by his oppressors, and his mother's more-than-rash reaction to her son's death.",,,,,,2000-01-01,,2000-01-01,48,Thriller,,1
4854,,Mario Pardo,,,,1944-01-01,,,,"actor,special_effects,art_director",,3846,,Mario Pardo,,,,,,,,,,,,,1
1732,The Things I Cannot Change,,,,,,,1967-01-01,Documentary,,55.0,4515,The Things I Cannot Change,,"'''This feature documentary is considered to be the forerunner of the NFB's Challenge for Change Program. The film offers in inside look at 3 weeks in the life of the Bailey family. Trouble with the police, begging for stale bread, and the birth of another child are just some of the issues they face. Through it all, the father tries to explain his family's predicament. Although filmed in Montreal, the film offers an anatomy of poverty as it occurs throughout North America.'' - NFB",,,,,,1967-01-01,,1967-01-01,55,Documentary,,1
895,Episode #2.9,,9.0,2.0,,,,1999-01-01,Drama,,21.0,3041,,Damian Young,,,,,,,,,,,,,0
1225,,Mary Roberts Rinehart,,,1958-01-01,1876-01-01,,,,writer,,2320,,Mary Roberts Rinehart,,,,,,,,,,,,,1
2242,,Lew Gallo,,,2000-01-01,1928-01-01,,,,"producer,actor,writer",,278,Louise,,,24.0,4.0,,,,1957-03-10,,1957-01-01,,,,0
3190,,Heinz Weiss,,,2010-01-01,1921-01-01,,,,"actor,soundtrack",,472,,Ann Doran,,,,,,,,,,,,,0
4246,,Alan Napier,,,1988-01-01,1903-01-01,,,,"actor,soundtrack,miscellaneous",,2040,,Rupert Everett,,,,,,,,,,,,,0
5023,,Anil Desai,,,,,,,,"actor,producer",,3235,,Fida Cinematografica,,,,,,,,,,,,,0
619,Boys Over Flowers,,,,,,2009-01-01,2009-01-01,"Comedy,Drama,Romance",,70.0,4091,Feeling Seen,,"Mary Jane uncovers information about Justin's past that spin their love into a new phase. Meanwhile, Kara and Justin are forced to take down a dark horse who has entered the race for the executive producer slot.",19.0,4.0,,,,2017-09-12,,2017-01-01,,,,0
500,The Pit of Silence,,1.0,1.0,,,,1959-01-01,Adventure,,48.0,3752,To Have and to Kill,,"After young lovers Deborah and Steven Brown are married, his erratic and malicious side emerges to torment his wife and their kids for the next 16 years. But trying to escape Steven's wrath proves treacherous for Deborah, and those willing to help.",6.0,3.0,,,,2016-02-13,,2016-01-01,,,,0
1955,,James Hays,,,,,,,,actor,,2060,,Peter Jessop,,,,,,,,,,,,,0
3715,,Alf Kjellin,,,1988-01-01,1920-01-01,,,,"director,actor,writer",,365,,Atlantis Films,,,,,,,,,,,,,0
2367,,Leo Curbelo,,,,1968-01-01,,,,"editor,producer,director",,495,810 Franklin Street,,,22.0,6.0,,,,1959-03-01,,1959-01-01,,,,0
4212,Operation Snowball,,13.0,6.0,,,,1958-01-01,Drama,,30.0,2946,Snowtown: Bodies in the Barrels,,"In 1999, eight bodies are found in six barrels filled with acid in a former bank vault in rural Snowtown, 50 kilometres north of Adelaide. Their investigation was to lead police to discover another four victims, in and around Adelaide. Four men were charged with murder and other offences. Eventually it was proven that 11 were murdered and another woman severely dismembered. The horrific murders that occurred over a 7-year period involve torture, dismemberment, even cannibalism.",9.0,1.0,,,,2007-10-23,,2007-01-01,,,,0
3408,,Maxine Stuart,,,2013-01-01,1918-01-01,,,,actress,,2235,,Zeta Graff,,,,,,,,,,,,,0
278,Treffpunkt Wien,,4.0,2.0,,,,1964-01-01,Drama,,58.0,5092,,Kevin Spacey,,,,,,,,,,,,,0
2315,,Richard Pearce,,,,1943-01-01,,,,"director,cinematographer,producer",,2886,,Richard Pearce,,,,,,,,,,,,,1
2689,Operation Peter Pan: Flying Back to Cuba,,,,,,,2011-01-01,Documentary,,57.0,5517,Operation Peter Pan: Flying Back to Cuba,,"'Between 1960 and 1962 more than 14,000 cuban children were sent alone by their parents to the USA. This clandestine operation -with the participation of the CIA and the Catholic Church- became known as ''Operation Peter Pan''. Many of the parents had expected to follow their children, who had been granted visa waivers by the US government, but the Missile Crisis terminated the flights between the two countries and the children found themselves stranded in the USA. In 2009, for the first time a group of the Peter Pan children, now adults visited Cuba to give ''closure and make peace with the land where they were born''.",,,,,,2011-06-24,,2011-01-01,57,Documentary,,1
2807,Double Edge,,19.0,8.0,,,,1961-01-01,Drama,,30.0,5444,,Reggie Choyce,,,,,,,,,,,,,0
4165,Door 1 of the 5 Doors to Hell,,,,,,,2017-01-01,,,80.0,2931,A Girl Named Amy,,"Amy Jensen is in charge of the Caldwell College Student Rodeo.  She volunteered for the job because she's got a very serious crush on family friend Stoney. Amy has visions of wedding bells, but Stoney may have other ideas.",29.0,1.0,,,,1963-04-29,,1963-01-01,,,,0
4637,The Perils of Penrose,,14.0,2.0,,,,1961-01-01,Adventure,,60.0,2126,The Perils of Penrose,,,14.0,2.0,,,,1961-01-16,,1961-01-01,,,,1
1859,Assassinanny 911,,3.0,2.0,,,,2006-01-01,"Action,Adventure,Animation",,22.0,4326,Assassinanny 911,,"When Brock is reactivated by the Office of Secret Intelligence to track down a rogue agent, he subcontracts his ex-girlfriend, the malevolently mercenary Molotov Cocktease, to protect the Venture Compound from enemies within and without.  Love is in the air!  Or is it...murder?",3.0,2.0,,,,2006-07-09,,2006-01-01,,,,1
4268,Sludge Cleaner,,6.0,1.0,,,,2005-01-01,Reality-TV,,43.0,3295,,Leonard Ho,,,,,,,,,,,,,0
2145,,Ira Avery,,,1992-01-01,1920-01-01,,,,writer,,2684,Strictly Personal,,,28.0,6.0,,,,1959-04-19,,1959-01-01,,,,0
4996,,Melissa Leo,,,,1960-01-01,,,,"actress,producer,executive",,1133,,Melissa Leo,,,,,,,,,,,,,1
1456,,Viktor Rozov,,,2004-01-01,1913-01-01,,,,writer,,635,,Tony Mooney,,,,,,,,,,,,,0
4907,,Carl Franklin,,,,1949-01-01,,,,"actor,director,writer",,2248,Mrs. Minton,,,17.0,7.0,,,,1960-01-24,,1960-01-01,,,,0
4057,,Bruno Kirby,,,2006-01-01,1949-01-01,,,,"actor,soundtrack,director",,5063,The Acupuncturist,,"An acupuncturist agrees to waive his $5,000 fee if he can't cure Larry's back. Coincidentally, a down-on-his-luck writer asks Larry for a $5,000 loan, claiming he'll soon pay the loan off since his wealthy father is close to death. Later, at a not-so-surprise birthday party for the writer's wife, Larry manages to convince the father to cut his son out of his will, but the old man dies before the change is made. That doesn't mean Larry will get his $5,000 back, although he is forced to pay off his acupuncturist, even though his back isn't cured.",6.0,2.0,,,,2001-10-28,,2001-01-01,,,,0
1984,The Acupuncturist,,6.0,2.0,,,,2001-01-01,Comedy,,30.0,1474,,Petar Popyordanov,,,,,,,,,,,,,0
3235,,Linda McGibney,,,,,,,,"producer,writer,miscellaneous",,4430,Chapter 7,,"Frank helps Peter get ready for his governor race, but Peter is starting to have second thoughts. Doug tries to help a young hooker in trouble.",7.0,1.0,,,,2013-02-01,,2013-01-01,,,,0
317,,Jeff Morrow,,,1993-01-01,1907-01-01,,,,"actor,soundtrack",,3059,,Vanessa Redgrave,,,,,,,,,,,,,0
4188,,Lev Shabarin,,,1997-01-01,1928-01-01,,,,actor,,1404,Rene Descartes,,"'Join the award winning comedian Mark Steel as he charts Descartescourse through scientific history; his stint as a card shark in theDutch army, his invention of the little 2, the symbol used tosignify a squared number, his invention of the x and y used inalgebra. Not to mention his numerous biological experiments thatgave us first clear idea that the senses were linked to the centralnervous system and his seminal work, ‘The Meditations’ in which heconstructed a theory of the universe which instead of beginningwith blind faith, insisted on the prominence of doubt as a startingpoint.Not bad for a bloke with a rubbish catchphrase.",3.0,3.0,,,,2006-03-09,,2006-01-01,,,,0
2564,,Rolf Beuckert,,,,1934-01-01,,,,actor,,2959,,Rolf Beuckert,,,,,,,,,,,,,1
3394,,Victor Stoloff,,,2009-01-01,1913-01-01,,,,"director,writer,miscellaneous",,3012,,Anandan Sivamani,,,,,,,,,,,,,0
427,,Azadeh Moussavi,,,,,,,,"director,writer,producer",,570,,Jayme Monjardim,,,,,,,,,,,,,0
3327,The Gateway Arch: A Reflection of America,,,,,,,2006-01-01,Documentary,,60.0,4764,Blood Ties (1),,"Their rotation in robbery is up, Frank and Tim return to the homicide unit. They find that citations are being handed out to the unit and a delighted Gee, whose clearance rate is the highest it has been in five years. Kellerman and Lewis are also scheduled to return. Howard is still on assignment with the fugitive squad. Additions to the unit through rotated assignment include Det. Ballard who actually comes from a Seattle homicide unit, Det. Falsone and Det. Gharty. Falsone and Gharty worked with the unit on the Felton case last spring; however, nothing is mentioned about the status of that case. (Sharp-eyed viewers note that Felton's name is still in red under Pembleton's name on the board.) Meanwhile, Gee attends a black tie function honoring Felix Wilson, a respected member of the community. Because he grew up with them, Gee sits at a table with Felix, his wife and their family. Everyone attending the function at the hotel is kept late because the body of a woman is found dead in t",1.0,6.0,,,,1997-10-17,,1997-01-01,,,,0
4708,,Carey Wilber,,,1998-01-01,1916-01-01,,,,writer,,2615,,Carey Wilber,,,,,,,,,,,,,1
3202,,John Alexander,,,,,,,,writer,,966,????? ? ?????????? ????? ????????,,,,,,,,1967-02-01,,1967-01-01,,Drama,,0
123,,Fritz Feld,,,1993-01-01,1900-01-01,,,,"actor,miscellaneous,soundtrack",,2837,,Ollie Green,,,,,,,,,,,,,0
2128,,Jeff Sielaff,,,,,,,,"editor,producer,actor",,4591,,Vincent Villari,,,,,,,,,,,,,0
1516,The Sissy,,23.0,1.0,,,,1961-01-01,"Adventure,Drama,Family",,30.0,4673,The Sissy,,,23.0,1.0,,,,1961-02-19,,1961-01-01,,,,1
4586,,Robert Fortier,,,2005-01-01,1926-01-01,,,,"actor,soundtrack",,1255,,Jessica Villerius,,,,,,,,,,,,,0
5063,,Barry Sullivan,,,1994-01-01,1912-01-01,,,,"actor,director,soundtrack",,1120,,Rik Elstgeest,,,,,,,,,,,,,0
3574,The Lady from South Chicago,,4.0,1.0,,,,1959-01-01,Adventure,,60.0,3935,,Brown Eyed Boy,,,,,,,,,,,,,0
1904,,Jo Brand,,,,1957-01-01,,,,"writer,actress,producer",,3180,Chapter 11,,Zoe extends her time away from The Hill while Francis tracks down Russo and engages in damage control.,11.0,1.0,,,,2013-02-01,,2013-01-01,,,,0
2673,Spear Gun,,3.0,1.0,,,,1957-01-01,Adventure,,30.0,40,The Spear Gun,,,3.0,1.0,,,,1957-10-10,,1957-01-01,,,,1
3270,A Funeral for Max Berlin,,13.0,1.0,,,,1974-01-01,"Crime,Drama",,60.0,569,,David Coujard,,,,,,,,,,,,,0
4091,,John Falvo,,,1990-01-01,1928-01-01,,,,"writer,actor",,1592,The Enchanted Schoolteacher,,,31.0,1.0,,,,1954-04-25,,1954-01-01,,,,0
2264,,Josef Shaftel,,,1996-01-01,1919-01-01,,,,"producer,writer,music_department",,1876,The Venture Bros. & The Curse of the Haunted Problem,,"The Venture headquarters is either possessed, just regular haunted, or suffering from a computer glitch; Dr. Orpheus and the Order of the Triad are called upon to unlock the mystery.",1.0,7.0,,,,2018-08-05,,2018-01-01,,,,0
2378,,Michael York,,,,1942-01-01,,,,"actor,soundtrack,producer",,1890,,Lyudmila Krylova,,,,,,,,,,,,,0
3519,,Barbara Logan,,,,,,,,actress,,242,Ludwig van Beethoven,,"'Mark Steel turns up the volume on Beethoven with his tribute to a manwho was the nearest eighteenth-century Vienna got to not only JimiHendrix, but also Captain Sensible. Unflinchingly exposing Ludwig’sanger management issues and his dependence on Ceefax’s 888 subtitleservice, Mark Steel sets Beethoven in his revolutionary context andreveals the quirks of his character the history books gloss over.Taking in the revolutionary nature of the Freemasons, Haydn’scontractual similarity to Prince, Beethoven’s unusual fondness forsemi-hemidemisemiquavers and his love-hate relationship withNapoleon, The Mark Steel Lectures once again combines uniquereconstructions with inventive graphics to bring Beethoven right upto the minute.",1.0,2.0,,,,2004-11-05,,2004-01-01,,,,0
407,,Mike Post,,,,1944-01-01,,,,"composer,music_department,soundtrack",,1681,,Annika Andersson,,,,,,,,,,,,,0
4521,,James Thomton,,,,,,,,writer,,5419,Spanakopita,,A figure from Dr. Venture's past haunts him during his annual vacation to Spanikos.,4.0,5.0,,,,2013-06-23,,2013-01-01,,,,0
3266,,Frank Thomas,,,2004-01-01,1912-01-01,,,,"animation_department,actor,writer",,659,,Upstairs Inferno,,,,,,,,,,,,,0
1386,,Fahadh Faasil,,,,1982-01-01,,,,"actor,producer",,6017,S-E– SEOUL B-R–BROTHERS,,"JJ struggles with spending his new social security benefits strictly on boring stuff. Kenneth uncovers a secret that upsets the status quo in Maya and Jimmy’s relationship. Meanwhile, Ray’s run-in with an old love threatens his chances at a Quiz Bowl championship.",18.0,3.0,,,,2019-03-15,,2019-01-01,,,,0
4192,,Georg Hartmann,,,,1926-01-01,,,,actor,,31,Episode 17,,"As the merger of Shinhwa group and JK group begins, Junpyo and Jaekyung go out on their first date. However, Junpyo reminds of Jandi every place Jaekyung wants to go. Jaekyung senses it and asks Junpyo to kiss her as the lover. Jihoo and Jandi see this while they are talking on the stairway… Yijung witnesses his father with a woman at his workroom and has a big argument. Suffering deeply, Yijung thinks of Eunjae, his first love. Gaeul signs up for the pottery class and meets Cha Eunjae, the student teacher, in there.",17.0,1.0,,,,2009-03-03,,2009-01-01,,,,0
1836,,Daniel Sackheim,,,,,,,,"producer,director,editorial_department",,1144,Episode 38,,,38.0,1.0,,,,2003-03-13,,2003-01-01,,,,0
1203,,Rayko Izuno,,,,,,,,actor,,3932,Nature,,"When brothers Rick and Teddy attend a family picnic, they start tormenting ants in an antpile. That is, until, a anti-magnifying ray shrinks them the size of an ant. The brothers and the ants quickly find themselves befriending one another to deal with obstacles -- but the largest obstacle is Rick and Teddy's baby sister, who now appears to be a giant.",2.0,1.0,,,,1993-09-25,,1993-01-01,,,,0
3191,,Christopher Macke,,,,,,,,actor,,4297,Bell Maker,,Mike Rowe rolls up his sleeve and gets dirty making giant bells at the McShane Bell Foundry. Mike also gets down and dirty with the US Army Corps of Engineers as they conduct yearly maintenance on a hurricane barrier that was raised from the oceans floor.,19.0,2.0,,,,2006-12-12,,2006-01-01,,,,0
3697,Flamin' Lady,,31.0,2.0,,,,1961-01-01,Adventure,,60.0,3184,,Richie Sanders,,,,,,,,,,,,,0
5047,,Francesc Orella,,,,1957-01-01,,,,"actor,director,writer",,3938,,Gerhard Retschy,,,,,,,,,,,,,0
1898,,Mike Feraro,,,,,,,,"actor,assistant_director,producer",,1638,,Mike Feraro,,,,,,,,,,,,,1
1777,This Is the Moment,,16.0,6.0,,,,1959-01-01,Drama,,30.0,4435,This is the Moment,,,16.0,6.0,,,,1959-01-18,,1959-01-01,,,,1
