tableA_id,tableA_Song_Name,tableA_Artist_Name,tableA_Album_Name,tableA_Genre,tableA_Price,tableA_CopyRight,tableA_Time,tableA_Released,tableB_id,tableB_Song_Name,tableB_Artist_Name,tableB_Album_Name,tableB_Genre,tableB_Price,tableB_CopyRight,tableB_Time,tableB_Released,label
2958,I Need Your Love ( feat . Ellie Goulding ) [ Jacob Plant Remix ],Calvin Harris,I Need Your Love ( feat . Ellie Goulding ) - Single,"Dance , Music",$ 1.29,2013 Sony Music Entertainment UK Limited,4:50,12-Apr-13,25066,Disturbia ( The R3belz Remix ),Dj Thera feat . Yuna-X,It 's A Fine Day,"Electronica , Dance & Electronic , Techno",$ 0.99,2012 Theracords,5:07,"February 22 , 2012",0
1422,ID ( Ultra Music Festival Anthem ),Kygo,ID ( Ultra Music Festival Anthem ) - Single,"Dance , Music , Electronic",$ 1.29,"2015 Kygo under exclusive license to Sony Music Enterntainment Ltd / Ultra Records , LLC",4:49,30-Jul-15,4273,All Our Lives,Andrew McMahon in the Wilderness,Andrew McMahon In The Wilderness,Pop,$ 1.29,"( C ) 2014 Vanguard Records , a Welk Music Group Company",3:50,"October 14 , 2014",0
3677,Little Me ( Unplugged ),Little Mix,Salute ( Deluxe Edition ),"Pop , Music",$ 1.29,2013 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,3:56,4-Feb-14,41963,Enchanted ( Live/2011 ),Taylor Swift,Speak Now World Tour Live,Country,$ 1.29,"( C ) 2011 Big Machine Records , LLC .",6:29,"November 21 , 2011",0
3509,Good Feeling ( Seductive Remix ),Flo Rida,Good Feeling ( Remixes ),"Dance,Music,Hip-Hop / Rap , Rap , Electronic",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:45,15-Nov-11,13480,Facebook,Passenger,Divers & Submarines [ Explicit ],"Alternative Rock , Folk",$ 0.99,2013 Passenger,2:59,"June 30 , 2010",0
2579,Kanye ( feat . sirenXX ) [ Reece Low Remix ],The Chainsmokers,Kanye ( Remixes Part 2 ) [ feat . sirenXX ] - Single,"Electronic , Music",$ 1.29,"2014 Dim Mak Inc. under exclusive license to Republic Records , a Division of UMG Recordings , Inc.",4:11,10-Nov-14,32851,Nah Say We Sorry ( Raw ),Bounty Killer,Nah Say We Sorry,"International , Caribbean & Cuba , Reggae",$ 1.29,Romeich Records,2:54,"June 26 , 2012",0
1442,Through the Ghost,Shinedown,The Studio Album Collection,"Rock , Music",$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:01,8-Nov-13,13187,Nebulosa,DJ Cam Quartet,Diggin,Dance & Electronic,$ 0.89,( p ) Laurent Daumail,2:29,"January 7 , 2013",0
2925,Rashi ( Outro ),Mark Ronson,Here Comes the Fuzz,"Dance,Music,Hip-Hop / Rap,Hip-Hop , Alternative Rap , R&B / Soul , Soul , Electronic",$ 0.99,2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,2:01,29-Aug-03,49443,Honey Do that VooDoo,Shemekia Copeland,The Soul Truth,"R&B , Blues , Classic R&B , Electric Blues Guitar , Modern Blues",$ 0.99,"2005 Alligator Records & Artist Management , Inc.",3:11,"August 16 , 2005",0
3096,Electro Man,Calvin Harris,I Created Disco,"Electronic , Music , Pop , Dance , Rock",$ 0.99,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,4:58,11-Jun-07,6394,Vienna,Trans-Siberian Orchestra,Beethoven 's Last Night,"Progressive , Pop , Rock",$ 1.29,2011 N-House Music Group,3:32,"April 11 , 2000",0
3570,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane )",Flo Rida,"Only One Flo , Pt. 1","Hip-Hop/Rap , Music , Rap , Dirty South",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:36,24-Nov-10,42690,People Are Strange,The Doors,Strange Days,"Rock , Classic Rock",$ 1.29,( C ) 1995 MCA Records Inc.,2:10,"May 9 , 2006",0
716,Grand Theft Autumn/Where Is Your Boy ( acoustic ) ( Album Version ),Fall Out Boy,My Heart Will Always Be the B-Side to My Tongue - EP,"Alternative , Music , Punk , Rock",$ 1.29,"2004 Fueled By Ramen , Inc",3:12,1-Jan-05,29253,Glow,Nelly Furtado,Loose ( US version ),Pop,$ 0.99,( C ) 2006 Geffen Records,4:02,"June 20 , 2006",0
1737,The Back Roads and the Back Row,Cole Swindell,Cole Swindell,"Country , Music , Contemporary Country",$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:41,18-Feb-14,26400,Razor Blade,Luke Bryan,Kill The Lights,Country,$ 1.29,( C ) 2015 Capitol Records Nashville,3:41,"August 7 , 2015",0
6226,Steve Earle,Sugarland,Love On the Inside ( Deluxe Fan Edition ),"Country , Music , Rock , Contemporary Country , Southern Rock , Contemporary Bluegrass",$ 0.99,"‰ ãÑ 2008 Mercury Records , a Division of UMG Recordings , Inc.",3:36,22-Jul-08,52795,Happy ( From Despicable Me 2 '' ) '',Caribou,Uptempo Pop for Work,"Alternative Rock , Dance & Electronic",$ 1.29,2006 The Leaf Label Ltd,3:52,,0
3461,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,13692,Serial Killa,Snoop Doggy Dogg,Doggystyle,"Gangsta & Hardcore , Rap & Hip-Hop , West Coast",$ 0.99,( C ) 2001 Death Row Records,3:32,"March 13 , 2001",0
3065,The Girls ( Groove Armada Dub ),Calvin Harris,The Girls - EP,"Dance , Music , Electronic",$ 0.99,2007 Sony BMG Music Entertainment ( UK ) Limited,7:48,26-Feb-08,26474,Kick The Dust Up,Luke Bryan,Kill The Lights,Country,$ 1.29,( C ) 2015 Capitol Records Nashville,3:10,"August 7 , 2015",0
2673,Unbreakable,Madison Beer,Unbreakable - Single,"Pop , Music , Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc.",3:33,17-Jun-14,42793,Back On You,Kaskade,Strobelite Seduction,"Dance & Electronic , House",$ 1.29,2015 Real Sounds,3:42,"July 23 , 2013",0
6207,Sober,Little Big Town,Tornado,"Country , Music , Contemporary Country , Honky Tonk",$ 1.29,"‰ ãÑ 2012 Little Big Town LLC under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN",3:15,7-Sep-12,11630,The Lesson ( feat . Skittles ),Camo & Krooked,Cross the Line,Dance & Electronic,$ 0.99,( p ) Hospital Records,3:27,"October 3 , 2011",0
236,Cheerleader ( Felix Jaehn Remix ) [ Live 2015 ],Omi,Cheerleader ( Felix Jaehn Remix ) [ Live 2015 ] - Single,"Pop/Rock , Music , Pop , Dance",$ 1.29,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",3:00,21-Aug-15,35409,Somebody To Love,Kacey Musgraves,Pageant Material,Country,$ 1.29,"( C ) 2015 Mercury Records , a Division of UMG Recordings , Inc.",3:14,"June 23 , 2015",0
1392,Human,Zedd & Nicky Romero,Spectrum EP,"Dance , Music , Electronic , House",$ 1.29,2012 Interscope Records,4:17,31-Jul-12,39956,En La Lenta ( Album Version ) [ feat . Farruko ],Cosculluela,Santa Cos,"International , Latin Music , Latin Hip-Hop",$ 1.29,( C ) 2014 Nueva Kamada Corp. . Under Exclusive License to Siente Music,3:50,"April 29 , 2014",0
6325,Zumbie ( feat . Andy Milonakis ),Major Lazer,Guns Do n't Kill People ... Lazers Do ( Bonus Track Version ),"Electronic,Music,Hip-Hop / Rap , Rap , Rock , Alternative , Reggae , Dance , Modern Dancehall",$ 1.29,"‰ ãÑ 2009 Downtown Music , LLC .",4:00,2009,55213,Traitors Corpse,Supreme Lord,X99 .9 Kill Your Enemies,"Death Metal , Hard Rock , Hard Rock & Metal , Rock",$ 0.99,2008 Conquer Records,4:21,"January 16 , 2008",0
2129,The Drugs Not Working,Ryan Adams,Rock N Roll,"Rock , Music , Country , Singer/Songwriter , Adult Alternative",$ 1.29,"2003 UMG Recordings , Inc.",5:32,11-Nov-03,30152,Bang Dem Sticks,Molotov Cocktail Piano,MCP Performs Meghan Trainor : Title,Rock,$ 0.99,Cc Entertainment,2:34,"February 3 , 2015",0
6446,Next To Me ( Radio Mix ),Emeli SandÌ ©,"Now That 's What I Call Music , Vol . 46","Pop , Music",Album Only,"‰ ãÑ 2013 UMG Recordings , Inc. and Sony Music Entertainment",3:14,7-May-13,31047,Microbots ( From Big Hero 6 '' / Corbin Hayes Remix ) '',Henry Jackman,Microbots ( From Big Hero 6 '' / Corbin Hayes Remix ) '',Dance & Electronic,$ 1.29,"( C ) 2014 Disney Enterprises , Inc.",5:46,"November 4 , 2014",0
1180,Play Hard ( feat . Ne-Yo & Akon ) [ Extended ],David Guetta,Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],"Dance , Music , Electronic",$ 1.29,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",5:12,22-Mar-13,13151,Your Own Spell,King Creosote & Jon Hopkins,Diamond Mine,Alternative Rock,$ 0.89,2011 Domino Recording Co,3:51,"May 24 , 2011",0
2239,The Rookie,The Chainsmokers,The Rookie - Single,"Electronic , Music",$ 0.99,2013 4AM,4:22,8-Jan-13,17118,Feel So High ( Carlos Silva Remix ),Hardwell featuring I-Fan,Feel So High,"Electronica , Dance & Electronic , House",$ 0.99,( c ) 2009 Spinnin Records,7:28,,0
3797,Livin ' Part of Life,Eric Church,Chief / Caught In the Act / Carolina / Sinners Like Me,"Country , Music , Rock , Southern Rock , Contemporary Country",$ 1.29,2013 Capitol Nashville,4:29,17-Dec-13,44388,Weezy Baby ( Album Version ( Explicit ) ) [ feat . Nikki ] [ Explicit ],Lil Wayne,Tha Carter II ( Explicit Version ),"Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap",$ 1.29,"( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc.",4:19,"December 6 , 2005",0
136,The A Team ( Live ),Ed Sheeran,iTunes Festival : London 2012 - EP,"Singer/Songwriter , Music",$ 1.99,2012 Warner Music UK LImited,5:01,3-Sep-12,33668,Unknown Caller,U2,No Line On The Horizon ( Standard Version ),Rock,$ 1.29,( C ) 2009 Universal-Island Records Ltd. under exclusive licence to Mercury Records Ltd.,6:02,"March 3 , 2009",0
1938,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03,39893,Ca n't Pretend,Little Mix,Sam Smith and More,Pop,$ 1.29,"2014 Madison Gate Records , Inc.",3:37,,0
2086,"Goodnight , Hollywood Blvd. .",Ryan Adams,Gold,"Rock , Music",$ 1.29,"2014 UMG Recordings , Inc.",3:24,30-Sep-14,10036,Mirror Man,Ella Henderson,Chapter One,Pop,$ 1.29,2002 Defected Records Ltd,3:42,"January 13 , 2015",0
5069,Love Do n't Let Me Go ( Walking Away ),David Guetta & The Egg,Pop Life ( Extended Version ) [ Bonus Version ],"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",$ 1.29,‰ ãÑ 2007 Gum Records,3:16,18-Sep-07,14725,Outside,Crookers,EDM for Cardio [ Explicit ],Dance & Electronic,$ 1.29,2008 Mad Decent,3:47,,0
4949,The Lonely Goatherd,"Carrie Underwood , Ariane Rinehart , Michael Nigro , Ella Watts-Gorman , Joe West , Grace Rundhaug , Peyton Ella & Sophia Caruso",The Sound of Music ( Music from the NBC Television Event ),"Soundtrack , Music",$ 1.29,‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks,3:28,3-Dec-13,39438,Rose of Jericho ( Sultan & Ned Shepard Remix ),BT,Rose of Jericho,Dance & Electronic,$ 0.99,2009 Nettwerk Productions,10:18,"October 19 , 2011",0
2850,In the Bathtub,Geoff Zanelli & Mark Ronson,Mortdecai ( Music from the Motion Picture ),"Soundtrack , Music , Original Score , Soundtrack , Classical",$ 1.29,2015 Lions Gate Records Inc.,2:23,20-Jan-15,2502,An Atlas Of Those Our Own,Tiger Lou,A Partial Print ( Deluxe ),"Alternative Rock , Adult Alternative , Pop",$ 0.99,2008 Startracks,4:52,"January 1 , 2008",0
1465,45,Shinedown,Leave a Whisper,"Rock , Music , Hard Rock , Alternative",$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,4:09,27-May-03,53921,Promises ( Skrillex & Nero Remix ),Nero,Welcome Reality +,"Electronica , Dance & Electronic , Dubstep",$ 1.29,( C ) 2012 MTA Records LLP under exclusive license to Mercury Records Limited,4:28,"October 22 , 2012",0
524,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,5482,Like Nothing Else,Billy Ray Cyrus,Back To Tennessee,"Country , Country Rock , Rock",$ 1.29,( C ) 2009 Disney,4:23,"April 7 , 2009",0
3525,GDFR ( feat . Sage the Gemini and Lookas ) [ K. Theory Remix ],Flo Rida,GDFR ( feat . Sage the Gemini and Lookas ) [ Remixes ] - Single,"Hip-Hop/Rap , Music",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:07,21-Jan-15,14282,Let Me Breathe,Billy Cobham,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",Jazz,$ 0.99,( p ) Nicolosiproductions/soul Trade,4:22,,0
6085,Blue Jeans,Lana Del Rey,Born To Die - The Paradise Edition,"Alternative , Music , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,3:29,13-Nov-12,25805,Do What The Night Wants,Brantley Gilbert,Just As I Am ( Platinum Edition ),Country,$ 1.29,"( C ) 2015 The Valory Music Co. , LLC",3:10,"May 18 , 2015",0
6634,Wildest Dreams,Taylor Swift,1989,"Pop , Music , Rock",$ 1.29,"‰ ãÑ 2014 Big Machine Records , LLC .",3:40,27-Oct-14,7285,I Got To ( Album Version ( Explicit ) ) [ feat . Lil Wayne ] [ Explicit ],Baby,Birdman ( Explicit Version ),Rap & Hip-Hop,$ 0.99,( C ) 2002 Cash Money Records Inc.,4:14,"November 26 , 2002",0
3524,Wave ( MOTi Remix ),Crystal Fighters,Atlantic Records Miami 2014,"Dance , Music",$ 1.29,This Compilation 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:46,1-Apr-14,29434,Stop Me ( Live Acoustic ),Daniel Merriweather,Love & War,Pop,$ 0.99,( C ) 2003 Geffen Records,3:50,"February 23 , 2010",0
6178,`` Gatsby Believed In the Green Light '',Tobey Maguire & Craig Armstrong,The Great Gatsby ( Music from Baz Luhrmann 's Film ) [ Deluxe Edition ],"Soundtrack , Music , Classical , Soundtrack",Album Only,‰ ãÑ 2013 Interscope Records,3:52,7-May-13,19720,Raining On Sunday,Keith Urban,Golden Road,Country,$ 1.29,( C ) 2002 Capitol Records Nashville,4:45,"October 4 , 2002",0
339,Lean On ( Moska Remix ) [ feat . M ' ... & DJ Snake ],Major Lazer,Lean On ( Remixes ) [ feat . M ' ... & DJ Snake ] - EP,"Electronic , Music",$ 1.29,2015 Mad Decent,4:07,10-Jul-15,39470,Biohazard,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:35,"December 16 , 2013",0
6794,Vacation,Thomas Rhett,Tangled Up,"Country , Music",$ 1.29,"‰ ãÑ 2015 The Valory Music Co. , LLC",3:43,,36359,HOV Lane ( Album Version ( Explicit ) ) [ Explicit ],Nicki Minaj,Pink Friday ... Roman Reloaded [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2012 Cash Money Records Inc.,3:13,"April 3 , 2012",0
2849,In the Bathtub,Geoff Zanelli & Mark Ronson,Mortdecai ( Music from the Motion Picture ),"Soundtrack , Music , Original Score , Soundtrack , Classical",$ 1.29,2015 Lions Gate Records Inc.,2:23,20-Jan-15,31358,Wickbush,Jaymo & Andy George,"Moda Black , Vol . III","Electronica , Dance & Electronic , House",$ 0.99,( p ) Moda Black,6:51,,0
5496,Let This Be a Lesson To Ya,Dr. John,All My Friends : Celebrating the Songs & Voice of Gregg Allman,"Rock , Music",$ 1.29,"‰ ãÑ 2014 Blackbird Production Partners , LLC . Under Exclusive License Rounder Records . Manufactured and Distributed by Concord Music Group , Inc.",3:39,6-May-14,47586,It 's Never Easy to Say Goodbye,The Global HitMakers,The Global HitMakers : Wynonna Judd Vol . 2,Miscellaneous,$ 0.69,Smges,4:54,"September 7 , 2015",0
2230,Outer Space / Carry On,5 Seconds of Summer,Sounds Good Feels Good ( Deluxe ),"Pop , Music , Alternative , Punk , Teen Pop , Rock",Album Only,2015 Capitol Records Ltd.,6:38,,22723,Hypnopoint [ Lars Sommerfeld RMX ],Good Guy Mikesh & Filburt,Hypnopoint,Dance & Electronic,$ 0.99,broque.de 2008,6:24,"June 20 , 2008",0
3699,Madhouse,Little Mix,DNA,"Pop , Music , Dance , Pop/Rock , Rock , Teen Pop , Electronic",$ 1.29,2012 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:49,28-May-13,47214,Long Gone,The Wailers,The Fabulous Wailers,Rock,$ 0.99,2009 Ace Records,1:51,"January 2 , 2013",0
3233,Do What U Want ( feat . Christina Aguilera ) [ Red Ant & Amp Lexvas Deep House Remix ],Lady Gaga,Do What U Want ( Remixes ),"Pop , Music",$ 1.29,2014 Interscope Records,6:50,25-Feb-14,19672,Papa Was A Rollin ' Stone ( Single Version ),The Temptations,Gold,R&B,$ 1.29,"( C ) 2005 Motown Records , a Division of UMG Recordings , Inc.",6:57,"January 11 , 2005",0
4416,Dirt Road Diary,Luke Bryan,Crash My Party,"Country , Music , Contemporary Country",$ 1.29,2013 Capitol Records Nashville,3:28,13-Aug-13,14547,"Suite in A Major , Op. 98 , B. 184 : III . Allegretto",Inna Poroshina,DvorÌÁk : Complete Piano Works,Classical,$ 0.99,2012 Brilliant Classics,3:54,"September 1 , 2010",0
6645,The Story of Us ( Instrumental With Background Vocals ),Taylor Swift,Taylor Swift Karaoke : Speak Now,"Country , Music , Rock , Contemporary Country , Honky Tonk",$ 1.29,"‰ ãÑ 2013 Big Machine Records , LLC .",4:29,5-Feb-13,29752,LoveGame ( Dave Aude Radio Edit ),Lady Gaga,LoveGame The Remixes,Pop,$ 1.29,( C ) 2009 Interscope,3:32,"May 12 , 2009",0
5396,Love Me Like You Do ( From `` Fifty Shades of Grey '' ),Ellie Goulding,Delirium,"Pop , Music",Album Only,‰ ãÑ 2015 Polydor Ltd. ( UK ),4:12,,7386,True Colors ( feat . Nicki Minaj ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,"August 19 , 2014",0
2614,Daydream,Tori Kelly,Foreword - EP,"Pop , Music , R&B / Soul , Contemporary R&B , Rock",$ 0.99,2013 Capitol Records & Schoolboy Records,4:00,22-Oct-13,26714,Wrong Feels So Right,Carly Rae Jepsen,Kiss ( Deluxe Version ),Pop,$ 1.29,( C ) 2012 School Boy/Interscope Records,4:17,"September 18 , 2012",0
4917,Renegade Runaway,Carrie Underwood,Storyteller,"Country , Music , Rock",Album Only,"‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment",--,,24058,The A Team,Beres Hammond,In Flight : Pop,"International , Caribbean & Cuba , Reggae",$ 1.29,"( C ) 2014 Lazy Hooks , LLC Under Exclusive License To Capitol Records , LLC",4:18,,0
6531,No Love ( feat . Lil Wayne ),Eminem,Recovery ( Deluxe Edition ),"Hip-Hop/Rap , Music , Rock , Hardcore Rap , Rap",$ 1.29,‰ ãÑ 2010 Aftermath Records,4:59,21-Jun-10,43362,Drinky Drink,Frankie Ballard,Sunshine & Whiskey,Country,$ 1.29,P&C 2002 Get Physical Music,2:59,"February 11 , 2014",0
2764,The Heavy and the Slow ( Live ),Andy Grammer,Live from L.A.,"Pop , Music , Rock",$ 1.99,2012 S-Curve Records,4:31,13-Mar-12,611,Nothing Better Than Life ( Deko-ze & Fierce Mix ),Nick Fiorucci,11:11,"Electronica , Dance & Electronic",$ 0.99,2007 Hi-Bias Records Inc.,3:30,"July 17 , 2007",0
6890,Roll It Up,The Crystal Method,Fast & Furious 6 ( Original Motion Picture Soundtrack ),"Soundtrack , Music",Album Only,"‰ ãÑ 2013 Def Jam Records , a division of UMG Recordings , Inc.",6:01,21-May-13,32252,Canto del cuculi,Los Andinos Sabio,Musica Tradicional de los Andes - Vol . 3,"International , Latin Music , Folk , Traditional Folk",$ 0.99,2001 Modiner,2:48,"July 3 , 2001",0
