tableA_id,tableA_title,tableA_name,tableA_episodeNumber,tableA_seasonNumber,tableA_deathYear,tableA_birthYear,tableA_endYear,tableA_startYear,tableA_genre_list,tableA_primaryProfessions,tableA_runtimeMinutes,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
1782,,Judy Marshak,,,,,,,,actress,,2828,,Ali Jahangiri,,,,,guestStars,0
1615,,Margaret Laurence,,,1987-01-01,1926-01-01,,,,writer,,6089,"Wrong Place, Wrong Time",,"The team investigate the murder of a man whose body is discovered shortly after he is reported missing by his son is discovered. Rachel's self-destructive behavior leads to a falling-out with Janet, and forces Sean to realize that his marriage is over.",7.0,3.0,2013-05-22,,0
1690,Second Spring,,20.0,7.0,,,,1960-01-01,Drama,,30.0,1037,The Lepidopterists,,"The Monarch leads an attack on his new arch-nemesis, Dr. Jonas Venture Jr., at his base on Spider Skull Island.",10.0,3.0,2008-08-03,,0
1358,,Abdullah Abbas,,,1986-01-01,1906-01-01,,,,actor,,5451,,Grant Rosenmeyer,,,,,guestStars,0
2650,The Good Killing,,16.0,2.0,,,,1961-01-01,Adventure,,60.0,5409,The Good Killing,,,16.0,2.0,1961-01-30,,1
2234,,Edit Angold,,,1971-01-01,1895-01-01,,,,actress,,1957,,Ellen Bethea,,,,,guestStars,0
3907,,William F. Claxton,,,1996-01-01,1914-01-01,,,,"director,producer,editor",,1906,,Ben Cooper,,,,,guestStars,0
3011,,BarBara Luna,,,,1937-01-01,,,,"actress,producer,soundtrack",,7586,,Elisabeth Shue,,,,,guestStars,0
3769,,Frances Fong,,,2012-01-01,1927-01-01,,,,actress,,4316,Episode 18,,"Come back from the resort, Jandi and Jihoo visit Buddhist temple to clean their mind away. However, when Jandi returns, she finds out that her parents have decided to move to a fishing village to earn money. Junpyo wakes up and finds out that Jaekyung has prepared him the breakfast. Jaekyung says that she always dreamt of this, and Junpyo feels pity for her. Yijung tells junpyo that Jandi stopped swimming because of her shoulder injury, and Junpyo feel guilt and regret. Jandi moves to a rooftop house and is surprised when Junpyo unexpectedly shows up as her neighbour. Gaeul decides not to hide her feeling anymore and asks Yijung out on a date. Yijung rejects it but comes back to see her few days later.",18.0,1.0,2009-03-09,,0
3271,,Viktor de Kowa,,,1973-01-01,1904-01-01,,,,"actor,director,writer",,2830,Blindsided ,,"'A picture stirs up drama between Mary Jane and Andre. Meanwhile, Patrick breaks news that he's moving out; a drug run turns violent; Niecy announces a plan following her delivery; Kara mulls over a custody issue involving her sons.",7.0,1.0,2014-02-25,,0
3406,Roll of Thunder,,38.0,1.0,,,,1962-01-01,Adventure,,,832,I Got Flowers Today,,"The serial killer strikes again. This time, the annoying next-door neighbor had gone a little too far and paid the price with her life. At the call center, Kang Kwon Joo meets with Na Hong Soo to probe into the murder case Kang Woo was a suspect in and finds out he’s taking Tegretol—a prescription drug for seizures, manic-depressive disorder, schizophrenia, etc.¬—and sometimes forgets what he does. Meanwhile, Park Eun Soo ex-boyfriend visits her at headquarters uninvited that leads to a code zero.",8.0,2.0,2018-09-02,,0
2829,The Fire,,22.0,1.0,,,,1961-01-01,"Adventure,Drama,Family",,30.0,774,,Rose Crisman,,,,,guestStars,0
1196,Too Cool for School,,13.0,3.0,,,,1999-01-01,"Animation,Comedy,Fantasy",,21.0,4780,Too Cool for School,,Unaired,13.0,3.0,1999-12-31,,1
1464,,Charles Bronson,,,2003-01-01,1921-01-01,,,,actor,,496,,Kyf Brewer,,,,,guestStars,0
1555,,Brad Abrell,,,,1965-01-01,,,,"actor,miscellaneous",,1848,,Brad Abrell,,,,,guestStars,1
2564,,Rolf Beuckert,,,,1934-01-01,,,,actor,,5997,Firefly,,Isabella Rossellini explores the mating habits of fireflies.,4.0,1.0,2008-05-05,,0
883,,Cameron Blake,,,,,,,,writer,,6709,R-O-- ROLL M-O-- MODEL,,"JJ challenges Maya’s mentoring tactics when she takes a father and his young son with special needs under her wing. Dylan and Ray attend a teen support group for all the wrong reasons. Meanwhile, Jimmy’s gorgeous new TV sets him on a journey for self-betterment.",10.0,3.0,2019-01-11,,0
4634,,Marlene Marcos,,,,,,,,actress,,7259,,Philicia Saunders,,,,,guestStars,0
1618,,Sean Whitesell,,,2015-01-01,1963-01-01,,,,"producer,writer,actor",,8,,Sean Whitesell,,,,,writers,1
947,,Bryan Richert,,,,,,,,"editor,editorial_department,writer",,4855,Food Inc.,,,16.0,0.0,2013-09-25,,0
3652,,Ray Montgomery,,,1998-01-01,1922-01-01,,,,"actor,soundtrack",,1168,,Stuart McDonald,,,,,director,0
1718,,Caio Rodriguez,,,,,,,,"editor,editorial_department",,1063,,Khali Macintyre,,,,,guestStars,0
3947,,James Kee,,,,,,,,"actor,miscellaneous,writer",,355,,Justus Addiss,,,,,director,0
2713,Path of the Hurricane,,22.0,1.0,,,,1958-01-01,Adventure,,30.0,7498,,Rhonda Stubbins White,,,,,guestStars,0
2786,,Diane Keaton,,,,1946-01-01,,,,"actress,producer,soundtrack",,7290,,Vikram Gandhi.,,,,,directors,0
885,Blueprint for Paradise,,26.0,3.0,,,,1962-01-01,Adventure,,60.0,7207,,Ralph Tabakin,,,,,guestStars,0
1080,,Justin Hurwitz,,,,1985-01-01,,,,"writer,soundtrack,producer",,901,,Gilbert Gottfried,,,,,guestStars,0
1413,The First Man to Ask Her,,28.0,1.0,,,,1954-01-01,Drama,,30.0,42,,Viveca Lindfors,,,,,guestStars,0
3789,,Douglas Kennedy,,,1973-01-01,1915-01-01,,,,actor,,3567,,Gary Lee Leventhal,,,,,guestStars,0
5027,Episode #9/Episode #10,,5.0,1.0,,,,1995-01-01,"Action,Adventure,Animation",,13.0,5035,,Ricardo Hurtado,,,,,guestStars,0
761,,Marlow Vella,,,,,,,,actor,,2700,When I Want to Tell Untold Secrets,,"Lee Yeong, the crown prince feels confusing on Ra On as a maiden and he intentionally treats her cold-heartedly. Ma Jong Ja takes Ra On to Mok Tae Gam after hearing a news that he is looking for a soloist at the play. ",6.0,1.0,2016-09-06,,0
4239,,Kim So-eun,,,,1989-01-01,,,,actress,,7240,,Kenneth W. Watts,,,,,guestStars,0
1793,,Pete Carpenter,,,1987-01-01,1914-01-01,,,,"composer,music_department,soundtrack",,7623,,Molly Parker,,,,,actor,0
3128,,G?rard Depardieu,,,,1948-01-01,,,,"actor,producer,soundtrack",,563,,Michelle Maika,,,,,guestStars,0
467,Aristotle,,4.0,1.0,,,,2003-01-01,"Biography,Comedy,Documentary",,,3357,Suruga Monkey - Part 1,,"On his way to Hitagi's house, Koyomi bumps in to Suruga Kanbaru, the school's basketball star and an old friend of Hitagi, of whom he can't get rid of. Later that day, Koyomi is attacked by a mysterious being.",6.0,1.0,2009-08-09,,0
1149,,Klausj?rgen Wussow,,,2007-01-01,1929-01-01,,,,actor,,243,,David R. Schwartz,,,,,writers,0
2195,,Giovanna Antonelli,,,,1976-01-01,,,,"actress,producer,soundtrack",,6148,Chapter 24,,A Special Prosecutor interrogates Francis. Remy Danton tries to keep his options open. Stamper wrestles with his demons.,11.0,2.0,2014-02-14,,0
3881,Chapter 27,,1.0,3.0,,,,2015-01-01,Drama,,59.0,3536,,Rachelle Diedericks,,,,,guestStars,0
974,,Maggie Cheung,,,,1964-01-01,,,,"actress,soundtrack",,5339,Special Part 1,,"'The broadcasting station revealed on September 13 that they will air a special broadcast for the drama that consists of shortened versions of episodes one through eight, behind-the-scenes clips, and NG cuts.first half of the broadcast will focus on episodes one through four, going all the way back to Lee Yeong (Park Bo Gum) and Hong Ra On (Kim Yoo Jung)’s fateful yet comical meeting as well as to how Hong Ra On ends up at the palace as a eunuch",1.0,0.0,2016-09-16,,0
3357,,Graham Gordy,,,,,,,,"writer,producer,actor",,1697,,Graham Gordy,,,,,writers,1
3990,,Kulvinder Ghir,,,,1965-01-01,,,,"actor,writer",,43,,Kulvinder Ghir,,,,,actor,1
4384,Showdown at Cremation Creek: Part 1,,12.0,2.0,,,,2006-01-01,"Action,Adventure,Animation",,22.0,1496,The Reluctant Hero,,,2.0,3.0,1961-10-08,,0
2095,,Henry Richards,,,,,,,,writer,,1225,The Secret Of Sumpitan,,"Je Soo is able to escape after faking a suicide. Soon after his escape, he comes across someone. Even when the Golden Time Team responds immediately, they lost Je Soo. The team returns to their post and receives a call from a man who claims that someone is shooting people with a sumpitan. After accessing how dangerous the situation is, Kwon Joo declares a Code Zero. (Source: Viu)",5.0,3.0,2019-05-25,,0
3209,,Andr?s Felipe Mart?nez,,,,,,,,actor,,7408,,Oscar Nunez,,,,,guestStars,0
540,,Gary Oldman,,,,1958-01-01,,,,"actor,soundtrack,producer",,115,,Les Carter,,,,,writers,0
1786,Policeman's Holiday,,17.0,3.0,,,,1962-01-01,Adventure,,49.0,2578,Policeman's Holiday,,,17.0,3.0,1962-01-28,,1
1084,,Dean Wein,,,,1948-01-01,,,,"actor,miscellaneous,stunts",,3510,,Mark Pellington,,,,,directors,0
1840,Chapter 61,,9.0,5.0,,,,2017-01-01,Drama,,54.0,7032,Audition,,"Freddie has an important audition coming up whilst Ash frets over his own career direction. Freddie suggests that Ash pursues acting and teaches him the tricks of the trade. But, when Ash secures an acting role after just his first audition, Freddie is thrown into a state of depression. Meanwhile, Violet seeks advice from Freddie and Stuart on her sordid love affair with her Hungarian boyfriend. ",3.0,1.0,2013-05-13,,0
1614,,Thomas Gomez,,,1971-01-01,1905-01-01,,,,actor,,4508,,David Elias,,,,,guestStars,0
4865,,James S. Henerson,,,2020-01-01,1936-01-01,,,,"writer,producer,miscellaneous",,1940,,Ken Kolb,,,,,writers,0
1038,After You've Gone,,7.0,1.0,,,,2014-01-01,"Crime,Drama,Mystery",,54.0,2928,,Channel 4,,,,,,0
3988,,Bruce Spence,,,,1945-01-01,,,,actor,,1513,,Bruce Spence,,,,,actor,1
2226,Chinatown Garbage Collector,,1.0,1.0,,,,2005-01-01,Reality-TV,,44.0,7672,The Electrician,,"Won Bong infiltrates the Joseon Governor Office disguised as an electrician. He plants a bomb in one of the offices and hides in the basement waiting for it to detonate. When the bomb fails to explode, he heads back up to manually detonate the explosive device.",18.0,1.0,2019-06-01,,0
4255,The Car Pool Lane,,6.0,4.0,,,,2004-01-01,Comedy,,30.0,7125,,Ariana Molkara,,,,,guestStars,0
3400,,Mortimer Braus,,,1988-01-01,1907-01-01,,,,writer,,5512,,Andrew Merrifield,,,,,director,0
1536,,Michel Piccoli,,,2020-01-01,1925-01-01,,,,"actor,producer,director",,2461,,Brendon Small,,,,,guestStars,0
2992,The Contract on Alex Cordeen,,15.0,1.0,,,,1974-01-01,"Crime,Drama",,60.0,3586,Chapter 61,,"Petrov tries to influence affairs in the U.S. Jane discusses her agenda with Claire. With her job at stake, Leann reaches out to a reporter for help.",9.0,5.0,2017-05-30,,0
3441,,Sarah Niles,,,,,,,,actress,,3348,,Sarah Niles,,,,,actor,1
3284,,S.V. Ranga Rao,,,1974-01-01,1918-01-01,,,,"actor,producer,director",,1542,The Bowtie,,"Larry seeks professional help to secure information about his past. Meanwhile, his place as a gay rights supporter hits a snag.",2.0,5.0,2005-10-02,,0
149,,George Buza,,,,1949-01-01,,,,actor,,4513,,Tony Yarbrough,,,,,guestStars,0
2276,,Vera Barbosa,,,,,,,,"actress,assistant_director",,4110,Korunovace,,"Je rok 1791 a v Praze se p?ipravuje korunovace Leopolda II. ?esk?m kr?lem. Do Prahy se chystaj? i obyvatel? Dobru?ky, v?etn? Franti?ka a M?rinky s jej? babi?kou. Franti?ek cht?l p?vodn? sledovat korunova?n? pr?vod s p??telem Hn?vkovsk?m, nakonec ale p?ijde za M?rinkou.",11.0,1.0,,,0
307,,Ed Wittstein,,,2011-01-01,1929-01-01,,,,"production_designer,art_department,art_director",,3312,,Jonathan Harvey,,,,,guestStars,0
532,A Girl Named Amy,,29.0,1.0,,,,1963-01-01,"Drama,Sport,Western",,,448,,Tim Bell,,,,,guestStars,0
512,,Tom Hern?ndez,,,1984-01-01,1915-01-01,,,,actor,,1528,,Peter Maas,,,,,guestStars,0
3316,,Noah Keen,,,2019-01-01,1920-01-01,,,,"actor,director,writer",,357,,David St. Louis,,,,,guestStars,0
3812,,John R. Pepper,,,,1958-01-01,,,,"assistant_director,actor,director",,827,Ougi Formula - Parts 1 & 2,,"During the month of October of his third year in high school, Koyomi Araragi is introduced to a transfer student named Ougi Oshino, who tells him she has something to consult with him. This reveals a tale that brings to light “what” makes Koyomi Araragi.",1.0,4.0,2015-10-04,,0
3581,,John Knight,,,1967-01-01,1919-01-01,,,,"director,producer,actor",,5687,All is Bright,,"Ballard and Gharty investigate the death of a man at a laundromat. The Waterfront Bar gets ready for the Christmas holiday. Munch's ex-wife, Gwen, shows up; her mother (a literary critic and author) has died. Tim goes Christmas shopping and runs into Julianna; he invites her to come to the Waterfront's Christmas celebration. Ballard and Gharty interview the victim's girlfriend (as listed in his address book). Cox informs Ballard and Gharty that the victim was HIV positive and she also convinces Kellerman to tell Lewis and Stivers about the Mahoney videotape. Munch gets his brother to give Gwen a deal on her mother's funeral arrangements. The victim's mother knew about his HIV status and about a girlfriend he didn't use protection with, whose name didn't appear in the address book. Ballard and Gharty find this woman and find that she has full-blown, terminal AIDS, and they bring her in for questioning. Ballard feels the woman has suffered enough so she is reluctant to a get her confessi",8.0,6.0,1997-12-12,,0
3903,Empty Village,,16.0,1.0,,,,1962-01-01,Adventure,,,7598,,Susan Segal,,,,,guestStars,0
5051,Episode #1.12,,12.0,1.0,,,,1971-01-01,Drama,,,3664,,Molly Austin,,,,,guestStars,0
1354,,Michael Kelly,,,,1969-01-01,,,,"actor,producer,soundtrack",,3859,,Ellen Bergstr?m,,,,,guestStars,0
3187,,Noreen Corcoran,,,2016-01-01,1943-01-01,,,,"actress,soundtrack",,3358,,Kaori Mizuhashi,,,,,actor,0
1367,,James Baker,,,,,,,,,,4722,,Laura Fairchild,,,,,guestStars,0
2472,,Neill Fearnley,,,,,,,,"director,producer,actor",,781,,Jack Dylan Grazer,,,,,guestStars,0
3178,,Robert Harmon,,,,,,,,"director,camera_department,producer",,7651,The End,,"Larry finally learns the truth regarding his possible adoption, and makes his final decision about a kidney donation for Richard Lewis.",10.0,5.0,2005-12-04,,0
1277,,Alex Graves,,,,,,,,"producer,director,writer",,479,,Alex Graves,,,,,director,1
540,,Gary Oldman,,,,1958-01-01,,,,"actor,soundtrack,producer",,6143,,Frank Martela,,,,,guestStars,0
4775,,Steven Rasch,,,,,,,,"editor,music_department,actor",,3366,For the Last Golden Time (2),,"Jin Hyuk and Kwon Joo sneak into Tae Gu's killing lair, unaware Dae Shik is inside. Can they capture the crazed murderer before he escapes? Find out in the thrilling series finale.",16.0,1.0,2017-03-12,,0
1994,,Aluri Chakrapani,,,1975-01-01,1908-01-01,,,,"writer,producer,director",,2619,,Airi Lampinen,,,,,guestStars,0
135,,Christopher Redman,,,,1980-01-01,,,,"actor,director,writer",,5341,,Marcia Wilkie,,,,,guestStars,0
4465,,Linda Howell,,,,,,,,actress,,3690,,Holly Rudkin,,,,,guestStars,0
4478,,Neil Stuke,,,,1967-01-01,,,,actor,,4959,,Erich Neureuther,,,,,director,0
311,,Chuck Copeland,,,,,,,,producer,,1071,The Perils of Penrose,,,14.0,2.0,1961-01-16,,0
4676,,Karen Sharpe,,,,1934-01-01,,,,"actress,producer,miscellaneous",,4723,,Neill Fearnley,,,,,director,0
4820,,James B. Douglas,,,2009-01-01,1929-01-01,,,,actor,,2917,,Robert Sommerwerk,,,,,guestStars,0
3250,Casino Food Recycler,,10.0,2.0,,,,2006-01-01,Reality-TV,,43.0,427,,Larry Charles,,,,,director,0
2723,,Stacie Passon,,,,,,,,"director,producer,writer",,2480,,Barry Sigismondi,,,,,guestStars,0
1919,,John Peyser,,,2002-01-01,1916-01-01,,,,"director,producer,writer",,5029,Getting Nekkid,,"Looking for change in her career and attitude, Mary Jane has an interesting encounter with a new man.",1.0,4.0,2017-01-10,,0
1782,,Judy Marshak,,,,,,,,actress,,6215,,Judy Marshak,,,,,guestStars,1
