tableA_id,tableA_title,tableA_name,tableA_abstract,tableA_episodeNumber,tableA_seasonNumber,tableA_numberOfSeasons,tableA_numberOfEpisodes,tableA_birthDate,tableA_releaseDate,tableA_last_air_date,tableA_release_year,tableA_runtime,tableA_genre_list,tableA_origin_country,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
3116,The Path to You,,"Ra On enters the palace as a eunuch, still living under the fake identity of Sam Nom. Although she tries her very best to get out of the palace, her plan fails every time.",2.0,1.0,,,,2016-08-23,,2016-01-01,,,,4860,Ghosts of the Sargasso,,"On a scientific expedition in the Bermuda Triangle, Doc's experimental equipment awakens and possibly enrages the submerged ghost of Major Tom, a test pilot who crashed in an experimental aircraft designed by Doc's father. While there, the Ventures' hydrofoil is hijacked by a group of fake ghost pirates who've been stranded in the sargassum since Jesus Jones was popular.",6.0,1.0,2004-09-11,,0
2937,If the Shoe Fits...,,Mary Jane's birthday takes a backseat to family drama.,7.0,3.0,,,,2015-11-24,,2015-01-01,,,,7677,Undermined,,"The team investigate the suspicious death of care home resident Gerald French after his daughter Catherine raises some concerns about the level of care her father had been receiving. Shy trainee, Rosie is seen slapping a resident and she is upset to discover that her mentor doesn’t have her best interests at heart.",6.0,3.0,2013-05-08,,0
5705,"The Tintagel Connection, Cornwall",,,5.0,1.0,,,,2004-07-18,,2004-01-01,,,,7259,,Philicia Saunders,,,,,guestStars,0
319,,Jennifer Dahlman,,,,,,,,,,,,,146,,Anya Epstein,,,,,writers,0
3759,,Kaori Mizuhashi,,,,,,,,,,,,,43,,Kulvinder Ghir,,,,,actor,0
542,,Jason Greenblum,,,,,,,,,,,,,5081,Heroes & Villains,,"The strange Slavic story of Ivan and Koschei the Deathless, the origins of King Arthur and the wizard Merlin, the journey of Odysseus as he resists the beautiful songs of the Sirens, and finally Sigurd and his battle with the dragon Fafnir.",1.0,1.0,2017-12-23,,0
4821,,Guylaine Schlumberger,,,,,,,,,,,,,897,Club Gyeongseong,,"'Oblivious to what Wong Bong has planned, high-ranking Japanese officials and Joseon aristocrats attend a party held at Club Gyeongseong, including Matsuura, who is the only one with a hunch of something big to happen. Won Bong asks Young Jin to leave Gyeongseong first and to not show up at the club. Meanwhile, Won Bong and Se Joo arm themselves with the help of Maru.",39.0,1.0,2019-07-13,,0
53,The Price,,"Based on a novel by Jun Ioka, the Hulu series follows the relationship between Keisuke Okuyama, a brilliant attorney and his troubling client Tatsuya Ando who tormented and robbed him of his family in the past.",,,1.0,6.0,,2016-11-18,2016-11-18,2016-01-01,,Drama,JP,1413,,Raf Green,,,,,writers,0
2822,Brando,,The life and legacy of Marlon Brando and how he changed acting.,,,,,,2007-05-01,,2007-01-01,165,Documentary,,1445,,Mike Mauloff,,,,,guestStars,0
4257,,Cari Chanin,,,,,,,,,,,,,4881,,Daniel R. Escobar,,,,,guestStars,0
5219,????????,,,26.0,1.0,,,,,,,,,,2707,"The Blood Spray of Goemon Ishikawa, Part 2",,"'Goemon is hired as a bodyguard by Yakuza boss, Makio Inaniwa, who runs a gambling boat and is being threatened by internal factions. At the same time, Lupin attempts to steal the proceeds of the gaming vessel and meets Fujiko who had the same intention. Lupin and Fujiko decide to divide sales proceeds, but suddenly the boat explodes. Goemon heads for the engine-room and encounters the huge and powerful Hawk or ''Bermuda ghost'' with his twin axes who is seeking Lupin. While Goemon is fighting Hawk, Inaniwa dies in the flames, abandoned by his men. To avenge his father, Inaniwa Jr. sends Goemon to kill Hawk. Goemon finds Hawk but is easily beaten, and undertakes a punishing ordeal to understand why he lost. He returns to Inaniwa Jr. to take his punishment, but explodes at his men's insensitivity and brutality, and attacks them, leaving only Inaniwa Jr. standing. Goemon eventually finds Hawk again as he is pursuing Lupin and Daisuke. Goemon intervenes and confronts and defeats Hawk in a final bloody battle.",4.0,0.0,2017-02-04,,0
1176,On the Road,,,9.0,1.0,,,,2008-08-10,,2008-01-01,,,,7442,,Ben Falcone,,,,,guestStars,0
2544,,Charo L?pez,,,,,,,,,,,,,2822,,Geraldine Brooks,,,,,guestStars,0
3666,,Yoko Kamio,,,,,,,,,,,,,1641,Tsubasa Cat - Part 1,,"'After school Koyomi finds Nadeko and they talk about how Shinobu looked at her and Suruga with a different gaze than Koyomi and Oshino. Tsubasa appears and Nadeko leaves abruptly, Koyomi and Tsubasa talk about how Koyomi has become a bad influence to Hitagi in school. Tsubasa gets a headache and Koyomi flashbacks into what happened in Golden Week, Tsubasa turned into a white ''cat-woman'' and attacked people by absorbing their vitality. Oshino reveals the problem is because of a huge amount of stress built up over the years. Koyomi acts as bait to attract the cat and Shinobu bites her draining her energy until she turns back into Tsubasa. ",11.0,1.0,2009-09-18,,0
5199,,Stuart Rosenberg,,,,,,,,,,,,,3830,,Stuart Rosenberg,,,,,director,1
3192,,Florrie Laurence,,,,,,,,,,,,,4172,,Zach Galifianakis,,,,,writers,0
2661,,Kenneth Fink,,,,,,,,,,,,,4163,,Lyle Weldon,,,,,writers,0
1650,,Jack English,,,,,,,,,,,,,1594,,Alec Berg,,,,,writers,0
4551,[72] [EP9] Shinobu Mail - Part Two,,"After a hurried departure from the cram school ruins, Koyomi and Suruga head toward the meeting place, only to encounter some difficulty along the way.",8.0,4.0,,,,2015-11-22,,2015-01-01,,,,5971,,Christopher Mann,,,,,guestStars,0
4589,,Liam Barr,,,,,,,,,,,,,1028,,Oni Faida Lampley,,,,,guestStars,0
3952,The Contract on Alex Cordeen,,,15.0,1.0,,,,1974-03-08,,1974-01-01,,,,5257,Svatba,,"V?ichni spole?n? pozoruj? pr?vod, pot? jdou do vlasteneck?ho divadla U Hybern?. U p??le?itosti korunovace se kon? freib?l, na kter? jde i Franti?ek s M?rinkou. Jsou tu i Paula a Betty, kter? se M?rince posm?v?. V?k ji usad? a M?rince ?ekne, ?e douf?, ?e se stane jeho nev?stou. Po n?vratu dom? jim po?ehn? ?alman a v kostele se kon? svatba.",12.0,1.0,,,0
181,The Paparazzo Affair,,"Strange things have been happening, first Duc was chased by two crooks to the Sensa News, then the crooks try to take Duc from Sensa News. Fortunately, Ace was there to save him. However when they go back to the Magic Express, they been rocked by grenades. What's worse is the Magic Express is in fire. The Express goes away, until comes to a cliff, the Express falls into the ocean. Luckily, the Express can still operate underwater. Yet, Duc complains to Ace about him being crazy, but Ace confronts Duc. Duc shows Ace a CD video about a new director in the St. Paul Hospital name John Wosh. However, John Wosh isn't really who he is, his real name is Paul Kelly and was arrested for illegal chemical experiments. Duc gets to the hospital headfirst, only to be taken away. Ace and Cosmo arrive there, they learn that the secret of the hospital is to treat people with a new virus then give a medication for a high price. Ace saves Duc who was about to be thrown in boiling liquid. They find Wosh an",1.0,2.0,,,,,,,,,,0,The Paparazzo Affair,,"Strange things have been happening, first Duc was chased by two crooks to the Sensa News, then the crooks try to take Duc from Sensa News. Fortunately, Ace was there to save him. However when they go back to the Magic Express, they been rocked by grenades. What's worse is the Magic Express is in fire. The Express goes away, until comes to a cliff, the Express falls into the ocean. Luckily, the Express can still operate underwater. Yet, Duc complains to Ace about him being crazy, but Ace confronts Duc. Duc shows Ace a CD video about a new director in the St. Paul Hospital name John Wosh. However, John Wosh isn't really who he is, his real name is Paul Kelly and was arrested for illegal chemical experiments. Duc gets to the hospital headfirst, only to be taken away. Ace and Cosmo arrive there, they learn that the secret of the hospital is to treat people with a new virus then give a medication for a high price. Ace saves Duc who was about to be thrown in boiling liquid. They find Wosh an",1.0,2.0,,,1
2758,,Factum,,,,,,,,,,,,HR,5689,Deliver Us From Evil,,"Dave Harmon and his adored wife Melinda live in a tight-knit religious community, where they meet Mark Mangelsdorf, the student body president of their church's college. They become inseparable friends until a violent murder leaves one of them dead.",9.0,1.0,2013-12-28,,0
1025,Episode 7,,,7.0,3.0,,,,2019-04-12,,2019-01-01,,,,4800,Episode 7,,,7.0,3.0,2019-04-12,,1
3859,The Benadryl Brownie,,"Nearly five years after the rest of the world, Larry discovers cell phones. Using his new toy, he calls Cheryl and asks her to tell Randy, the chef at Larry's new restaurant, to omit peanuts from the dinner that night because Richard Lewis's girlfriend Deborah is allergic to them. But bad phone reception prevents Cheryl from hearing the message, and Deborah gets sick. A practicing Christian Scientist, Deborah refuses to take medicine to clear up the hives on her face. Richard will not be seen with her at the Emmy Awards that night, so he and Larry concoct a plan to bake a batch of Benadryl-laced brownies for Deborah to eat. The ruse fails, and that night on national TV, the Davids see Joan Rivers lambasting Richard and his none-too-attractive date on the red carpet.",2.0,3.0,,,,2002-09-22,,2002-01-01,,,,2014,Best Bike in the World,,"Stan and Violet get Monty a new bike, but Monty is disappointed to learn that this means his first, smaller bike will be passed on to someone else who can use it. He wonders why it is that you have to let go of your favourite things when you outgrow them.",14.0,1.0,2016-07-07,,0
5464,,Nathaniel Smith,,,,,,,,,,,,,5597,,Noel de Sousa,,,,,guestStars,0
3024,,Kris Slater,,,,,,,,,,,,,3713,Chapter 47,,"Formidable as ever, both Underwoods have their eyes on the big picture as they manipulate a potential running mate and push the gun bill.",8.0,4.0,2016-03-04,,0
506,Command at Sea,,"Bert Elston is a former Navy man who plans to marry and settle down on a South Sea Island plantation. But Elston's dreams of domestic bliss are suddenly disturbed by memories of naval combat - Captain William Brooks, his wartime commancer appears on the scene.",33.0,2.0,,,,1961-06-05,,1961-01-01,,,,2443,Officer Krupke,,Larry is forced to embrace his feminine side; Cheryl competes for a Seinfeld role; a law officer has an unusual name.,8.0,7.0,2009-11-08,,0
2479,,Park Sun Hee,,,,,,,,,,,,,2200,,Rhonda Overby,,,,,guestStars,0
4128,Episode 7,,,7.0,1.0,,,,2014-06-24,,2014-01-01,,,,1903,,Chris Eigeman,,,,,guestStars,0
1691,,Michael Elliott,,,,,,,,,,,,,192,,James Foley,,,,,directors,0
3576,Breath of Life,,"Set in Italy in 1946 just after World War 2, the film explores the lives and emotions of a group of patients who are terminally ill and confined to an isolated sanatorium.",,,,,,1990-10-11,,1990-01-01,96,Drama,,3030,,Don Dickenson,,,,,guestStars,0
3988,,?ener ?en,,,,,,,,,,,,,1493,,Suzanne Pleshette,,,,,guestStars,0
4740,Chicken Busters,,,26.0,5.0,,,,2010-01-19,,2010-01-01,,,,1264,,Andy Ackerman,,,,,directors,0
387,The Hollywood Story,,Madge Mason based on her prowess as a local actress in a small Iowa town goes to Hollywood and meets with only modest success but when it appears she is on verge of major success she has second thoughts about the price of fame.,20.0,1.0,,,,1954-01-31,,1954-01-01,,,,1712,,Larry Williams,,,,,directors,0
1230,,Z? Victor Castiel,,,,,,,,,,,,,4862,Return to Homs,,,57.0,0.0,2014-09-10,,0
1524,,Sarah Carrington,,,,,,,,,,,,,4125,,Tyrone Alonzo Rouege,,,,,guestStars,0
5659,,Tory Kittles,,,,,,,,,,,,,745,"Culzean Castle, Scotland",,,3.0,1.0,,,0
697,,Yukito kizawa,,,,,,,,,,,,,3113,Episode 3,,"The funerals take place and Danny tries to discover the truth behind the tragedy, but he’s not helped by the lies of Lucy Archer. Bernie Quinlan’s passion for Father Matthew grows.",3.0,1.0,1997-09-27,,0
4072,,Frank Scheffer,,,,,,,,,,,,,5954,Episode 25,,,25.0,2.0,2017-09-15,,0
236,Thor,,"Jeff leaves his wife Susie, and worries that his private life will become public in court. Jeff's concern affects Larry, who becomes obsessed with showing Cheryl how normal he is. Meanwhile, Larry seeks revenge on pro wrestler Thor Olson, who he believes slashed his tire after an argument on the road.",2.0,2.0,,,,2001-09-30,,2001-01-01,,,,283,,Robert Florey,,,,,director,0
3904,The Accused,,,29.0,6.0,,,,1959-04-26,,1959-01-01,,,,7778,Shinobu Mail - Part 5,,"Koyomi is confronted by Shinobu's first minion, the original apparition killer. But instead of starting a battle, the samurai makes a simple request.",11.0,4.0,2015-12-13,,0
887,,Terry-Thomas,,,,,,,,,,,,,4185,Whale,,Isabella Rossellini explores the mating habits of whales.,2.0,2.0,2009-04-01,,0
4673,The Sissy,,,23.0,1.0,,,,1961-02-19,,1961-01-01,,,,6792,The Birth of Satan (2),,"All hell breaks loose when Kwon Joo recognizes Tae Gu's voice. A serious bus accident threatens the lives of many, including a pregnant woman and a child.",14.0,1.0,2017-03-05,,0
2939,,Ralf Harolde,,,,,,,,,,,,,6252,,Paul Klintworth,,,,,guestStars,0
1348,The Best Season,,,25.0,7.0,,,,1960-04-17,,1960-01-01,,,,4659,,Wayne Knight,,,,,guestStars,0
1996,,Kyle Secor,,,,,,,,,,,,,3448,,Rozalun Browne,,,,,guestStars,0
274,In Search of Crimes Past,,"'A 16-year-old murder case must be reopened when the daughter of the convicted killer holds Col. Barnfather hostage. Pembleton and Bayliss investigate an elderly man whose wife died of drowning in the bathtub. Gee and the newly appointed Capt. Russert clash over the handling of the hostage situation. Bolander, Munch, Howard and Felton must go to the archives to find the records of the case. Lewis meets a strange homeless man who's witnessed the suicide of a man who committed the original murder and the detectives race to overturn the previous conviction. A new ''''old'''' bartender tries to convince Munch to go with the latest rage, microbreweries. Bolander and Lewis try to connect the suicide victim to the man on death row.",17.0,3.0,,,,1995-04-14,,1995-01-01,,,,1259,,Marcel de la Brosse,,,,,guestStars,0
1086,The Eternal Vow: Part 2,,,29.0,7.0,,,,1960-05-22,,1960-01-01,,,,6253,,Eric Poppick,,,,,guestStars,0
4633,,Kaya Matsutani,,,,,,,,,,,,,6489,Episode 14,,,14.0,1.0,2015-08-18,,0
900,,Viktor Kolpakov,,,,,,,,,,,,,6150,,Michael Radford,,,,,director,0
988,,?mer Varg?,,,,,,,,,,,,,7492,Shinobu Time - Part 1,,"'After returning from his trip through time, Koyomi returns home and after he returning Mayoi's backpack, they come across a mysterious being that starts chasing them down. The two manage to escape when they meet Yotsugi who flies away with them to safety. After stealing a kiss from Koyomi to repay for her help, Yotsugi flees, leaving Koyomi at the mercy of a furious Shinobu that appears soon after and to calm her down, Koyomi kisses her too. With Mayoi still uncounscious from their predicament, Koyomi inquires Shinobu about the ''darkness'' entity they saw and she claims that she had seen it before during a trip to Japan 400 years before. She also claims that it will cause the destruction of the entire city if nothing is done about it. ",14.0,3.0,2013-10-27,,0
4064,Episode 9,,,9.0,2.0,,,,2017-08-14,,2017-01-01,,,,1903,,Chris Eigeman,,,,,guestStars,0
5879,Pit-a-Pat,,"The 4 girls come watch the basketball game that their Sasaki is a member of. Kana has been secretly in love with Sasaki, whom Haruko ends up making out with. This triggers Kana's NO to activate, but she notices that and runs away.",4.0,3.0,,,,2018-09-29,,2018-01-01,,,,193,The Wire,,"Hoping to bury an unsightly telephone wire dangling over their yard, Larry and Cheryl befriend a pair of bizarre neighbors who must approve the burial. The husband is an incompetent lawyer but a big Seinfeld fan, so to appease him Larry arranges to have Julia Louis-Dreyfuss come for a visit. But when the actress arrives, the lawyer is missing; he's been hired to defend Jeff in a case involving a destructive kid Jeff sponsored for a Fresh Air Fund camp. At Larry's house, Julia ends up buying a bracelet from the lawyer's wife -- the same kind Larry wanted in episode 4 -- only to later accuse Larry of stealing it after he buys a similar one for Cheryl.",6.0,1.0,2000-11-19,,0
